City,State,Professional,Service,Office,Construction,Production
Johnson,NE,31.0,19.6,22.5,12.7,14.1
Johnson City,NY,36.2,19.4,24.9,8.3,11.2
Johnson City,TN,50.8,39.2,45.900000000000006,28.2,35.9
Johnson Creek,WI,30.5,17.3,22.8,9.7,19.7
Johnston City,IL,31.1,22.1,25.1,9.9,11.7
Johnstown,PA,32.1,19.9,23.4,9.8,14.8
Jones,OK,35.7,17.9,25.2,10.8,10.3
Jonesboro,GA,32.9,16.3,27.7,9.1,14.0
Jonesboro,LA,30.5,15.3,18.9,12.6,22.7
Jonesville,NC,25.8,17.1,24.1,11.4,21.6
Jourdanton,TX,23.3,20.9,21.8,19.3,14.8
Judsonia,AR,30.5,17.3,23.6,12.3,16.2
Juncos,PR,37.9,17.8,27.5,8.7,8.1
Junction,TX,29.5,17.1,26.5,16.3,10.7
Junction City,KS,31.4,16.4,23.0,12.9,16.3
Juneau,AK,45.4,14.3,22.0,10.7,7.7
Juneau,WI,26.6,16.6,20.4,11.5,24.8
Kadoka,SD,47.0,15.1,17.2,11.2,9.5
Kahuku,HI,35.8,21.2,25.1,9.1,8.8
Kansas City,KS,22.5,21.5,24.0,12.6,19.5
Kansas City,MO,79.19999999999999,31.900000000000002,51.099999999999994,13.399999999999999,24.4
Karbers Ridge,IL,26.9,20.4,17.6,16.9,18.2
Karnak,IL,28.8,21.4,20.9,12.0,16.9
Katy,TX,49.3,12.4,23.6,6.5,8.2
Kaukauna,WI,33.0,14.7,24.9,8.8,18.6
Kearney,NE,31.7,18.4,26.1,8.8,15.0
Keatchie,LA,25.6,18.6,23.5,14.9,17.4
Keenes,IL,26.6,19.8,23.5,9.2,20.8
Kelley,IA,44.8,17.3,20.7,7.1,10.1
Kellyton,AL,28.6,14.2,22.0,12.1,23.2
Kelso,WA,27.3,19.8,22.2,12.5,18.2
Kemah,TX,39.7,17.0,22.8,10.3,10.2
Kemp,TX,33.0,15.9,26.7,10.8,13.7
Kempner,TX,30.8,21.3,20.1,16.7,11.1
Kenai,AK,29.9,19.0,22.2,16.9,12.0
Kendrick,ID,30.0,18.2,17.2,17.8,16.8
Kenilworth,UT,26.1,19.1,25.6,14.5,14.8
Kennard,TX,23.7,27.5,24.1,11.8,12.9
Kennedy,AL,27.0,14.6,21.6,12.7,24.1
Kennedy,NY,28.9,19.9,22.5,9.8,18.9
Kennett,MO,26.6,21.5,20.1,9.7,22.1
Kensington,KS,37.4,16.8,19.3,15.0,11.4
Kent,NY,26.7,17.5,22.5,14.9,18.4
Kent,OH,31.9,18.2,24.9,7.7,17.3
Kenton,OH,26.5,20.1,20.2,7.2,26.1
Kenton,OK,38.5,11.8,17.9,17.9,13.9
Keo,AR,34.1,15.4,25.1,11.3,14.0
Keota,OK,27.0,17.9,19.1,22.0,14.0
Kermit,TX,20.6,16.2,19.2,24.4,19.7
Kernersville,NC,37.1,16.8,26.0,6.7,13.4
Kewanee,IL,30.9,16.8,23.2,11.0,18.1
Kilmarnock,VA,35.3,19.6,26.0,11.4,7.7
Kinderhook,IL,25.6,19.8,20.7,14.4,19.5
King And Queen Court Hous,VA,26.7,18.6,19.3,20.6,14.7
King Ferry,NY,32.7,19.9,22.4,10.3,14.7
King Salmon,AK,33.1,18.7,20.5,12.9,14.8
King William,VA,32.4,10.7,25.0,17.2,14.8
Kingfield,ME,30.2,20.3,23.8,12.0,13.7
Kingman,KS,29.7,20.0,24.3,10.6,15.4
Kingsland,AR,29.2,13.8,21.3,20.1,15.7
Kingsport,TN,32.4,17.5,27.1,9.0,14.0
Kingston,NY,38.9,18.0,23.7,9.4,10.0
Kingston,OK,22.0,19.8,21.9,10.8,25.4
Kingston,UT,35.4,23.4,20.8,12.9,7.5
Kirksville,MO,34.9,20.1,23.8,8.0,13.2
Kirkville,IA,26.5,17.3,19.8,10.2,26.2
Kirkwood,IL,29.4,20.9,20.0,9.3,20.4
Kissimmee,FL,24.4,25.7,29.2,8.9,11.8
Kite,GA,23.6,18.6,19.6,12.8,25.4
Klamath Falls,OR,30.2,18.7,24.5,11.9,14.7
Klamath River,CA,33.7,21.7,21.8,12.5,10.4
Klingerstown,PA,27.8,16.8,22.8,10.6,21.9
Klondike,TX,30.6,17.4,23.8,13.0,15.3
Knippa,TX,27.8,22.8,20.1,18.5,10.8
Krakow,WI,27.5,17.4,22.7,11.8,20.6
Kress,TX,27.4,17.6,21.2,14.7,19.0
Krypton,KY,30.7,18.1,26.2,13.6,11.4
Kulm,ND,36.2,20.8,18.6,14.2,10.3
La Crosse,IN,35.3,16.6,21.8,11.1,15.3
La Grande,OR,28.9,20.4,25.4,10.9,14.4
La Junta,CO,35.5,26.7,12.4,18.4,7.0
La Plata,MO,28.7,21.9,20.0,14.0,15.5
La Plata,PR,33.6,20.8,22.4,8.9,14.2
La Pryor,TX,28.7,26.9,12.6,18.2,13.7
La Push,WA,29.0,23.6,23.7,11.2,12.5
Labelle,FL,23.2,18.2,32.5,13.8,12.3
Lackey,VA,48.2,14.8,20.6,8.4,8.0
Lacrosse,WA,46.8,19.7,18.9,6.7,7.7
Lafayette,CO,52.3,15.7,20.3,5.1,6.5
Lagrange,WY,33.6,20.3,18.2,13.5,14.4
Lajas,PR,27.5,19.7,24.4,17.0,11.4
Lake Ann,MI,38.3,18.5,22.5,10.9,9.7
Lake Benton,MN,32.8,18.9,18.0,16.2,14.1
Lake Butler,FL,23.7,28.6,24.7,11.5,11.4
Lake George,NY,35.5,19.5,24.4,8.3,12.2
Lake Minchumina,AK,35.7,18.7,19.5,15.6,10.5
Lake Oswego,OR,37.9,15.3,26.7,8.6,11.5
Lake Placid,FL,27.7,23.9,26.8,14.5,7.2
Lake Village,IN,18.9,15.9,22.0,19.9,23.2
Lake Wales,FL,29.5,21.0,25.6,11.0,12.9
Lakeville,CT,40.1,17.6,21.7,9.9,10.6
Lakota,IA,34.0,15.6,20.7,11.0,18.7
Lamar,MS,42.7,30.5,49.2,26.8,50.7
Lamesa,TX,25.6,18.3,19.5,23.9,12.6
Lamont,IA,29.6,15.2,20.8,13.0,21.5
Lamont,KS,29.3,20.4,17.5,14.9,17.9
Lampasas,TX,29.3,20.5,22.8,15.3,12.1
Lancaster,SC,29.9,16.3,28.2,10.2,15.5
Land O' Lakes,FL,35.5,18.6,28.5,8.9,8.4
Landrum,SC,30.8,16.1,23.8,8.8,20.6
Lane City,TX,27.2,19.5,20.0,17.5,15.8
Lanesville,IN,34.5,15.6,26.3,7.2,16.4
Lanexa,VA,36.1,14.4,25.7,15.5,8.3
Langlois,OR,32.0,21.3,25.2,13.7,7.8
Langtry,TX,24.6,23.0,25.2,14.3,12.9
Lansing,NC,26.3,19.8,20.9,15.6,17.4
Laquey,MO,32.8,20.9,21.9,12.3,12.0
Laredo,TX,26.2,22.5,28.3,10.4,12.6
Lares,PR,37.3,17.9,22.4,10.0,12.4
Larose,LA,27.6,15.3,23.7,15.1,18.3
Las Marias,PR,30.1,22.6,18.4,15.1,13.8
Las Piedras,PR,52.099999999999994,40.900000000000006,48.7,30.6,27.7
Laurel,IN,24.0,19.9,24.5,7.8,23.8
Laurel,MT,28.9,14.8,22.0,20.4,14.0
Lavalette,WV,30.1,20.7,23.6,9.6,16.2
Lavina,MT,35.3,12.0,16.5,22.7,13.4
Lawndale,NC,28.5,20.5,19.6,9.5,21.9
Lawrence,KS,44.6,17.3,23.3,6.2,8.5
Lawrence,MA,40.8,18.3,23.6,7.1,10.3
Le Roy,MN,34.7,18.2,18.7,13.8,14.6
Le Sueur,MN,31.9,16.5,19.8,12.6,19.3
Leadore,ID,31.2,17.8,24.5,14.5,12.0
Leakesville,MS,28.5,12.1,21.6,20.5,17.2
Leakey,TX,33.7,24.2,22.0,8.7,11.3
Leasburg,NC,53.8,38.6,46.099999999999994,26.3,35.2
Lebo,KS,33.0,18.4,20.9,14.3,13.4
Ledger,MT,70.5,41.900000000000006,37.3,34.7,15.600000000000001
Leeds,ND,38.1,20.2,15.0,11.9,14.8
Leesburg,TX,22.0,19.6,21.9,13.6,23.0
Leicester,NC,31.3,20.3,20.6,14.3,13.4
Leitchfield,KY,28.0,12.7,19.2,16.0,24.2
Lemoyne,NE,54.9,10.9,4.1,19.7,10.4
Lena,IL,26.6,18.5,25.2,12.7,17.0
Lena,MS,23.4,17.2,19.7,15.6,24.1
Lenoir City,TN,30.8,16.7,22.0,11.8,18.7
Lenore,WV,27.7,16.3,19.9,22.5,13.6
Leonard,ND,33.2,17.7,13.4,12.0,23.6
Leoti,KS,32.5,17.9,11.0,20.0,18.7
Leroy,MI,25.0,17.8,19.4,11.7,26.2
Leslie,AR,27.7,11.9,26.0,16.0,18.4
Letcher,KY,34.1,15.7,22.8,15.1,12.3
Letohatchee,AL,23.9,16.2,19.4,9.2,31.4
Lettsworth,LA,25.3,18.5,25.3,16.4,14.6
Levan,UT,26.5,16.5,24.9,15.4,16.7
Lewis,KS,32.0,12.5,20.5,17.2,17.9
Lewisport,KY,23.4,15.1,18.5,11.0,32.0
Lewiston,UT,37.4,15.1,23.6,7.6,16.2
Lewistown,MT,39.6,17.0,18.8,13.0,11.7
Lexington,KY,72.3,37.3,45.9,19.2,25.200000000000003
Lexington,VA,46.6,27.5,21.4,1.7,2.8
Liberty,IN,25.9,20.9,26.8,12.2,14.2
Liberty,NE,44.7,12.8,16.2,13.8,12.4
Lidgerwood,ND,31.0,10.0,16.6,14.1,28.3
Lima,OH,56.3,36.0,42.2,17.8,47.7
Lincoln,IL,31.1,22.0,23.9,7.9,15.1
Lincoln,KS,38.5,13.9,15.3,20.5,11.8
Lincoln,MT,44.6,16.9,23.4,9.0,6.0
Lincoln,NE,38.5,17.4,24.5,8.3,11.3
Linden,MI,38.5,14.5,25.7,9.2,12.0
Linden,TN,22.1,22.0,15.0,18.1,22.8
Lineville,IA,32.3,13.3,18.0,13.8,22.6
Linn,WV,31.3,22.0,22.2,16.3,8.2
Linneus,MO,27.3,17.2,23.3,13.1,19.2
Lisbon,OH,25.4,19.3,22.0,10.3,23.1
Lisbon Falls,ME,31.5,18.5,25.7,10.1,14.2
Litchfield,IL,31.1,15.4,24.6,11.7,17.2
Litchfield,MI,26.4,17.6,20.4,9.3,26.3
Litchfield,MN,32.2,15.2,18.8,11.6,22.3
Litchfield,NE,37.5,16.0,14.8,12.9,18.8
Lithonia,GA,42.7,16.8,24.0,5.7,10.7
Little Eagle,SD,43.0,14.9,18.7,15.8,7.6
Little Falls,NJ,32.0,17.6,24.8,7.5,18.1
Little Mountain,SC,25.4,15.4,23.9,12.6,22.7
Little River,AL,33.1,17.7,27.1,10.8,11.2
Little Suamico,WI,27.8,15.6,19.8,14.4,22.5
Littlefork,MN,27.5,18.6,23.2,11.9,18.8
Livingston,LA,30.8,14.8,24.5,16.5,13.3
Loachapoka,AL,39.7,16.1,22.9,8.3,13.0
Lockhart,TX,24.1,22.4,23.4,14.4,15.7
Locust,NC,29.1,19.9,22.4,13.0,15.5
Locust Grove,OK,32.4,20.2,25.1,12.2,10.1
Locust Hill,VA,31.1,20.9,24.7,12.4,10.9
Logan,NM,31.8,19.5,22.6,14.2,11.8
Logan,OH,29.8,19.6,20.8,13.0,16.7
Loiza,PR,22.5,30.2,26.1,10.1,11.1
Lombard,IL,44.8,13.1,26.2,5.5,10.5
Lonaconing,MD,60.8,41.7,47.5,23.4,26.6
Long Beach,MS,27.9,23.8,25.0,12.2,11.2
Long Branch,TX,46.2,35.4,44.5,39.400000000000006,34.5
Long Pine,NE,41.3,22.0,15.3,13.1,8.3
Longford,KS,35.8,14.2,20.3,13.8,15.9
Longview,TX,27.7,16.6,26.2,12.1,17.4
Longville,MN,29.4,21.0,23.7,13.3,12.7
Lontetree,WY,30.1,18.3,19.1,16.7,15.8
Lookout Mountain,GA,27.2,20.0,23.3,14.7,14.9
Lorman,MS,23.5,20.4,20.0,13.8,22.3
Los Angeles,CA,35.7,19.1,24.6,7.8,12.8
Los Gatos,CA,40.4,19.2,21.9,11.3,7.2
Lost City,WV,20.4,21.1,17.4,12.1,29.1
Lost Creek,KY,28.4,23.1,23.1,12.4,12.9
Louisiana,MO,27.4,15.6,23.8,16.6,16.6
Louisville,KY,37.0,16.4,24.8,6.6,15.3
Lovelady,TX,24.5,22.1,24.5,13.4,15.5
Lubbock,TX,34.0,20.1,25.8,10.1,10.1
Luck,WI,26.9,21.5,21.4,13.4,16.8
Ludell,KS,42.5,15.0,20.3,12.6,9.6
Lueders,TX,31.5,18.0,25.6,13.6,11.3
Lufkin,TX,26.8,20.8,22.4,13.3,16.7
Lulu,FL,30.6,21.8,24.7,12.6,10.4
Lumberton,NJ,42.7,15.3,25.8,6.9,9.3
Luning,NV,24.0,22.2,24.0,13.8,16.1
Luquillo,PR,23.8,25.7,26.9,14.5,9.1
Luray,SC,17.2,26.0,22.6,9.0,25.3
Luray,TN,31.1,13.4,27.7,12.0,15.8
Lusk,WY,38.8,17.0,20.9,10.9,12.5
Lutcher,LA,23.7,19.9,24.5,12.4,19.4
Luverne,MN,28.7,17.3,21.7,16.2,16.1
Luverne,ND,35.7,18.8,18.3,13.7,13.5
Lyford,TX,21.9,27.0,21.2,16.6,13.3
Lyle,MN,28.9,16.8,21.0,9.6,23.7
Lynchburg,MO,25.7,17.3,23.2,9.1,24.8
Lynchburg,VA,102.1,55.0,69.5,28.599999999999998,44.7
Lyndhurst,NJ,46.9,13.8,25.5,6.2,7.7
Lyndhurst,VA,31.1,17.2,22.4,10.0,19.3
Lyons,GA,48.5,36.099999999999994,45.8,30.6,38.9
Lyons,NE,32.1,17.0,22.7,16.1,12.1
Lysite,WY,33.5,20.0,20.7,15.3,10.5
Lytton,IA,32.8,19.2,20.9,14.0,13.2
Macksburg,IA,64.7,29.4,43.3,31.200000000000003,31.4
Macon,GA,69.80000000000001,38.0,51.599999999999994,18.3,22.299999999999997
Madeline,CA,29.1,29.1,19.4,10.1,12.3
Madison,CT,40.0,17.7,24.0,7.1,11.2
Madison,FL,30.1,17.0,22.4,11.4,19.1
Madison,SD,30.8,18.5,23.9,8.8,17.9
Magnolia,IL,28.8,17.5,19.8,13.6,20.3
Magnolia,KY,43.9,34.1,41.2,25.0,55.8
Magnolia,TX,28.0,21.1,25.6,13.8,11.6
Maiden,NC,29.6,14.1,24.8,11.6,19.9
Malcom,IA,33.2,18.2,22.4,8.4,17.8
Malvern,OH,24.7,16.6,21.9,13.5,23.4
Mammoth Cave,KY,24.7,19.4,22.4,16.4,17.1
Manakin Sabot,VA,46.6,14.9,22.4,8.8,7.4
Manassa,CO,29.6,20.0,20.0,18.2,12.2
Manassas,VA,65.1,35.4,51.2,27.1,21.1
Manati,PR,32.2,20.6,26.8,9.0,11.4
Mancelona,MI,20.6,21.2,25.0,15.4,17.8
Mancos,CO,39.2,20.2,21.8,11.4,7.4
Manhattan,KS,41.0,20.6,21.7,8.4,8.3
Manitou,OK,29.4,19.5,17.7,16.1,17.3
Mankato,KS,39.9,14.3,18.1,16.3,11.5
Mannboro,VA,26.2,17.1,30.1,14.6,11.9
Manokotak,AK,38.1,15.4,22.7,11.6,12.1
Mansfield,GA,29.9,18.3,24.6,10.8,16.5
Mansfield,MO,24.8,21.9,18.3,15.8,19.2
Mansfield,SD,33.0,16.0,24.5,10.6,15.9
Mansfield Center,CT,41.8,15.8,23.5,9.0,9.9
Manville,RI,33.6,21.2,24.9,7.2,13.1
Many,LA,29.5,15.7,17.7,20.6,16.5
Maple Park,IL,33.4,19.1,25.1,8.3,14.1
Maplewood,WI,31.7,20.2,23.2,10.7,14.1
Marathon,TX,43.4,19.5,18.8,12.5,5.8
Mardela Springs,MD,33.7,20.8,24.0,9.2,12.2
Marengo,IA,30.7,16.0,23.2,10.2,19.9
Marengo,IN,22.9,18.5,20.8,9.5,28.3
Marengo,WI,30.0,22.0,21.2,12.0,14.8
Margaretville,NY,30.8,20.9,21.5,11.7,15.1
Maria Stein,OH,24.7,14.5,19.7,10.8,30.2
Marianna,FL,25.4,28.7,20.6,15.8,9.6
Maricao,PR,23.4,27.7,13.5,18.7,16.7
Marienthal,KS,37.3,16.6,14.4,20.5,11.1
Marienville,PA,26.2,29.9,23.0,8.5,12.4
Marietta,GA,44.3,15.2,24.9,7.4,8.2
Marietta,MN,36.3,16.6,19.6,12.5,14.9
Marietta,MS,23.5,15.9,25.3,11.4,23.9
Marine On Saint Croix,MN,45.2,15.1,23.4,6.5,9.7
Marion,IN,55.7,34.7,44.2,20.3,45.0
Marion,VA,28.5,18.6,21.0,9.0,22.9
Marland,OK,35.6,15.4,20.1,10.5,18.4
Marmaduke,AR,28.3,13.7,23.5,9.7,24.8
Marmarth,ND,46.3,7.5,14.9,19.7,11.6
Marshall,IL,56.4,34.900000000000006,41.8,23.299999999999997,43.599999999999994
Marshall,NC,38.8,18.9,23.5,8.8,10.1
Marshall,OK,35.5,17.4,24.1,11.7,11.3
Marshall,TX,32.1,15.0,22.4,14.0,16.5
Marshallberg,NC,35.5,20.3,21.6,12.8,9.8
Martha,KY,23.7,18.2,25.1,15.1,17.9
Martin,GA,25.9,19.3,22.8,10.6,21.4
Martin,OH,30.0,18.1,22.3,10.6,19.0
Martinsville,VA,25.6,19.8,25.1,5.6,23.9
Marysville,CA,34.6,23.3,23.7,9.1,9.3
Marysville,IN,29.6,16.6,26.6,8.1,19.2
Maryville,IL,33.9,17.4,24.8,8.9,14.9
Mason,IL,29.2,17.9,24.9,10.7,17.4
Mason,TX,35.4,21.1,20.3,13.4,9.9
Mass City,MI,26.3,21.8,21.3,14.4,16.3
Matlock,IA,32.5,16.7,21.7,13.5,15.7
Matthews,NC,38.5,14.8,25.4,9.9,11.5
Mattoon,IL,28.9,21.2,25.4,7.9,16.6
Mauk,GA,26.0,11.7,20.3,20.1,22.0
Maunabo,PR,25.7,27.5,23.6,10.7,12.6
Maxton,NC,31.1,20.3,22.9,7.8,17.9
Maxwell,IN,37.7,15.3,24.9,9.6,12.6
May,OK,32.9,15.3,19.3,20.6,11.9
Mayaguez,PR,32.9,19.6,29.7,7.6,10.1
Mayer,AZ,31.3,22.9,24.0,11.9,9.8
Mayesville,SC,21.6,21.6,25.8,8.3,22.8
Mayo,FL,29.8,26.1,17.5,9.5,17.1
Mayslick,KY,58.7,32.5,35.1,32.0,41.8
Maywood,NE,34.9,14.2,23.3,18.2,9.4
McAlpin,FL,24.0,24.7,23.1,14.4,13.8
McClure,PA,24.1,19.5,19.4,13.3,23.7
McColl,SC,23.0,16.5,22.1,9.7,28.7
McCool,MS,29.0,12.5,21.5,19.4,17.6
McEwen,TN,29.5,14.4,19.3,14.6,22.2
McLeansboro,IL,25.7,14.5,23.5,16.1,20.2
McLouth,KS,32.0,16.3,22.5,14.2,15.1
McMechen,WV,28.1,20.0,22.3,15.6,14.0
McMinnville,TN,22.9,22.8,17.1,12.3,25.0
McNeill,MS,30.0,17.6,23.2,13.1,16.1
Mcarthur,CA,40.7,14.7,18.1,18.0,8.5
Mcdaniel,MD,37.6,22.4,22.3,10.1,7.5
Meadows Of Dan,VA,25.9,16.9,17.5,13.7,26.0
Meally,KY,30.4,16.5,26.5,15.2,11.3
Means,KY,21.5,22.1,17.5,13.0,25.9
Medford,WI,27.7,11.7,17.8,14.1,28.7
Mediapolis,IA,28.1,19.3,23.4,9.3,19.9
Medical Lake,WA,35.8,19.2,26.0,7.6,11.4
Medicine Bow,WY,42.0,20.3,20.7,9.4,7.7
Medicine Lodge,KS,33.8,14.5,19.7,15.7,16.2
Medora,IL,31.5,18.3,25.9,9.7,14.7
Medora,ND,35.1,17.9,14.7,16.1,16.1
Meeker,CO,30.4,19.8,21.0,18.8,10.0
Meherrin,VA,30.9,25.7,21.2,10.6,11.7
Melbourne,AR,33.1,16.0,20.1,9.9,20.8
Melbourne,IA,27.0,17.8,20.3,10.8,24.1
Melrose,IA,59.2,31.4,46.0,23.1,40.2
Melvin,IL,29.9,17.4,20.2,12.8,19.6
Melvin,TX,34.1,13.5,24.5,17.0,10.9
Memphis,TN,35.1,17.4,25.5,6.7,15.3
Mena,AR,28.6,14.3,24.7,14.2,18.1
Menard,TX,28.6,23.7,17.9,20.5,9.3
Mendenhall,MS,26.8,17.1,18.2,17.3,20.6
Menno,SD,38.1,18.4,18.6,12.2,12.7
Menomonie,WI,31.4,17.8,22.1,9.7,19.1
Mentone,IN,27.4,13.3,21.4,8.2,29.7
Mentor,MN,29.0,13.6,26.2,13.9,17.4
Meraux,LA,24.5,20.9,21.6,18.2,14.8
Meredosia,IL,27.9,15.3,23.1,11.9,21.8
Meriden,KS,31.5,19.8,18.7,13.8,16.2
Meridian,CA,30.5,19.6,22.6,15.7,11.6
Merrill,WI,25.9,16.4,24.6,10.4,22.7
Merrimack,NH,40.7,14.8,25.1,8.3,11.1
Merry Point,VA,30.3,31.2,22.8,8.1,7.6
Meta,MO,24.1,16.5,22.4,11.3,25.7
Metter,GA,27.0,18.6,23.8,16.1,14.6
Metz,WV,43.0,17.7,23.2,8.9,7.2
Meyers Chuck,AK,30.2,17.1,22.7,17.8,12.1
Miami,FL,31.5,21.0,28.2,9.1,10.2
Miami,MO,29.7,18.7,20.8,12.1,18.8
Miami,NM,33.3,23.2,23.5,12.7,7.3
Miami,OK,27.3,22.2,21.2,11.6,17.8
Miami,TX,40.2,14.9,23.9,11.8,9.2
Michigamme,MI,31.2,24.1,22.3,12.3,10.0
Middleton,MI,28.1,22.7,20.6,9.5,19.1
Middletown,CT,45.7,15.4,22.9,7.8,8.2
Midkiff,TX,25.8,16.2,18.2,21.0,18.9
Midland,IN,27.7,18.6,21.2,12.9,19.7
Midland,NC,37.4,16.3,24.1,9.7,12.4
Midland,TX,32.3,13.9,25.7,16.4,11.8
Midlothian,VA,80.6,32.8,47.8,21.7,17.1
Midvale,ID,26.1,20.6,18.1,16.5,18.7
Midville,GA,27.1,19.3,20.3,14.1,19.2
Midway,TX,25.6,23.4,20.3,19.8,11.0
Midway,UT,34.6,20.3,24.8,11.2,9.0
Mikado,MI,22.4,20.4,25.9,12.2,19.1
Milford,NE,64.4,31.799999999999997,35.2,25.3,43.1
Milford,UT,28.7,19.8,22.3,12.6,16.6
Mill Hall,PA,24.8,21.1,22.6,12.4,19.1
Mill Spring,MO,25.0,21.6,20.3,16.3,16.8
Millboro,VA,28.5,25.2,23.3,10.6,12.5
Miller,SD,36.9,15.3,21.5,18.8,7.5
Millersburg,PA,37.9,18.5,25.0,6.1,12.5
Milligan,NE,32.5,17.1,20.1,14.0,16.3
Mills,NE,50.0,9.8,15.0,22.7,2.5
Millstone,NJ,51.0,12.4,23.5,5.5,7.5
Millwood,GA,49.3,30.4,46.0,32.9,41.4
Milner,GA,30.8,17.5,23.8,9.3,18.6
Milnor,ND,31.7,17.5,18.0,15.2,17.5
Milton,FL,37.1,15.7,26.3,11.3,9.5
Milton,IA,55.3,25.4,43.599999999999994,30.0,45.7
Milton,KY,20.6,15.5,22.3,14.5,27.1
Milton,PA,39.4,16.1,22.5,7.9,14.1
Milton,WV,63.099999999999994,35.099999999999994,50.8,17.6,33.3
Miltonvale,KS,27.7,21.2,22.4,10.8,17.8
Milwaukee,WI,35.3,20.1,23.4,5.9,15.3
Minden,IA,29.4,17.8,26.6,10.9,15.2
Minden,LA,24.1,20.7,21.8,14.5,19.0
Minden,NV,32.1,22.9,24.2,11.2,9.5
Mineral,VA,33.1,16.1,24.2,13.2,13.4
Mineral City,OH,25.9,18.4,22.1,9.8,23.8
Mingo Junction,OH,28.5,21.0,23.7,11.1,15.7
Minnesota Lake,MN,32.5,20.0,25.0,7.7,14.8
Minong,WI,28.2,19.6,21.9,11.9,18.5
Minot,ND,30.5,18.9,23.2,13.7,13.7
Minter,AL,26.5,19.5,19.3,10.1,24.5
Minturn,AR,25.5,21.4,20.5,15.1,17.5
Minturn,CO,34.6,25.8,20.9,12.5,6.2
Mission,SD,35.5,25.0,22.0,10.5,7.1
Mitchell,IN,29.5,17.4,21.7,11.7,19.8
Mitchell,NE,28.6,16.7,28.1,12.4,14.2
Mitchell,OR,36.9,16.0,17.2,18.8,11.0
Moab,UT,58.800000000000004,51.7,45.1,27.5,17.0
Moatsville,WV,21.3,21.1,28.8,15.2,13.6
Mobile,AL,32.4,17.4,26.2,9.7,14.3
Moca,PR,30.9,26.4,23.8,12.7,6.2
Modale,IA,29.5,16.7,23.7,11.5,18.5
Model,CO,32.6,22.8,23.6,10.9,10.1
Mohall,ND,36.0,12.4,23.2,16.4,11.9
Molena,GA,33.2,15.2,22.4,11.4,17.9
Moline,IL,29.5,18.9,23.9,8.4,19.3
Monarch,MT,33.9,21.8,23.2,11.2,9.9
Monmouth,OR,36.0,16.8,25.6,10.3,11.4
Monongahela,PA,34.8,16.9,24.8,10.7,12.8
Monroe,AR,22.4,24.7,23.6,14.3,15.1
Monroe,ME,33.8,20.0,22.0,12.1,12.1
Monroe,SD,35.8,15.7,20.8,14.6,13.0
Monroe Center,IL,31.3,16.3,20.7,9.8,21.8
Monterey,IN,24.8,17.9,18.9,12.3,26.1
Monterey,TN,23.3,23.5,18.7,14.9,19.6
Monterville,WV,30.1,22.7,18.5,16.1,12.7
Montezuma,NM,31.8,25.1,24.5,10.4,8.3
Montgomery,AL,36.0,19.1,25.1,6.0,13.8
Montgomery,LA,25.7,19.6,22.8,17.1,14.8
Montgomery,WV,27.0,20.8,24.6,15.3,12.3
Monticello,AR,36.0,16.0,22.3,10.6,15.1
Monticello,FL,41.1,19.0,22.9,10.2,6.9
Monticello,IL,35.9,15.0,24.1,11.8,13.2
Monticello,KY,28.6,16.8,20.3,10.7,23.7
Monticello,NY,30.3,23.1,22.6,12.7,11.3
Monticello,WI,31.8,15.0,23.1,11.3,18.9
Montross,VA,26.2,18.7,26.9,14.0,14.2
Moore Haven,FL,22.0,13.2,17.3,33.7,13.8
Moorefield,KY,26.0,16.5,21.8,13.2,22.6
Moran,TX,25.9,16.5,25.0,14.7,17.9
Moran,WY,39.1,25.7,19.6,9.3,6.3
Morenci,AZ,26.4,12.7,13.6,31.4,15.9
Moreno Valley,CA,29.0,21.7,25.1,11.3,13.0
Morgan,UT,38.6,14.2,21.4,14.2,11.6
Morgantown,KY,26.7,13.0,23.1,13.9,23.3
Morovis,PR,29.5,19.5,29.2,9.2,12.7
Morris,MN,33.3,19.6,22.2,11.9,13.0
Morrison,MO,27.4,13.8,26.3,13.2,19.3
Morrison,TN,30.1,15.5,23.2,9.6,21.6
Morrisville,NY,36.9,17.5,22.6,10.3,12.7
Morrow,LA,27.6,25.2,20.3,12.8,14.1
Mosby,MT,50.5,11.9,16.0,16.9,4.7
Moscow,KS,30.6,17.4,19.3,17.9,14.7
Moscow,PA,34.9,17.9,24.8,8.1,14.3
Mosheim,TN,27.8,17.4,21.1,9.8,23.8
Moss,TN,26.7,20.2,19.0,15.4,18.7
Moss Point,MS,30.7,20.5,21.8,13.1,13.9
Mossyrock,WA,25.9,20.1,23.6,12.5,18.0
Moulton,AL,25.1,14.8,18.3,15.3,26.5
Moultrie,GA,25.2,16.3,18.9,20.1,19.5
Mound City,SD,43.3,20.0,17.1,8.3,11.3
Mound Valley,KS,29.9,20.9,18.8,10.0,20.4
Mounds,OK,28.5,17.9,24.0,12.0,17.6
Mount Airy,NC,27.7,18.4,22.1,13.9,17.9
Mount Ayr,IA,35.9,18.0,16.8,14.1,15.3
Mount Berry,GA,28.3,20.7,22.3,10.9,17.8
Mount Blanchard,OH,25.0,15.9,18.3,12.5,28.3
Mount Carmel,IL,26.5,19.9,17.5,13.2,22.9
Mount Eden,KY,32.0,12.3,25.1,12.3,18.2
Mount Hermon,LA,27.8,20.3,21.5,13.4,17.0
Mount Perry,OH,26.4,20.0,24.8,10.1,18.6
Mount Pleasant,IA,29.3,18.5,22.6,9.4,20.1
