City,State,Hispanic,White,Black,Native,Asian,Pacific
Hazelton,ND,0.1,96.8,0.0,0.3,0.5,0.0
Hazen,AR,1.1,85.4,12.3,0.4,0.1,0.0
Head Waters,VA,0.0,99.5,0.0,0.4,0.0,0.0
Healy,KS,6.1,92.4,0.4,0.3,0.0,0.0
Heath,OH,1.6,91.6,3.3,0.1,1.0,0.0
Hebbronville,TX,91.9,6.6,1.2,0.0,0.0,0.0
Hebron,KY,3.9,88.8,2.9,0.2,2.4,0.0
Heflin,AL,2.9,75.2,19.6,0.3,0.2,0.2
Helena,GA,3.5,65.1,28.5,0.0,0.6,0.0
Hemingford,NE,7.699999999999999,87.35,0.05,1.85,0.25,0.05
Hemphill,TX,3.9,86.6,8.8,0.0,0.1,0.0
Henderson,KY,2.2,87.0,7.1,0.1,0.4,0.0
Hendersonville,NC,9.9,83.6,2.9,0.3,1.0,0.1
Henley,MO,2.7,81.8,11.5,0.4,1.1,0.1
Hennepin,OK,5.5,74.2,1.3,7.1,0.4,0.0
Henry,SD,1.9,93.5,0.4,2.5,0.2,0.0
Hensley,AR,1.2,93.1,3.8,0.3,0.5,0.0
Heppner,OR,34.0,62.0,0.4,0.6,0.4,0.1
Hereford,TX,62.1,34.8,0.6,0.1,0.3,0.0
Hernando,FL,5.1,88.9,2.8,0.3,1.6,0.0
Heron Lake,MN,3.2,93.5,0.2,0.1,2.5,0.0
Herron,MI,1.2,96.1,0.5,0.6,0.4,0.0
Herscher,IL,9.6,72.6,14.9,0.2,1.1,0.0
Hershey,NE,8.0,88.9,0.8,0.2,0.5,0.0
Hesperia,MI,14.2,82.6,1.2,0.6,0.3,0.0
Hesston,KS,3.9,92.2,1.0,0.5,0.7,0.0
Hestand,KY,3.0,93.6,2.6,0.0,0.1,0.0
Hickman,KY,1.5,71.5,24.9,0.1,0.1,0.0
Hickman,TN,2.5,93.5,2.3,0.6,0.2,0.0
Hickory,NC,8.8,77.0,8.4,0.3,3.8,0.0
Hicksville,OH,9.5,87.0,1.7,0.3,0.3,0.0
Hico,TX,19.9,76.2,1.4,0.6,0.7,0.0
Hidalgo,IL,1.3,97.4,0.3,0.1,0.1,0.0
Higgins,TX,29.7,66.6,0.3,0.9,0.8,0.0
High Bridge,NJ,5.9,86.9,2.4,0.1,3.6,0.2
High Point,NC,6.6,81.3,9.2,0.5,1.3,0.0
High Springs,FL,5.1,87.4,5.8,0.1,0.5,0.0
Hilham,TN,1.8,96.0,0.7,0.0,0.0,0.0
Hill,NH,1.8,93.6,1.1,0.1,1.6,0.0
Hilliard,OH,5.0,65.8,21.1,0.1,4.3,0.0
Hillsboro,ND,3.0,93.6,0.6,1.1,0.3,0.2
Hillsdale,NY,4.3,87.5,4.1,0.1,1.7,0.0
Hilo,HI,12.2,30.8,0.6,0.3,21.4,11.1
Himrod,NY,2.0,95.5,0.9,0.1,0.5,0.0
Hines,MN,1.9,73.4,0.8,20.0,0.9,0.1
Hinsdale,NH,1.6,94.7,0.7,0.2,1.2,0.0
Hinsdale,NY,1.9,91.2,1.5,2.8,0.8,0.0
Hitchins,KY,1.2,96.7,0.8,0.2,0.1,0.0
Hiwassee,VA,1.5,91.0,5.8,0.0,0.1,0.0
Hixson,TN,4.9,71.6,19.7,0.1,1.9,0.0
Hobbs,NM,54.5,39.4,3.2,0.7,0.2,0.0
Hobson,MT,1.4,97.3,0.0,1.1,0.0,0.0
Hoffman,MN,1.8,96.2,0.0,0.6,0.3,0.0
Hokah,MN,0.8,96.7,0.3,0.3,0.2,0.0
Holbrook,ID,3.5,94.4,0.0,0.1,0.0,0.0
Holcomb,KS,47.9,44.3,2.1,0.4,4.0,0.0
Holcomb,MO,6.1,81.7,9.8,0.3,0.4,0.0
Holden,LA,0.1,44.4,52.7,1.2,0.0,0.0
Holden,UT,12.6,84.4,0.4,0.8,0.7,0.1
Holdingford,MN,1.4,96.3,0.5,0.1,0.5,0.0
Holland,IN,6.5,91.9,0.4,0.1,0.6,0.0
Holland,TX,23.2,48.8,20.4,0.5,2.7,0.7
Holly,CO,35.9,61.6,0.4,0.3,0.4,0.0
Holly Ridge,NC,11.6,67.3,14.8,0.6,1.8,0.2
Holly Springs,NC,9.9,61.1,20.4,0.3,6.0,0.0
Holmen,WI,1.7,90.6,1.4,0.4,4.5,0.0
Holt,MI,7.5,71.3,10.8,0.3,5.6,0.0
Holyoke,CO,18.1,78.5,0.1,0.3,0.8,0.0
Homer,IN,1.3,96.5,0.9,0.0,0.2,0.0
Honey Grove,PA,2.9,95.2,0.8,0.1,0.4,0.0
Hooper,CO,45.7,49.3,1.6,1.2,1.0,0.0
Hope,AR,12.5,55.7,29.7,0.2,0.0,0.0
Hope,KY,2.5,93.1,2.9,0.3,0.0,0.1
Hope,NM,54.2,41.6,1.6,0.7,0.7,0.0
Hope Valley,RI,2.8,91.6,1.5,0.8,1.8,0.0
Hopewell,VA,6.8,51.1,38.1,0.0,1.5,0.0
Hormigueros,PR,99.5,0.2,0.1,0.0,0.0,0.0
Hornbeak,TN,3.6,84.0,10.4,0.2,0.3,0.0
Hornell,NY,1.5,93.9,1.5,0.2,1.5,0.0
Horner,WV,1.1,96.7,0.5,0.0,0.3,0.1
Horse Cave,KY,2.9,90.9,4.1,0.3,0.5,0.0
Horseshoe Beach,FL,3.7,85.4,8.6,0.2,0.6,0.0
Hosford,FL,7.2,73.5,16.3,0.4,0.8,0.0
Hoskins,NE,5.3,90.5,3.3,0.2,0.0,0.0
Hosmer,SD,1.3,96.7,0.1,1.3,0.4,0.0
Houma,LA,4.6,67.9,18.4,5.3,0.9,0.3
Houston,MS,4.0,51.7,43.4,0.0,0.4,0.0
Houston,TX,41.6,31.7,18.5,0.2,6.5,0.1
Hoven,SD,0.9,92.7,0.0,3.3,1.1,0.0
Howard,KS,3.8,91.5,0.8,1.7,0.4,0.0
Howard,OH,1.4,95.6,0.9,0.1,0.4,0.0
Howells,NE,43.1,54.2,1.6,0.1,0.1,0.2
Hudgins,VA,1.4,86.2,10.3,0.2,0.5,0.0
Hudson,KY,1.2,94.8,2.3,0.0,0.1,0.0
Hughes Springs,TX,8.8,65.8,23.0,0.9,0.0,0.0
Hughesville,MD,5.0,45.4,41.8,0.7,3.3,0.1
Hughesville,PA,1.7,90.9,4.7,0.2,0.7,0.0
Hugo,MN,3.9,83.8,4.9,0.6,4.1,0.0
Hugoton,KS,58.3,33.7,3.5,0.7,2.9,0.0
Hulett,WY,2.5,96.8,0.2,0.2,0.1,0.0
Hume,MO,2.1,94.9,0.5,0.6,0.0,0.1
Humeston,IA,2.7,93.1,1.7,0.5,0.7,0.2
Humphrey,AR,1.9,40.5,55.5,0.1,0.8,0.1
Hunnewell,MO,1.1,93.9,2.7,0.7,0.3,0.3
Hunter,KS,1.9,96.2,0.4,0.6,0.7,0.0
Huntersville,NC,12.5,49.1,30.5,0.2,5.1,0.1
Huntley,IL,12.1,82.6,1.3,0.0,2.6,0.0
Huntsville,AL,4.7,65.6,23.9,0.6,2.5,0.1
Huntsville,TX,14.85,66.35,16.9,0.2,0.95,0.0
Huron,SD,1.9,97.2,0.0,0.4,0.2,0.0
Hurt,VA,2.4,74.2,21.4,0.1,0.3,0.0
Huson,MT,3.0,90.1,0.5,2.5,1.2,0.1
Hutchinson,KS,10.9,84.4,1.7,0.8,0.5,0.1
Hyannis,NE,5.3,94.7,0.0,0.0,0.0,0.0
Hyde Park,VT,1.5,95.0,0.7,0.6,0.5,0.0
Hydro,OK,16.2,70.7,3.1,2.5,1.4,0.1
Hymera,IN,1.7,92.3,4.5,0.3,0.2,0.0
Idaho Falls,ID,12.4,84.1,0.4,0.4,0.8,0.1
Idlewild,MI,2.5,85.5,7.9,0.5,0.1,0.0
Ignacio,CO,18.5,77.2,0.6,2.1,0.7,0.0
Ilwaco,WA,8.8,83.2,0.3,1.6,1.9,0.2
Imogene,IA,2.5,95.4,0.1,0.5,0.0,0.0
Imperial,CA,81.8,12.6,2.5,0.7,1.4,0.1
Inchelium,WA,4.0,74.1,0.3,15.2,0.1,0.6
Independence,WV,1.6,93.0,3.9,0.2,0.2,0.0
Indiahoma,OK,12.4,57.5,16.3,4.7,2.1,0.5
Indianapolis,IN,9.7,58.1,26.8,0.2,2.4,0.0
Indianola,MS,1.5,25.0,72.7,0.0,0.4,0.0
Indianola,NE,4.8,92.5,1.4,0.4,0.4,0.0
Ingalls,KS,14.7,84.7,0.0,0.0,0.1,0.0
Ingram,TX,25.3,70.6,1.6,0.3,0.8,0.1
Interior,SD,2.3,45.0,0.2,48.5,0.5,0.0
Interlochen,MI,2.6,92.8,1.3,1.2,0.7,0.1
Inver Grove Heights,MN,6.4,80.8,5.1,0.2,4.6,0.0
Ione,WA,3.5,89.2,0.2,3.8,0.2,0.3
Iowa,LA,2.1,78.2,17.1,0.5,0.3,0.0
Iowa City,IA,5.2,81.1,5.4,0.2,6.0,0.1
Iron Mountain,MI,1.3,95.9,0.5,0.5,0.6,0.0
Irons,MI,2.8,89.7,2.9,1.9,0.4,0.0
Irvine,KY,0.1,97.9,0.1,0.1,0.0,0.0
Ivins,UT,9.9,85.2,0.6,1.0,0.6,0.8
Jackson,GA,3.0,67.1,28.0,0.1,0.5,0.0
Jackson,MO,2.2,86.9,7.6,0.3,1.3,0.0
Jackson,MS,1.6,26.6,70.1,0.1,0.8,0.0
Jackson,MT,3.7,91.8,0.1,1.1,0.4,0.1
Jackson,OH,0.9,96.2,0.6,0.0,0.1,0.0
Jackson,TN,3.5,57.0,37.0,0.1,1.2,0.0
Jacksonville,FL,8.4,55.2,29.0,0.2,4.3,0.1
Jacksonville,GA,13.8,50.0,35.5,0.2,0.1,0.0
Jacksonville,TX,21.9,61.6,14.4,0.1,0.5,0.0
Jameson,MO,1.3,96.5,0.9,0.3,0.1,0.0
Jamestown,IN,2.5,92.4,1.2,0.2,2.2,0.0
Jamestown,MO,4.5,89.6,3.9,0.3,0.1,0.0
Janesville,WI,8.1,83.8,3.4,0.2,1.2,0.0
Jaroso,CO,64.4,32.1,0.0,0.0,0.8,0.0
Jarratt,VA,3.8,37.5,57.3,0.2,0.2,0.0
Jarvisburg,NC,3.5,87.6,6.0,0.6,0.4,0.0
Jasper,AL,2.8,94.3,0.5,0.3,0.2,0.0
Jasper,AR,1.1,94.4,0.0,1.4,0.5,0.0
Jasper,FL,9.2,54.9,33.2,0.3,0.3,0.0
Jasper,GA,3.1,93.5,1.4,0.1,0.7,0.0
Jayton,TX,17.9,81.5,0.2,0.4,0.0,0.0
Jayuya,PR,99.8,0.2,0.0,0.0,0.0,0.0
Jean,NV,30.0,45.8,10.4,0.4,9.0,0.7
Jefferson,AL,2.3,45.8,51.3,0.1,0.1,0.0
Jefferson,PA,2.3,91.2,4.8,0.1,0.2,0.0
Jefferson,TX,3.9,71.0,22.9,0.2,1.6,0.0
Jeffersonville,VT,1.3,94.5,0.4,0.5,0.3,0.0
Jenkinsville,SC,1.9,37.9,57.4,0.0,0.3,0.0
Jennings,KS,2.7,95.5,0.4,0.7,0.0,0.0
Jennings,OK,2.7,77.9,1.1,10.5,0.4,0.1
Jerome,MO,2.4,89.1,2.3,0.6,3.4,0.0
Jersey,AR,14.0,57.0,28.6,0.0,0.0,0.0
Jersey,VA,4.2,74.0,17.5,0.1,1.3,0.1
Jersey City,NJ,42.8,29.4,11.1,0.1,14.5,0.0
Jesup,GA,6.1,71.1,20.4,0.2,0.1,0.0
Jewett,OH,0.8,95.2,2.1,0.2,0.1,0.0
Johnson,KS,35.5,60.4,1.0,0.5,0.2,0.0
Johnson,NE,2.3,94.6,1.0,0.6,0.5,0.0
Johnson City,NY,3.8,84.9,4.8,0.2,4.1,0.0
Johnson City,TN,2.95,94.65,1.05,0.2,0.3,0.0
Johnson Creek,WI,6.9,90.2,0.8,0.1,0.7,0.0
Johnston City,IL,2.3,90.7,4.1,0.2,0.9,0.0
Johnstown,PA,1.5,93.0,3.3,0.1,0.5,0.0
Jones,OK,16.1,57.9,14.6,2.6,3.2,0.1
Jonesboro,GA,6.3,49.5,38.4,0.1,3.0,0.0
Jonesboro,LA,1.6,54.6,41.9,0.1,0.0,0.0
Jonesville,NC,5.8,88.3,4.5,0.2,0.3,0.0
Jourdanton,TX,62.8,35.0,0.8,0.1,0.3,0.0
Judsonia,AR,4.1,88.6,4.5,0.2,0.6,0.0
Juncos,PR,98.9,0.8,0.2,0.0,0.0,0.0
Junction,TX,24.3,74.8,0.0,0.2,0.0,0.0
Junction City,KS,4.4,91.7,0.5,1.0,0.3,0.0
Juneau,AK,6.1,66.0,1.2,11.8,6.2,1.1
Juneau,WI,4.4,90.8,2.0,0.7,0.6,0.0
Kadoka,SD,0.0,89.0,0.4,7.7,0.0,0.0
Kahuku,HI,9.2,19.5,2.5,0.1,41.6,8.6
Kansas City,KS,27.2,42.6,23.9,0.5,3.4,0.1
Kansas City,MO,6.0,82.8,5.75,0.35,2.35,0.25
Karbers Ridge,IL,1.8,96.0,0.8,0.1,0.7,0.0
Karnak,IL,2.5,89.1,6.0,0.0,0.4,0.0
Katy,TX,24.0,35.2,20.5,0.2,18.3,0.0
Kaukauna,WI,3.9,88.6,1.1,1.6,3.2,0.0
Kearney,NE,8.3,87.9,1.1,0.2,1.2,0.0
Keatchie,LA,2.7,57.2,37.7,0.7,0.3,0.0
Keenes,IL,2.3,86.2,7.9,0.1,1.1,0.0
Kelley,IA,3.1,85.6,2.3,0.2,6.5,0.0
Kellyton,AL,2.5,69.0,27.4,0.3,0.0,0.0
Kelso,WA,8.3,84.9,0.6,0.9,1.3,0.2
Kemah,TX,23.5,58.2,13.0,0.2,3.3,0.0
Kemp,TX,18.8,68.1,9.3,0.5,0.8,0.3
Kempner,TX,18.7,73.4,3.8,0.3,0.9,0.1
Kenai,AK,3.7,81.7,0.6,7.3,1.3,0.1
Kendrick,ID,3.6,91.5,0.2,2.1,0.4,0.1
Kenilworth,UT,13.0,83.4,0.7,0.5,0.6,0.1
Kennard,TX,9.0,79.3,10.2,0.5,0.2,0.0
Kennedy,AL,0.7,85.3,12.0,0.0,0.4,0.0
Kennedy,NY,6.8,88.2,2.3,0.5,0.7,0.1
Kennett,MO,2.3,69.1,26.8,0.3,0.0,0.0
Kensington,KS,1.9,95.7,0.4,0.0,0.2,0.0
Kent,NY,4.5,86.8,5.8,0.6,0.6,0.1
Kent,OH,1.6,90.5,3.9,0.1,1.8,0.0
Kenton,OH,1.5,95.5,0.9,0.0,0.8,0.0
Kenton,OK,20.9,75.7,0.2,0.9,0.2,0.0
Keo,AR,3.9,87.0,6.1,0.5,0.6,0.1
Keota,OK,3.9,72.1,0.8,16.4,0.4,0.0
Kermit,TX,56.9,39.5,2.6,0.0,0.4,0.0
Kernersville,NC,7.5,52.4,32.8,0.4,4.4,0.0
Kewanee,IL,5.3,91.1,1.7,0.1,0.5,0.0
Kilmarnock,VA,0.5,70.1,28.6,0.5,0.1,0.0
Kinderhook,IL,1.2,95.7,1.2,0.6,0.4,0.0
King And Queen Court Hous,VA,3.3,65.8,26.5,0.8,0.2,0.0
King Ferry,NY,2.7,90.7,4.1,0.3,0.4,0.0
King Salmon,AK,7.1,53.4,0.5,29.0,0.7,0.2
King William,VA,0.8,76.1,19.3,1.1,0.9,0.0
Kingfield,ME,1.2,96.1,0.4,0.4,0.5,0.1
Kingman,KS,8.8,85.2,2.9,0.4,0.5,0.0
Kingsland,AR,2.0,85.0,11.0,0.2,0.1,0.0
Kingsport,TN,1.7,93.8,1.9,0.2,0.6,0.0
Kingston,NY,9.5,80.4,5.3,0.1,1.9,0.0
Kingston,OK,15.7,67.4,1.5,6.4,0.2,0.0
Kingston,UT,5.4,93.2,0.2,0.0,0.0,0.1
Kirksville,MO,2.4,91.5,2.1,0.3,2.2,0.3
Kirkville,IA,9.9,85.6,2.0,0.1,0.9,0.0
Kirkwood,IL,9.0,85.7,2.6,0.2,1.7,0.0
Kissimmee,FL,49.0,36.6,9.7,0.1,2.5,0.1
Kite,GA,0.4,62.2,34.6,0.0,1.8,0.0
Klamath Falls,OR,11.6,79.7,0.8,3.1,1.1,0.2
Klamath River,CA,11.5,78.0,1.4,2.7,1.6,0.3
Klingerstown,PA,3.4,92.2,2.6,0.1,0.5,0.0
Klondike,TX,14.6,73.5,8.4,0.6,1.2,0.0
Knippa,TX,70.2,27.9,0.2,0.5,1.0,0.1
Krakow,WI,2.6,87.4,0.3,7.4,0.5,0.0
Kress,TX,41.7,49.3,6.1,0.3,0.4,0.0
Krypton,KY,0.6,95.9,1.4,0.1,0.6,0.2
Kulm,ND,0.9,95.8,0.3,0.5,0.5,0.0
La Crosse,IN,9.2,84.5,3.2,0.2,1.4,0.1
La Grande,OR,4.4,89.7,0.6,0.8,1.1,1.0
La Junta,CO,31.3,55.8,9.2,2.4,0.7,0.0
La Plata,MO,1.2,94.1,2.6,0.5,0.4,0.0
La Plata,PR,99.8,0.2,0.0,0.0,0.0,0.0
La Pryor,TX,93.0,6.4,0.4,0.1,0.0,0.0
La Push,WA,5.7,83.8,0.8,4.4,1.4,0.1
Labelle,FL,21.2,60.9,12.5,4.0,0.4,0.0
Lackey,VA,5.5,72.8,13.0,0.2,5.2,0.2
Lacrosse,WA,5.4,80.3,2.1,0.4,7.5,0.2
Lafayette,CO,13.7,78.5,0.8,0.2,4.3,0.0
Lagrange,WY,10.4,86.5,0.3,0.4,0.2,0.0
Lajas,PR,99.9,0.1,0.0,0.0,0.0,0.0
Lake Ann,MI,4.0,90.5,0.6,2.8,0.7,0.0
Lake Benton,MN,1.7,96.9,0.4,0.4,0.2,0.0
Lake Butler,FL,5.3,70.2,21.4,0.4,0.6,0.0
Lake George,NY,2.1,94.6,1.2,0.2,0.9,0.0
Lake Minchumina,AK,1.9,21.8,0.3,69.9,0.5,0.0
Lake Oswego,OR,8.2,83.4,0.8,0.5,4.0,0.3
Lake Placid,FL,18.3,69.2,9.4,0.2,1.5,0.1
Lake Village,IN,5.6,92.3,0.3,0.2,0.4,0.1
Lake Wales,FL,19.2,62.5,14.6,0.2,1.6,0.0
Lakeville,CT,5.2,90.2,1.4,0.1,1.8,0.0
Lakota,IA,1.8,96.1,0.4,0.1,0.4,0.0
Lamar,MS,2.75,54.2,41.95,0.15000000000000002,0.05,0.0
Lamesa,TX,45.6,51.2,2.3,0.6,0.0,0.2
Lamont,IA,1.4,96.6,0.4,0.3,0.5,0.0
Lamont,KS,3.8,92.5,0.2,0.3,0.0,0.0
Lampasas,TX,21.3,74.7,2.3,0.7,0.3,0.0
Lancaster,SC,4.9,70.0,22.8,0.4,0.8,0.1
Land O' Lakes,FL,13.1,77.7,4.7,0.3,2.3,0.1
Landrum,SC,6.3,69.2,20.5,0.2,2.2,0.0
Lane City,TX,39.2,46.1,14.2,0.0,0.1,0.0
Lanesville,IN,2.9,88.7,4.9,0.3,1.0,0.0
Lanexa,VA,2.4,79.8,12.2,0.8,0.8,0.0
Langlois,OR,6.3,87.5,0.3,1.9,0.6,0.0
Langtry,TX,80.4,16.9,0.9,0.1,0.4,0.1
Lansing,NC,5.1,92.7,0.7,0.4,0.3,0.0
Laquey,MO,10.3,70.2,11.2,0.8,2.7,0.7
Laredo,TX,95.3,3.7,0.3,0.1,0.6,0.0
Lares,PR,99.6,0.2,0.0,0.0,0.0,0.0
Larose,LA,4.3,77.0,13.3,2.3,0.8,0.0
Las Marias,PR,98.9,1.1,0.0,0.0,0.0,0.0
Las Piedras,PR,99.65,0.1,0.05,0.0,0.0,0.0
Laurel,IN,1.0,96.0,2.0,0.0,0.3,0.0
Laurel,MT,3.0,94.1,0.2,0.4,0.2,0.0
Lavalette,WV,0.6,97.6,0.4,0.1,0.1,0.0
Lavina,MT,2.1,94.7,0.0,0.0,0.0,0.0
Lawndale,NC,5.8,82.3,5.9,0.4,3.6,0.0
Lawrence,KS,5.7,80.1,3.8,2.2,4.4,0.0
Lawrence,MA,18.2,73.6,2.9,0.1,3.4,0.0
Le Roy,MN,1.1,97.3,0.4,0.1,0.4,0.0
Le Sueur,MN,5.6,91.9,0.5,0.4,0.5,0.0
Leadore,ID,2.9,93.7,0.3,0.5,0.4,0.0
Leakesville,MS,1.0,71.4,25.7,0.2,0.0,0.0
Leakey,TX,20.1,79.5,0.2,0.0,0.0,0.0
Leasburg,NC,3.8,63.85,29.950000000000003,0.45,0.45,0.05
Lebo,KS,2.4,94.0,0.8,1.0,0.6,0.1
Ledger,MT,1.9500000000000002,92.25,0.1,3.05,1.1,0.4
Leeds,ND,2.2,42.1,0.0,54.5,0.1,0.1
Leesburg,TX,23.0,57.2,17.1,0.1,0.3,0.0
Leicester,NC,2.4,94.1,1.9,0.2,0.5,0.0
Leitchfield,KY,1.2,95.5,1.2,0.2,0.2,0.0
Lemoyne,NE,0.0,98.9,0.0,0.0,0.0,0.0
Lena,IL,3.1,94.9,0.3,0.2,0.4,0.0
Lena,MS,10.8,50.5,37.1,0.5,0.9,0.0
Lenoir City,TN,7.7,88.9,1.3,0.2,0.8,0.1
Lenore,WV,0.4,96.0,1.4,0.1,0.4,0.0
Leonard,ND,1.6,95.7,0.6,0.6,0.3,0.0
Leoti,KS,29.3,68.5,0.0,0.1,0.3,0.0
Leroy,MI,1.6,95.3,0.8,0.6,0.3,0.0
Leslie,AR,1.9,94.1,0.3,1.1,1.1,0.0
Letcher,KY,0.7,97.9,0.2,0.1,0.6,0.0
Letohatchee,AL,0.3,25.3,74.1,0.0,0.0,0.0
Lettsworth,LA,2.4,60.2,35.9,0.2,0.3,0.0
Levan,UT,4.4,92.7,0.1,0.9,0.3,0.3
Lewis,KS,19.6,78.0,0.9,0.0,0.3,0.0
Lewisport,KY,1.4,96.0,1.0,0.0,0.0,0.0
Lewiston,UT,10.3,84.1,0.7,0.5,2.2,0.3
Lewistown,MT,0.8,94.5,0.2,1.5,0.7,1.5
Lexington,KY,6.9,78.75,10.7,0.1,1.85,0.0
Lexington,VA,3.9,75.4,10.8,0.0,6.9,0.0
Liberty,IN,0.7,96.3,0.2,0.0,0.6,0.0
Liberty,NE,1.8,97.3,0.0,0.1,0.0,0.0
Lidgerwood,ND,2.6,94.6,1.1,0.6,0.6,0.0
Lima,OH,2.05,89.05,6.25,0.25,0.6,0.0
Lincoln,IL,4.1,77.2,11.6,0.2,0.9,0.0
Lincoln,KS,2.5,95.1,0.8,0.6,0.3,0.0
Lincoln,MT,2.9,91.8,0.5,2.3,0.5,0.1
Lincoln,NE,6.4,83.1,3.8,0.4,4.0,0.1
Linden,MI,2.2,94.8,0.5,0.2,0.9,0.1
Linden,TN,2.1,93.1,2.8,0.4,0.1,0.0
Lineville,IA,1.0,96.7,0.5,0.3,0.1,0.0
Linn,WV,3.9,79.6,10.7,0.4,0.3,0.0
Linneus,MO,1.8,95.5,0.5,0.1,0.2,0.0
Lisbon,OH,1.4,94.4,2.2,0.1,0.3,0.0
Lisbon Falls,ME,1.7,91.5,1.3,0.1,0.8,0.0
Litchfield,IL,1.0,96.5,0.7,0.1,0.4,0.0
Litchfield,MI,2.0,95.4,0.6,0.5,0.3,0.0
Litchfield,MN,3.4,94.9,0.3,0.1,0.4,0.1
Litchfield,NE,1.7,96.6,1.2,0.3,0.2,0.0
Lithonia,GA,9.1,29.7,53.0,0.2,5.7,0.0
Little Eagle,SD,0.6,30.9,0.3,66.8,0.3,0.0
Little Falls,NJ,39.1,43.3,11.0,0.1,5.2,0.0
Little Mountain,SC,7.3,60.2,30.0,0.2,0.6,0.1
Little River,AL,4.5,83.1,9.5,0.6,0.7,0.0
Little Suamico,WI,1.6,95.5,0.2,1.0,0.4,0.0
Littlefork,MN,0.1,93.7,0.9,3.3,0.6,0.0
Livingston,LA,3.3,88.7,6.1,0.3,0.4,0.0
Loachapoka,AL,3.7,68.2,23.0,0.1,3.3,0.0
Lockhart,TX,49.1,42.5,6.9,0.1,0.2,0.1
Locust,NC,3.9,81.6,10.3,0.3,1.9,0.0
Locust Grove,OK,6.6,49.5,1.2,32.1,0.3,0.3
Locust Hill,VA,2.0,78.1,19.3,0.1,0.0,0.1
Logan,NM,44.0,51.5,2.2,0.4,0.6,0.0
Logan,OH,0.8,96.7,0.8,0.0,0.3,0.0
Loiza,PR,99.9,0.0,0.0,0.0,0.0,0.0
Lombard,IL,13.9,68.6,4.6,0.1,10.8,0.0
Lonaconing,MD,1.25,92.15,4.25,0.1,0.65,0.05
Long Beach,MS,5.4,65.3,23.0,0.4,3.0,0.0
Long Branch,TX,12.3,69.05000000000001,17.2,0.2,0.55,0.05
Long Pine,NE,0.5,97.0,0.0,0.3,0.2,0.0
Longford,KS,2.7,94.6,0.3,0.2,0.0,0.0
Longview,TX,17.7,59.3,19.9,0.4,1.4,0.2
Longville,MN,1.6,84.2,0.3,10.6,0.5,0.0
Lontetree,WY,8.9,87.8,0.2,0.4,0.1,0.0
Lookout Mountain,GA,2.1,94.0,1.2,0.1,1.0,0.4
Lorman,MS,0.1,13.8,85.9,0.0,0.1,0.0
Los Angeles,CA,48.2,26.9,8.0,0.2,14.0,0.2
Los Gatos,CA,32.9,58.3,0.9,0.2,4.2,0.1
Lost City,WV,3.7,91.7,4.4,0.1,0.1,0.0
Lost Creek,KY,0.5,97.3,0.5,0.2,0.4,0.2
Louisiana,MO,2.1,88.6,6.2,0.3,0.3,0.0
Louisville,KY,4.7,69.5,20.5,0.1,2.4,0.0
Lovelady,TX,10.6,61.9,25.5,0.1,0.1,0.0
Lubbock,TX,33.5,55.6,6.7,0.3,2.0,0.1
Luck,WI,1.6,90.6,0.5,4.8,0.4,0.0
Ludell,KS,4.6,93.2,0.4,0.4,0.1,0.0
Lueders,TX,10.8,88.3,0.1,0.0,0.0,0.0
Lufkin,TX,20.9,61.9,14.9,0.1,1.0,0.0
Lulu,FL,5.4,73.4,17.7,0.3,0.8,0.0
Lumberton,NJ,7.3,69.0,15.6,0.1,4.6,0.0
Luning,NV,12.4,62.3,1.3,16.7,4.1,0.0
Luquillo,PR,97.7,1.6,0.4,0.0,0.1,0.0
Luray,SC,2.8,23.2,73.8,0.0,0.0,0.0
Luray,TN,2.4,85.9,10.5,0.3,0.3,0.0
Lusk,WY,2.6,91.5,0.3,1.7,0.6,0.0
Lutcher,LA,1.5,47.9,50.0,0.0,0.1,0.0
Luverne,MN,4.7,91.1,1.3,1.3,0.4,0.2
Luverne,ND,1.6,93.7,0.9,0.9,2.0,0.0
Lyford,TX,87.5,10.4,1.6,0.0,0.1,0.0
Lyle,MN,10.9,82.4,3.0,0.1,2.0,0.1
Lynchburg,MO,2.2,94.0,0.5,0.5,0.6,0.0
Lynchburg,VA,2.1333333333333333,73.4,20.833333333333332,0.20000000000000004,1.2333333333333332,0.03333333333333333
Lyndhurst,NJ,17.9,59.4,5.3,0.1,15.5,0.0
Lyndhurst,VA,2.4,91.8,4.0,0.2,0.6,0.1
Lyons,GA,7.95,60.6,29.75,0.1,0.45,0.0
Lyons,NE,2.8,93.8,1.0,1.2,0.5,0.0
Lysite,WY,6.6,70.5,0.5,18.9,0.6,0.1
Lytton,IA,1.7,95.0,1.4,0.4,0.3,0.0
Macksburg,IA,1.45,96.85,0.45,0.0,0.6,0.0
Macon,GA,2.6500000000000004,56.45,38.4,0.1,1.25,0.0
Madeline,CA,18.3,65.9,8.4,2.8,1.4,0.7
Madison,CT,16.4,65.4,12.2,0.1,3.9,0.0
Madison,FL,4.9,54.5,38.5,0.4,0.2,0.0
Madison,SD,2.2,94.1,0.6,0.3,1.1,0.0
Magnolia,IL,4.8,93.1,0.2,0.0,0.3,0.0
Magnolia,KY,1.6,93.25,3.25,0.0,0.44999999999999996,0.0
Magnolia,TX,29.1,43.0,24.9,0.1,0.7,0.0
Maiden,NC,7.0,85.4,5.0,0.2,0.5,0.0
Malcom,IA,2.9,92.5,1.1,0.0,2.1,0.1
