City,State,PrivateWork,PublicWork,SelfEmployed,FamilyWork
Lyndhurst,NJ,82.6,11.6,5.7,0.2
Lyndhurst,VA,76.4,17.6,5.8,0.2
Lyons,GA,74.19999999999999,18.6,7.1,0.1
Lyons,NE,75.5,14.1,9.6,0.8
Lysite,WY,61.8,28.3,9.4,0.5
Lytton,IA,72.4,15.1,12.2,0.3
Macksburg,IA,76.85,14.25,8.75,0.1
Macon,GA,76.45,18.25,5.05,0.30000000000000004
Madeline,CA,42.6,50.5,6.8,0.1
Madison,CT,81.2,13.2,5.4,0.2
Madison,FL,67.5,26.7,5.7,0.1
Madison,SD,74.6,15.1,10.1,0.2
Magnolia,IL,79.2,13.5,7.1,0.1
Magnolia,KY,76.80000000000001,13.850000000000001,9.149999999999999,0.3
Magnolia,TX,78.1,16.3,5.6,0.0
Maiden,NC,83.0,11.1,5.8,0.1
Malcom,IA,83.7,9.0,7.2,0.1
Malvern,OH,81.3,9.6,8.8,0.3
Mammoth Cave,KY,72.2,21.0,6.8,0.1
Manakin Sabot,VA,77.5,15.4,6.9,0.3
Manassa,CO,65.8,21.3,12.8,0.0
Manassas,VA,80.3,15.7,3.95,0.1
Manati,PR,70.1,22.5,7.4,0.0
Mancelona,MI,80.1,11.2,8.6,0.1
Mancos,CO,73.0,17.7,9.1,0.2
Manhattan,KS,65.1,30.5,4.3,0.1
Manitou,OK,65.8,24.5,9.1,0.6
Mankato,KS,60.9,19.0,19.8,0.3
Mannboro,VA,77.2,14.9,7.9,0.0
Manokotak,AK,58.5,37.8,3.7,0.0
Mansfield,GA,77.8,17.4,4.5,0.2
Mansfield,MO,72.9,14.3,12.2,0.6
Mansfield,SD,80.1,12.6,7.0,0.3
Mansfield Center,CT,73.8,20.3,5.7,0.2
Manville,RI,84.6,11.3,4.1,0.1
Many,LA,79.1,15.2,5.5,0.2
Maple Park,IL,75.8,20.0,3.9,0.3
Maplewood,WI,79.2,11.9,8.6,0.3
Marathon,TX,49.2,40.4,9.0,1.5
Mardela Springs,MD,74.1,20.5,5.3,0.1
Marengo,IA,72.7,17.4,9.7,0.2
Marengo,IN,77.8,15.3,7.0,0.0
Marengo,WI,75.6,17.4,6.9,0.1
Margaretville,NY,65.7,22.8,11.0,0.5
Maria Stein,OH,84.6,9.1,6.1,0.1
Marianna,FL,63.7,28.3,8.0,0.0
Maricao,PR,62.5,29.1,8.3,0.0
Marienthal,KS,66.5,16.5,17.0,0.0
Marienville,PA,66.5,24.0,9.4,0.1
Marietta,GA,83.8,10.2,5.9,0.1
Marietta,MN,70.4,12.7,16.5,0.3
Marietta,MS,76.7,15.3,8.0,0.0
Marine On Saint Croix,MN,82.4,13.3,4.3,0.1
Marion,IN,84.15,9.75,5.8,0.25
Marion,VA,75.7,17.5,6.6,0.2
Marland,OK,68.3,25.2,5.9,0.7
Marmaduke,AR,78.5,14.5,6.9,0.1
Marmarth,ND,56.1,15.5,27.5,0.9
Marshall,IL,79.35,13.2,7.199999999999999,0.15000000000000002
Marshall,NC,79.0,12.4,8.4,0.3
Marshall,OK,76.0,18.0,5.8,0.2
Marshall,TX,80.6,13.9,5.4,0.1
Marshallberg,NC,66.8,22.2,10.8,0.1
Martha,KY,78.1,17.6,4.3,0.0
Martin,GA,76.2,17.5,6.3,0.0
Martin,OH,82.2,11.6,5.8,0.3
Martinsville,VA,79.3,15.2,5.1,0.3
Marysville,CA,71.8,17.3,10.5,0.5
Marysville,IN,85.8,10.4,3.7,0.1
Maryville,IL,82.8,13.0,4.1,0.1
Mason,IL,83.8,9.2,6.9,0.1
Mason,TX,74.8,10.5,14.3,0.5
Mass City,MI,66.8,23.6,9.1,0.5
Matlock,IA,82.1,9.3,8.3,0.3
Matthews,NC,83.0,11.3,5.5,0.2
Mattoon,IL,73.5,20.0,6.4,0.1
Mauk,GA,58.8,30.4,10.8,0.0
Maunabo,PR,46.7,48.5,4.8,0.0
Maxton,NC,77.2,17.1,5.6,0.0
Maxwell,IN,83.4,12.3,4.2,0.0
May,OK,64.8,24.5,10.2,0.6
Mayaguez,PR,65.9,26.1,8.0,0.0
Mayer,AZ,76.3,14.2,9.4,0.1
Mayesville,SC,76.6,19.2,4.1,0.1
Mayo,FL,59.1,33.1,7.8,0.0
Mayslick,KY,76.9,16.85,6.25,0.0
Maywood,NE,62.8,18.8,16.5,2.0
McAlpin,FL,73.8,20.6,5.5,0.1
McClure,PA,83.2,9.5,7.1,0.2
McColl,SC,78.4,16.4,5.2,0.0
McCool,MS,70.9,21.3,7.3,0.5
McEwen,TN,73.1,18.6,7.9,0.4
McLeansboro,IL,78.9,11.6,9.3,0.1
McLouth,KS,71.4,22.3,6.2,0.0
McMechen,WV,80.3,15.5,4.1,0.0
McMinnville,TN,77.9,12.2,9.8,0.2
McNeill,MS,76.1,17.5,6.3,0.1
Mcarthur,CA,56.5,31.3,11.6,0.6
Mcdaniel,MD,75.4,14.6,10.0,0.0
Meadows Of Dan,VA,77.6,15.1,7.2,0.1
Meally,KY,75.1,19.9,5.0,0.0
Means,KY,68.2,25.5,6.4,0.0
Medford,WI,79.1,8.6,11.9,0.4
Mediapolis,IA,81.7,12.2,6.0,0.1
Medical Lake,WA,78.4,15.5,6.0,0.2
Medicine Bow,WY,58.7,34.2,6.9,0.2
Medicine Lodge,KS,70.3,17.3,12.0,0.5
Medora,IL,86.6,7.5,5.8,0.1
Medora,ND,69.5,17.6,12.4,0.5
Meeker,CO,76.9,14.1,8.8,0.1
Meherrin,VA,68.3,25.2,6.4,0.1
Melbourne,AR,72.2,16.6,11.0,0.1
Melbourne,IA,80.5,14.1,5.1,0.3
Melrose,IA,76.5,14.55,8.649999999999999,0.3
Melvin,IL,79.0,10.6,10.2,0.1
Melvin,TX,44.1,36.7,17.8,1.4
Memphis,TN,80.9,13.9,5.1,0.1
Mena,AR,72.3,16.7,10.9,0.1
Menard,TX,52.9,24.6,21.0,1.5
Mendenhall,MS,79.2,14.6,6.1,0.1
Menno,SD,68.9,12.6,18.1,0.4
Menomonie,WI,77.5,15.2,7.1,0.2
Mentone,IN,88.3,6.9,4.7,0.1
Mentor,MN,77.2,13.5,9.0,0.3
Meraux,LA,75.7,14.4,9.9,0.0
Meredosia,IL,76.9,14.7,8.2,0.2
Meriden,KS,67.8,23.9,7.5,0.8
Meridian,CA,74.0,18.6,6.9,0.5
Merrill,WI,82.6,11.1,6.1,0.2
Merrimack,NH,82.8,11.3,5.8,0.1
Merry Point,VA,74.2,15.9,9.7,0.2
Meta,MO,77.9,15.3,6.8,0.0
Metter,GA,73.8,18.2,7.9,0.0
Metz,WV,74.1,21.9,4.0,0.0
Meyers Chuck,AK,54.0,32.5,13.4,0.0
Miami,FL,81.9,10.2,7.7,0.2
Miami,MO,73.3,18.5,8.2,0.1
Miami,NM,68.7,24.2,6.7,0.4
Miami,OK,67.7,21.6,10.2,0.5
Miami,TX,59.1,23.2,17.7,0.0
Michigamme,MI,80.5,14.6,4.7,0.1
Middleton,MI,79.2,13.8,6.9,0.1
Middletown,CT,79.8,13.1,7.0,0.1
Midkiff,TX,71.6,20.7,7.7,0.0
Midland,IN,74.2,19.6,5.7,0.5
Midland,NC,81.5,13.7,4.7,0.1
Midland,TX,81.2,11.4,7.1,0.3
Midlothian,VA,77.25,17.450000000000003,5.15,0.1
Midvale,ID,65.5,23.1,11.4,0.1
Midville,GA,78.6,16.4,4.9,0.1
Midway,TX,65.1,22.4,11.8,0.7
Midway,UT,79.0,15.3,5.4,0.2
Mikado,MI,79.8,10.8,8.8,0.6
Milford,NE,77.3,13.55,8.8,0.35
Milford,UT,76.0,20.1,3.4,0.5
Mill Hall,PA,78.9,15.0,5.7,0.4
Mill Spring,MO,73.2,16.1,10.7,0.0
Millboro,VA,80.0,14.7,5.4,0.0
Miller,SD,71.0,12.3,16.6,0.2
Millersburg,PA,78.9,17.2,3.8,0.1
Milligan,NE,70.1,16.5,13.2,0.2
Mills,NE,48.0,16.6,34.3,1.1
Millstone,NJ,84.4,11.0,4.4,0.2
Millwood,GA,78.1,15.75,6.199999999999999,0.0
Milner,GA,75.0,18.4,6.5,0.0
Milnor,ND,74.9,15.3,9.7,0.1
Milton,FL,75.1,18.1,6.7,0.1
Milton,IA,75.1,12.45,11.55,0.9
Milton,KY,82.6,12.9,4.2,0.2
Milton,PA,84.6,10.1,5.2,0.1
Milton,WV,79.30000000000001,17.25,3.3499999999999996,0.05
Miltonvale,KS,75.5,15.3,9.0,0.3
Milwaukee,WI,84.8,11.7,3.4,0.1
Minden,IA,82.6,12.2,5.0,0.2
Minden,LA,79.4,15.5,5.1,0.0
Minden,NV,71.3,18.8,9.6,0.3
Mineral,VA,75.2,16.4,8.1,0.3
Mineral City,OH,84.5,10.0,5.3,0.2
Mingo Junction,OH,83.7,10.9,5.3,0.1
Minnesota Lake,MN,81.0,13.8,5.1,0.1
Minong,WI,75.3,14.7,9.8,0.2
Minot,ND,76.8,16.7,6.4,0.1
Minter,AL,76.6,16.7,6.2,0.4
Minturn,AR,71.4,19.9,7.8,0.9
Minturn,CO,84.9,8.5,6.6,0.0
Mission,SD,34.4,55.0,9.8,0.8
Mitchell,IN,79.7,14.9,5.4,0.1
Mitchell,NE,79.7,12.9,7.2,0.2
Mitchell,OR,56.1,30.7,12.8,0.4
Moab,UT,68.15,24.200000000000003,7.4,0.15
Moatsville,WV,79.4,16.7,3.9,0.0
Mobile,AL,81.4,13.8,4.6,0.1
Moca,PR,59.1,29.1,11.7,0.0
Modale,IA,79.8,11.2,8.9,0.2
Model,CO,64.8,24.0,11.0,0.2
Mohall,ND,63.9,18.4,17.3,0.5
Molena,GA,75.4,17.7,6.7,0.1
Moline,IL,82.8,12.9,4.1,0.2
Monarch,MT,75.5,16.5,7.7,0.3
Monmouth,OR,69.6,23.3,6.9,0.2
Monongahela,PA,86.2,8.8,4.9,0.1
Monroe,AR,69.6,20.7,9.7,0.0
Monroe,ME,71.9,14.3,13.5,0.3
Monroe,SD,74.9,9.4,15.2,0.5
Monroe Center,IL,79.8,14.5,5.6,0.1
Monterey,IN,83.4,11.2,5.3,0.1
Monterey,TN,70.0,17.2,12.7,0.2
Monterville,WV,61.3,31.9,6.7,0.1
Montezuma,NM,56.9,37.3,5.5,0.4
Montgomery,AL,72.6,22.7,4.6,0.1
Montgomery,LA,72.7,21.7,5.5,0.1
Montgomery,WV,74.8,21.7,3.5,0.1
Monticello,AR,69.9,22.5,7.5,0.1
Monticello,FL,58.6,34.7,6.7,0.0
Monticello,IL,71.2,20.6,8.0,0.1
Monticello,KY,75.4,16.7,7.8,0.0
Monticello,NY,72.2,21.0,6.6,0.2
Monticello,WI,79.0,12.4,8.2,0.4
Montross,VA,66.3,21.5,11.8,0.5
Moore Haven,FL,81.3,14.5,4.0,0.2
Moorefield,KY,77.6,14.0,8.0,0.3
Moran,TX,71.2,17.0,9.4,2.5
Moran,WY,81.3,11.2,7.5,0.0
Morenci,AZ,81.5,14.3,4.2,0.0
Moreno Valley,CA,77.1,14.9,7.8,0.2
Morgan,UT,80.1,14.2,5.7,0.0
Morgantown,KY,73.5,13.3,12.4,0.8
Morovis,PR,75.7,20.3,4.1,0.0
Morris,MN,72.5,20.0,7.3,0.3
Morrison,MO,71.0,21.6,5.8,1.6
Morrison,TN,77.9,14.0,7.8,0.3
Morrisville,NY,76.6,16.2,7.1,0.1
Morrow,LA,75.2,19.6,5.0,0.2
Mosby,MT,40.2,20.9,36.6,2.3
Moscow,KS,68.5,18.7,12.1,0.7
Moscow,PA,82.5,12.8,4.4,0.2
Mosheim,TN,76.4,15.9,7.5,0.2
Moss,TN,65.3,23.1,11.6,0.0
Moss Point,MS,78.0,16.7,5.2,0.1
Mossyrock,WA,73.5,19.1,7.1,0.2
Moulton,AL,80.3,13.3,5.9,0.4
Moultrie,GA,78.5,16.5,5.0,0.1
Mound City,SD,59.9,15.8,24.4,0.0
Mound Valley,KS,73.9,19.0,6.9,0.2
Mounds,OK,73.7,19.8,6.0,0.4
Mount Airy,NC,79.7,13.8,6.2,0.3
Mount Ayr,IA,66.4,16.5,16.6,0.4
Mount Berry,GA,81.7,14.3,3.8,0.2
Mount Blanchard,OH,83.6,12.0,4.4,0.0
Mount Carmel,IL,81.0,12.9,6.1,0.0
Mount Eden,KY,85.1,10.1,4.8,0.0
Mount Hermon,LA,72.7,20.1,6.9,0.3
Mount Perry,OH,83.6,11.4,4.9,0.1
Mount Pleasant,IA,75.2,18.1,6.3,0.4
Mount Pleasant,MI,76.9,18.5,4.3,0.3
Mount Pleasant,PA,85.4,9.3,5.2,0.1
Mount Pleasant,UT,74.8,18.7,6.5,0.1
Mount Prospect,IL,83.9,11.5,4.5,0.1
Mount Sterling,KY,68.8,21.1,9.9,0.2
Mount Sterling,MO,78.7,10.8,10.2,0.4
Mount Vernon,KY,78.9,16.4,4.65,0.05
Mount Vernon,SD,79.9,12.7,7.2,0.3
Mountain Home A F B,ID,60.0,32.5,7.3,0.3
Mountain View,CA,84.3,9.3,6.4,0.1
Mountain View,OK,67.8,19.9,11.7,0.5
Mountville,SC,81.0,14.2,4.7,0.1
Moweaqua,IL,82.4,10.2,7.5,0.0
Mt Zion,IL,82.4,12.5,4.9,0.2
Muenster,TX,76.9,14.8,8.1,0.2
Mullen,NE,51.4,23.6,25.1,0.0
Mullica Hill,NJ,79.9,16.2,3.7,0.1
Muncie,IN,79.2,16.1,4.6,0.1
Muncy Valley,PA,71.3,16.3,11.8,0.6
Mundelein,IL,84.7,10.5,4.6,0.2
Munford,AL,77.7,16.6,5.5,0.2
Murchison,TX,71.6,16.8,11.1,0.4
Murdo,SD,62.9,14.7,20.3,2.1
Murphysboro,IL,62.0,31.8,6.0,0.2
Murrayville,GA,77.4,15.8,6.5,0.3
Murrayville,IL,76.0,16.8,7.0,0.2
Muscoda,WI,78.4,12.3,9.1,0.2
Nahunta,GA,70.8,21.1,7.4,0.7
Nancy,KY,75.6,18.3,5.9,0.1
Nantucket,MA,70.0,12.8,17.2,0.1
Naranjito,PR,70.5,22.9,6.5,0.0
Nardin,OK,78.1,15.8,5.9,0.2
Narrows,VA,80.7,15.0,4.3,0.0
Nashville,TN,82.1,11.1,6.8,0.1
Natchez,MS,76.5,16.8,6.4,0.2
Natchitoches,LA,70.6,23.7,5.7,0.0
Naylor,MO,72.9,18.0,9.1,0.0
Nekoma,KS,59.0,23.0,17.5,0.4
Nelson,WI,77.9,11.0,10.7,0.5
Neopit,WI,36.8,59.1,3.7,0.4
Neosho,MO,83.0,10.2,6.6,0.2
Neshkoro,WI,76.9,14.5,8.2,0.4
Nevada,MO,77.0,13.8,8.4,0.7
Nevis,MN,72.9,17.3,9.6,0.2
New Athens,IL,83.3,12.0,4.6,0.1
New Bern,NC,71.0,19.7,8.5,0.8
New Bloomington,OH,82.3,13.1,4.5,0.1
New Boston,IL,79.7,11.9,8.3,0.1
New Boston,TX,75.5,19.4,5.1,0.1
New Brighton,PA,85.6,9.8,4.5,0.0
New Columbia,PA,79.0,11.5,9.2,0.4
New Cumberland,WV,83.7,13.2,3.0,0.0
New Ellenton,SC,76.9,17.6,5.2,0.3
New Germany,MN,84.7,9.6,5.5,0.2
New Harmony,UT,74.6,20.9,4.5,0.0
New Holland,PA,84.7,8.2,6.8,0.3
New Iberia,LA,81.7,11.8,6.5,0.1
New Leipzig,ND,65.4,14.5,19.8,0.4
New London,CT,78.4,16.2,5.2,0.1
New London,MO,79.4,13.4,6.9,0.2
New Market,IA,71.0,16.2,12.4,0.3
New Market,TN,77.9,14.9,7.1,0.1
New Orleans,LA,80.8,12.95,6.1,0.1
New Richland,MN,81.75,11.100000000000001,7.050000000000001,0.15000000000000002
New Rockford,ND,60.8,21.4,17.5,0.2
New Salisbury,IN,83.7,12.2,4.0,0.1
New Vienna,OH,78.1,12.8,8.8,0.3
New York,NY,83.6,8.5,7.8,0.1
Newark,DE,84.5,12.3,3.1,0.1
Newark,MO,69.6,11.9,17.7,0.8
Newark,NJ,79.9,15.1,4.9,0.1
Newark,NY,78.7,16.2,4.9,0.2
Newaygo,MI,81.7,11.3,6.6,0.3
Newberg,OR,80.2,12.0,7.7,0.2
Newberry,MI,71.6,23.8,4.3,0.3
Newburgh,IN,86.0,9.2,4.7,0.1
Newbury,VT,71.7,15.8,12.3,0.2
Newcastle,TX,67.5,16.2,16.3,0.0
Newell,IA,81.6,10.0,8.3,0.1
Newport,MI,85.8,9.4,4.7,0.1
Newport,RI,77.4,15.0,7.5,0.1
Newport,VA,74.4,19.6,6.0,0.1
Newport News,VA,74.8,21.6,3.5,0.0
Newton,WI,86.0,9.0,4.9,0.1
Newtown,PA,85.4,9.1,5.3,0.2
Nezperce,ID,62.4,25.5,11.6,0.5
Niagara,ND,63.4,18.0,18.5,0.1
Niagara,WI,82.5,10.1,6.9,0.5
Niagara University,NY,81.9,13.9,4.0,0.1
Nicholasville,KY,80.4,13.1,6.1,0.4
Nicollet,MN,78.3,15.5,6.0,0.2
Nineveh,IN,81.9,10.9,6.9,0.3
Niota,IL,75.8,13.8,10.2,0.2
Noatak,AK,54.0,43.7,2.1,0.2
Noblesville,IN,84.30000000000001,10.85,4.6,0.15000000000000002
Nodaway,IA,77.1,11.8,10.2,1.0
Nolensville,TN,80.3,10.5,9.0,0.2
Noma,FL,71.5,22.3,6.1,0.1
Norcatur,KS,66.1,21.8,12.0,0.1
Nordland,WA,66.9,18.2,14.8,0.1
Norfolk,VA,73.3,22.8,3.9,0.1
Normal,IL,81.9,13.9,4.0,0.2
Norman,OK,72.4,20.799999999999997,6.65,0.15000000000000002
Normandy,TN,75.9,13.4,10.4,0.3
Norphlet,AR,81.5,13.6,4.9,0.0
Norris,SD,37.3,39.9,22.4,0.4
North Augusta,SC,75.0,17.5,7.4,0.1
North Beach,MD,68.4,27.5,4.0,0.1
North Carrollton,MS,71.4,20.1,7.7,0.8
North East,PA,85.0,10.2,4.8,0.1
North Fairfield,OH,84.5,10.2,5.1,0.2
North Hero,VT,78.2,11.7,9.8,0.3
North Java,NY,73.5,20.1,6.2,0.2
North Little Rock,AR,74.6,20.6,4.7,0.2
North Platte,NE,69.4,5.9,23.9,0.9
North Sioux City,SD,79.0,13.3,7.0,0.8
North Washington,IA,76.5,12.5,10.1,0.8
Northway,AK,64.0,27.8,7.8,0.4
Northwood,ND,72.8,8.5,18.1,0.7
Norton,VA,81.2,16.4,2.4,0.0
Norwalk,IA,80.7,13.3,5.8,0.1
Norway,SC,75.9,18.8,5.1,0.2
Nottawa,MI,85.3,9.1,5.4,0.2
Nowata,OK,80.5,14.2,5.2,0.2
Oak,NE,65.3,17.5,16.2,1.0
Oak Grove,KY,72.7,20.9,6.2,0.2
Oak Grove,LA,74.9,19.5,5.2,0.4
Oak Vale,MS,79.9,14.3,5.4,0.4
Oakhurst,CA,76.5,16.0,7.4,0.1
Oakland,MS,74.8,21.4,3.8,0.0
Oakley,ID,79.8,12.4,7.7,0.1
Oakman,GA,82.9,11.4,5.2,0.5
Oaktown,IN,82.8,13.2,3.9,0.1
Oakwood,OK,65.9,17.6,15.0,1.5
Oberlin,OH,83.3,12.5,4.1,0.1
Ochlocknee,GA,73.9,15.7,9.4,1.0
Odem,TX,77.6,17.9,4.4,0.1
Odessa,TX,82.0,11.2,6.7,0.1
Odonnell,TX,45.7,36.2,17.0,1.1
Ogallala,NE,74.2,14.5,10.8,0.4
Ogden,UT,76.4,19.5,3.9,0.1
Ogdensburg,WI,82.3,11.8,5.6,0.3
Okeechobee,FL,81.0,13.2,5.7,0.1
Oktaha,OK,72.4,21.5,6.0,0.1
Old Glory,TX,55.3,29.3,13.6,1.8
Oldenburg,IN,82.2,10.2,7.2,0.4
Oldham,SD,68.7,11.9,19.3,0.1
Olla,LA,70.5,24.6,4.6,0.3
Olpe,KS,75.0,19.8,5.2,0.1
Omaha,GA,66.1,29.8,4.0,0.0
Omaha,NE,84.8,10.8,4.2,0.1
Omaha,TX,82.5,10.0,7.4,0.1
Onawa,IA,73.3,14.4,11.9,0.3
Oneida,KY,76.2,20.0,3.7,0.1
Oneida,TN,70.9,18.7,9.9,0.4
Opelika,AL,75.5,20.3,4.2,0.1
Oquawka,IL,75.8,15.5,7.7,1.0
Orange,TX,80.8,13.7,5.4,0.1
Orange Grove,TX,80.3,12.6,7.1,0.0
Orangeville,OH,82.9,11.6,5.4,0.2
Ordway,CO,54.7,27.6,16.4,1.3
Ore City,TX,78.5,13.0,8.3,0.2
Orient,SD,58.1,18.4,23.2,0.3
Orleans,IN,84.7,8.9,6.3,0.1
Orleans,NE,69.3,15.6,14.5,0.7
Orleans,VT,70.4,17.0,12.0,0.6
Orma,WV,77.6,17.6,3.3,1.5
Orocovis,PR,63.6,26.4,9.5,0.44999999999999996
Oronoco,MN,86.2,9.1,4.6,0.1
Ortley,SD,68.4,14.4,16.5,0.7
Osceola,MO,74.0,14.9,10.6,0.4
Oshkosh,WI,84.9,11.4,3.6,0.1
Osnabrock,ND,64.6,16.0,19.0,0.5
Osseo,WI,81.6,13.1,5.2,0.1
Ossipee,NH,71.9,14.0,14.1,0.1
Otley,IA,80.2,13.0,6.7,0.2
Oto,IA,84.9,10.4,4.6,0.1
Otsego,MI,85.2,8.2,6.4,0.2
Otter Rock,OR,72.3,16.2,11.3,0.2
Otterbein,IN,76.4,15.100000000000001,8.1,0.35
Otterville,MO,76.6,15.7,7.6,0.0
Otwell,IN,87.1,9.4,3.2,0.3
Ouzinkie,AK,65.0,25.3,9.4,0.3
Overbrook,OK,78.6,13.2,8.0,0.2
Ovett,MS,73.2,20.6,5.8,0.3
Owasso,OK,84.5,9.7,5.6,0.2
Owenton,KY,69.1,22.0,8.4,0.4
Owyhee,NV,83.6,13.0,3.2,0.2
Oxford,GA,79.2,15.7,4.9,0.3
Oxford,NC,75.7,20.5,3.4,0.3
Ozona,TX,77.4,16.3,6.2,0.2
Pachuta,MS,80.1,17.4,2.5,0.0
Paducah,KY,79.3,13.5,7.0,0.2
Paducah,TX,64.65,25.0,10.0,0.35
Pageland,SC,78.5,15.3,6.1,0.1
Pagosa Springs,CO,60.1,25.9,14.0,0.0
Paicines,CA,76.4,16.3,7.1,0.3
Paige,TX,71.3,20.1,8.3,0.3
Painesville,OH,86.6,9.6,3.7,0.1
Palco,KS,62.2,22.4,14.9,0.5
Palestine,TX,69.8,23.6,6.4,0.1
Palisade,MN,75.4,15.2,9.2,0.2
Palmer,NE,71.9,15.5,12.6,0.1
Palmer,PR,69.8,23.4,6.4,0.4
Palmersville,TN,71.5,19.9,8.1,0.4
Palmyra,TN,70.1,23.7,6.1,0.2
Palo Alto,CA,79.8,11.7,8.3,0.2
Pampa,TX,79.6,13.3,7.0,0.0
Panna Maria,TX,69.6,22.0,7.8,0.5
Pantego,NC,76.7,16.0,7.2,0.1
Panther Burn,MS,71.7,23.5,4.7,0.1
Paradise Valley,NV,79.1,14.1,6.7,0.1
Paragon,IN,83.5,10.6,5.8,0.1
Paragould,AR,78.3,14.7,6.9,0.1
Paris,AR,72.7,19.0,8.0,0.3
Paris,MI,79.6,13.8,6.3,0.4
Paris,VA,71.9,19.5,8.5,0.0
Parish,NY,76.5,17.8,5.6,0.2
Parker,SD,70.4,11.9,17.4,0.3
Parkersburg,WV,81.8,14.3,3.8,0.1
Parkesburg,PA,85.9,8.5,5.5,0.1
Parkman,WY,70.7,21.0,7.7,0.5
Parksville,KY,75.8,16.3,7.8,0.2
Parma,MI,83.5,11.0,5.4,0.1
Parma,MO,79.3,14.2,6.5,0.0
Pateros,WA,65.1,25.1,9.5,0.3
Patillas,PR,55.1,39.3,4.2,1.4
Patoka,IN,88.0,7.7,4.2,0.2
Patterson,GA,80.1,13.6,6.0,0.3
Pattison,MS,65.9,28.9,5.2,0.0
Paul,ID,82.6,10.0,6.9,0.5
Paulding,OH,81.0,12.9,6.1,0.0
Pawhuska,OK,77.0,17.1,5.9,0.0
Pawling,NY,77.2,16.8,5.7,0.2
Pawnee Rock,KS,68.25,21.8,9.55,0.35
Paxico,KS,73.3,20.0,6.5,0.2
Payette,ID,75.2,16.2,8.4,0.2
Pearcy,AR,77.6,14.3,8.0,0.1
Pearson,GA,72.9,22.7,4.3,0.0
Pease,MN,78.2,15.1,6.6,0.1
Pecan Gap,TX,72.8,16.2,11.0,0.0
Peck,MI,79.8,10.3,9.2,0.8
Pecos,TX,67.8,28.3,3.9,0.0
Peebles,OH,73.8,19.2,6.6,0.4
Pelham,AL,82.6,12.5,4.8,0.1
Pellston,MI,80.9,9.9,9.0,0.3
Pemberville,OH,85.4,9.9,4.6,0.1
Pendleton,KY,82.8,11.9,5.2,0.2
Penfield,PA,80.4,13.2,6.3,0.2
Penns Grove,NJ,79.7,15.6,4.6,0.1
Penrose,NC,72.1,16.7,11.1,0.1
Pensacola,FL,78.2,15.6,6.0,0.1
Penuelas,PR,61.9,30.5,7.6,0.0
Peoa,UT,80.6,12.7,6.6,0.1
Pequot Lakes,MN,81.1,11.3,7.4,0.2
Peralta,NM,70.6,22.8,6.3,0.4
Perkinston,MS,81.8,12.7,5.3,0.2
Perry,AR,72.3,18.5,8.7,0.4
Perry,FL,70.2,23.5,6.3,0.1
Peru,KS,69.9,18.6,11.1,0.3
Peterman,AL,77.8,13.0,8.3,0.8
Petersburg,AK,54.8,33.2,11.5,0.5
Petersburg,IL,71.0,23.2,5.6,0.1
Petersburg,VA,75.6,21.8,2.6,0.0
Petrolia,PA,84.9,9.8,5.2,0.1
Pfafftown,NC,83.5,11.4,5.1,0.1
Philadelphia,MS,71.6,22.9,5.0,0.5
Philadelphia,PA,82.9,13.0,4.0,0.1
Phillips,WI,77.2,13.4,9.1,0.4
Phillipsburg,KS,68.8,19.6,11.6,0.0
Phoenix,AZ,82.5,11.7,5.7,0.2
Pickens,MS,74.8,19.1,6.0,0.1
Piedmont,MO,73.4,20.0,6.6,0.0
Pierre Part,LA,83.3,12.6,3.6,0.6
Pine,AZ,72.2,23.1,4.6,0.2
Pine Brook,NJ,82.8,11.8,5.3,0.1
Pine Grove,CA,64.5,23.4,11.8,0.3
Pine Island,MN,83.8,10.1,6.0,0.1
Pine Mountain,GA,81.8,13.5,4.5,0.2
Pinetop,AZ,61.1,31.3,7.4,0.3
Pineville,KY,77.5,16.6,5.7,0.1
Pineville,WV,77.9,20.6,1.5,0.0
Pippa Passes,KY,69.8,23.5,6.5,0.3
Piqua,KS,63.7,22.5,13.4,0.4
Pisek,ND,73.5,15.0,11.1,0.4
Pismo Beach,CA,68.3,19.9,11.4,0.4
Pitkin,LA,68.4,26.549999999999997,4.800000000000001,0.30000000000000004
Pitts,GA,64.6,23.8,11.5,0.1
Pittsburg,KS,73.5,17.9,8.6,0.1
Placerville,CA,71.8,16.8,11.1,0.2
Plain City,OH,77.7,14.2,7.6,0.4
Plainview,MN,79.5,9.4,10.9,0.2
Plainville,KS,66.6,20.9,12.1,0.3
Plano,IL,82.9,13.8,3.1,0.2
Plattsburg,MO,79.2,15.3,4.9,0.6
Plattsburgh,NY,70.6,23.9,5.4,0.1
Pleasanton,TX,71.8,20.6,7.6,0.1
Pleasantville,OH,79.0,16.0,4.8,0.2
Pleasureville,KY,75.9,13.6,10.4,0.2
Plum Branch,SC,61.5,31.6,6.9,0.0
Plum City,WI,78.2,15.0,6.4,0.4
Pocatello,ID,74.05,19.9,5.85,0.2
Point Baker,AK,50.4,37.7,11.8,0.1
Point Comfort,TX,80.5,12.8,6.7,0.1
Polk,OH,84.2,10.9,4.4,0.5
Polkton,NC,75.7,19.7,4.3,0.4
Pollock,ID,64.7,21.7,13.2,0.4
Polo,MO,70.8,19.0,9.7,0.5
Pomeroy,WA,48.5,32.4,19.1,0.0
Pomona Park,FL,83.0,12.1,4.8,0.2
Ponce,PR,69.8,20.4,9.5,0.3
