City,State,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Kingfield,ME,73.5,12.3,0.5,7.0,1.1,5.6,23.2
Kingman,KS,82.4,9.5,0.6,1.6,1.9,4.0,17.7
Kingsland,AR,82.7,10.7,0.6,1.9,2.4,1.7,29.7
Kingsport,TN,86.7,8.5,0.2,0.6,1.1,2.9,21.9
Kingston,NY,77.8,7.8,2.4,4.4,1.4,6.2,27.6
Kingston,OK,72.4,20.7,1.4,1.1,1.8,2.6,23.8
Kingston,UT,75.3,10.4,0.0,3.4,4.5,6.5,22.3
Kirksville,MO,77.3,9.4,0.2,6.8,2.6,3.7,17.4
Kirkville,IA,79.5,11.4,0.6,2.0,3.7,2.9,17.7
Kirkwood,IL,76.9,10.4,0.3,5.3,1.4,5.7,18.9
Kissimmee,FL,80.2,11.7,1.6,0.6,2.0,3.9,30.9
Kite,GA,72.5,17.3,0.3,2.3,6.1,1.5,25.8
Klamath Falls,OR,77.6,10.3,0.3,4.0,2.1,5.7,17.3
Klamath River,CA,73.2,11.4,0.7,5.1,1.5,8.0,18.5
Klingerstown,PA,82.5,9.9,0.6,3.6,0.7,2.7,25.9
Klondike,TX,81.8,11.4,0.0,2.2,1.4,3.2,29.4
Knippa,TX,83.2,11.3,0.1,1.1,0.7,3.6,18.2
Krakow,WI,79.4,9.7,0.1,3.4,0.9,6.5,23.0
Kress,TX,81.9,11.5,0.0,1.3,1.8,3.5,19.4
Krypton,KY,84.2,8.0,0.3,0.8,4.2,2.5,21.6
Kulm,ND,64.9,6.4,0.2,17.5,0.6,10.4,11.9
La Crosse,IN,86.7,5.4,1.5,1.6,1.0,3.8,26.9
La Grande,OR,72.6,9.7,0.9,8.1,2.9,5.8,17.2
La Junta,CO,78.0,8.9,0.0,3.7,1.3,8.1,17.9
La Plata,MO,78.5,13.3,0.9,2.1,1.9,3.3,21.1
La Plata,PR,83.9,10.3,0.3,2.5,2.2,0.8,26.2
La Pryor,TX,74.9,12.6,0.2,3.4,4.4,4.6,16.2
La Push,WA,76.2,9.8,2.3,4.4,2.3,4.9,20.9
Labelle,FL,69.6,17.1,0.4,5.9,1.0,6.1,27.5
Lackey,VA,84.6,7.5,0.3,1.7,1.1,4.8,22.1
Lacrosse,WA,57.0,12.7,5.1,16.6,2.9,5.8,15.2
Lafayette,CO,65.2,7.7,5.3,5.0,5.7,11.1,22.5
Lagrange,WY,77.6,10.2,0.5,3.1,1.5,7.2,19.2
Lajas,PR,91.7,3.0,0.3,0.3,0.6,4.0,26.5
Lake Ann,MI,74.0,10.8,0.6,3.3,1.6,9.8,22.1
Lake Benton,MN,75.3,8.2,0.1,5.7,1.0,9.7,20.3
Lake Butler,FL,83.2,10.4,0.6,2.4,0.1,3.3,23.0
Lake George,NY,80.9,9.0,1.0,3.7,1.6,3.8,22.9
Lake Minchumina,AK,28.7,8.1,0.2,38.1,20.1,4.9,8.6
Lake Oswego,OR,77.3,9.1,2.9,2.0,1.5,7.2,27.7
Lake Placid,FL,79.5,11.3,2.3,1.8,1.4,3.8,20.9
Lake Village,IN,82.5,10.2,1.1,0.9,3.2,2.1,32.4
Lake Wales,FL,81.7,10.3,0.5,1.2,2.2,4.0,25.7
Lakeville,CT,83.1,7.0,1.4,2.7,0.8,5.0,26.9
Lakota,IA,82.8,6.1,0.3,4.2,1.7,4.9,15.0
Lamar,MS,88.25,6.65,0.25,0.75,0.4,3.7,30.700000000000003
Lamesa,TX,74.9,15.3,0.0,3.5,1.9,4.4,17.8
Lamont,IA,79.7,6.8,0.2,5.7,2.6,5.0,21.5
Lamont,KS,79.9,12.5,0.3,1.6,1.1,4.7,23.6
Lampasas,TX,78.9,11.6,0.1,2.0,1.1,6.3,25.5
Lancaster,SC,84.4,9.9,0.1,1.0,1.4,3.1,27.5
Land O' Lakes,FL,81.0,8.9,0.4,1.0,1.9,6.7,30.5
Landrum,SC,84.6,10.3,0.3,1.5,0.7,2.6,22.4
Lane City,TX,82.0,11.8,0.3,1.3,0.8,3.9,22.8
Lanesville,IN,85.1,9.2,1.0,1.0,0.6,3.1,22.4
Lanexa,VA,80.6,11.0,0.3,0.3,1.2,6.6,33.1
Langlois,OR,75.8,8.7,0.0,7.7,1.6,6.2,13.1
Langtry,TX,75.8,13.5,0.2,2.5,3.5,4.4,18.7
Lansing,NC,80.3,13.6,0.2,1.1,1.1,3.7,27.3
Laquey,MO,54.5,9.3,0.2,1.0,1.2,33.9,18.1
Laredo,TX,79.3,14.2,1.2,1.5,0.7,3.1,21.7
Lares,PR,92.2,3.3,0.0,4.2,0.0,0.4,31.1
Larose,LA,79.9,11.3,0.4,1.3,4.7,2.5,26.8
Las Marias,PR,88.4,4.2,0.3,2.4,0.4,4.3,28.4
Las Piedras,PR,88.55,4.25,0.25,3.6,1.25,2.05,31.400000000000002
Laurel,IN,83.5,10.5,0.3,1.6,1.7,2.4,26.1
Laurel,MT,62.9,15.2,3.2,8.2,3.1,7.4,25.3
Lavalette,WV,86.7,8.0,0.4,1.1,1.3,2.7,25.1
Lavina,MT,61.0,9.2,0.0,18.9,1.4,9.5,24.4
Lawndale,NC,86.5,8.9,0.2,1.6,0.4,2.4,21.7
Lawrence,KS,76.8,10.2,2.0,5.1,1.6,4.2,20.4
Lawrence,MA,75.0,8.0,5.8,3.3,2.3,5.5,29.0
Le Roy,MN,71.7,11.7,2.8,4.9,1.8,7.1,25.8
Le Sueur,MN,81.7,9.4,0.6,2.8,0.8,4.7,25.0
Leadore,ID,69.8,9.3,0.1,7.2,2.8,10.8,18.6
Leakesville,MS,77.5,15.5,0.0,1.2,2.5,3.3,41.0
Leakey,TX,55.4,14.7,0.0,8.0,6.1,15.7,18.9
Leasburg,NC,81.35,12.95,0.15000000000000002,1.35,1.8,2.35,30.8
Lebo,KS,83.7,9.9,0.4,1.7,0.5,3.7,20.5
Ledger,MT,62.85,6.050000000000001,1.1,17.7,0.9,11.399999999999999,12.65
Leeds,ND,75.1,8.2,0.5,5.1,1.1,10.0,17.6
Leesburg,TX,82.3,13.0,1.0,0.2,0.3,3.3,22.6
Leicester,NC,78.9,11.2,0.1,2.2,0.6,7.1,27.5
Leitchfield,KY,80.4,14.6,0.1,0.6,1.2,3.2,27.3
Lemoyne,NE,52.2,15.6,0.0,12.4,0.0,19.9,19.5
Lena,IL,80.2,9.3,0.8,3.2,0.7,5.8,21.9
Lena,MS,75.6,19.4,0.0,2.0,0.8,2.3,24.7
Lenoir City,TN,83.0,11.0,0.2,0.6,1.5,3.7,25.5
Lenore,WV,82.6,12.0,0.0,3.2,0.2,2.0,30.8
Leonard,ND,72.3,13.1,0.0,4.8,0.1,9.7,17.1
Leoti,KS,68.4,17.9,0.0,6.4,0.9,6.5,13.7
Leroy,MI,78.9,10.9,0.4,2.9,2.1,4.7,25.2
Leslie,AR,77.9,14.2,0.4,4.1,0.2,3.4,31.3
Letcher,KY,81.9,11.7,0.3,1.3,1.8,3.0,25.2
Letohatchee,AL,82.0,13.8,0.3,0.8,0.3,2.7,29.5
Lettsworth,LA,84.3,8.9,0.5,1.4,2.4,2.7,29.1
Levan,UT,74.4,15.3,0.4,4.0,1.1,4.9,23.6
Lewis,KS,80.7,7.5,0.3,3.8,3.4,4.2,17.6
Lewisport,KY,87.9,7.9,0.1,0.8,1.1,2.1,25.3
Lewiston,UT,74.5,11.6,2.1,4.2,3.0,4.6,17.1
Lewistown,MT,72.5,8.0,0.7,8.8,2.4,7.6,12.2
Lexington,KY,78.6,10.35,1.15,2.8,1.4,5.75,21.299999999999997
Lexington,VA,49.2,7.9,0.0,31.7,2.6,8.5,19.9
Liberty,IN,89.2,5.9,0.1,1.5,0.3,3.0,24.0
Liberty,NE,70.7,9.4,0.0,5.9,0.6,13.5,18.5
Lidgerwood,ND,69.1,11.6,0.0,7.7,2.6,9.0,14.2
Lima,OH,87.0,7.550000000000001,0.35,1.6,1.35,2.15,19.450000000000003
Lincoln,IL,78.9,11.9,0.8,4.0,1.0,3.5,20.7
Lincoln,KS,78.3,9.8,1.3,4.6,0.7,5.3,19.4
Lincoln,MT,77.4,11.2,0.5,4.3,2.0,4.5,16.8
Lincoln,NE,81.5,9.0,1.3,2.7,2.2,3.4,18.5
Linden,MI,86.3,7.0,0.3,0.9,0.8,4.6,31.8
Linden,TN,75.1,12.8,0.7,2.6,3.1,5.7,29.6
Lineville,IA,76.6,10.8,0.4,3.5,1.7,6.9,23.8
Linn,WV,71.4,14.1,0.1,4.7,2.0,7.7,31.2
Linneus,MO,78.9,13.3,0.0,1.5,2.1,4.2,18.3
Lisbon,OH,85.2,8.6,0.5,2.0,0.9,2.8,25.1
Lisbon Falls,ME,76.9,13.3,0.3,4.1,1.9,3.4,23.7
Litchfield,IL,82.5,9.2,0.3,2.7,1.3,4.0,28.1
Litchfield,MI,80.6,9.5,0.2,4.3,0.9,4.4,23.9
Litchfield,MN,82.9,8.3,0.3,3.0,1.2,4.4,25.2
Litchfield,NE,76.7,10.3,0.1,4.8,0.5,7.6,24.0
Lithonia,GA,72.2,10.9,8.1,1.8,1.5,5.5,31.4
Little Eagle,SD,63.0,5.9,1.5,8.9,1.5,19.0,19.7
Little Falls,NJ,71.1,11.4,9.3,3.2,2.1,2.9,26.8
Little Mountain,SC,85.9,9.2,0.7,1.5,0.5,2.3,23.9
Little River,AL,84.7,8.8,0.1,1.0,1.4,3.9,26.4
Little Suamico,WI,81.5,10.3,0.1,2.2,0.8,5.0,26.2
Littlefork,MN,72.4,14.2,1.9,4.0,2.0,5.5,14.9
Livingston,LA,87.2,8.1,0.1,0.8,1.0,2.7,34.0
Loachapoka,AL,84.6,8.0,1.0,2.2,1.0,3.1,21.7
Lockhart,TX,78.1,13.8,0.2,2.7,2.3,3.0,30.7
Locust,NC,83.0,10.9,0.2,2.0,1.2,2.7,25.0
Locust Grove,OK,81.4,11.8,0.8,2.5,0.6,2.8,23.6
Locust Hill,VA,83.2,5.1,0.6,2.4,1.1,7.7,30.8
Logan,NM,76.0,13.3,0.1,1.0,2.2,7.5,15.2
Logan,OH,85.7,8.1,0.3,1.8,1.0,3.1,31.2
Loiza,PR,76.9,10.7,8.2,2.8,0.8,0.6,38.3
Lombard,IL,78.0,7.6,6.4,1.7,1.1,5.2,29.0
Lonaconing,MD,80.6,11.0,0.55,3.15,0.75,3.9000000000000004,22.2
Long Beach,MS,81.3,10.0,1.0,4.4,1.2,2.1,21.9
Long Branch,TX,86.4,8.600000000000001,0.30000000000000004,1.15,0.55,2.95,25.0
Long Pine,NE,77.4,4.2,0.0,7.7,0.8,9.9,11.6
Longford,KS,76.2,11.6,0.1,2.6,2.2,7.4,24.0
Longview,TX,84.5,10.0,0.4,1.6,1.4,2.1,20.1
Longville,MN,76.2,10.2,0.8,3.4,1.5,7.9,23.1
Lontetree,WY,77.1,12.7,2.8,2.8,1.6,3.0,20.4
Lookout Mountain,GA,77.4,9.5,0.2,5.2,0.4,7.2,27.4
Lorman,MS,88.5,6.3,0.5,2.2,1.7,0.7,21.7
Los Angeles,CA,73.0,9.9,6.8,2.8,2.3,5.1,30.0
Los Gatos,CA,69.9,9.3,2.9,3.9,6.6,7.3,25.9
Lost City,WV,80.7,10.8,0.4,5.7,0.1,2.3,25.3
Lost Creek,KY,75.5,15.1,0.3,3.7,4.3,1.1,27.2
Louisiana,MO,79.5,10.2,0.2,2.8,1.5,5.7,23.2
Louisville,KY,82.0,8.4,2.7,2.1,1.5,3.2,22.1
Lovelady,TX,81.3,11.1,0.0,1.5,1.0,5.0,25.5
Lubbock,TX,81.2,11.7,0.9,2.0,1.3,2.8,16.9
Luck,WI,79.6,9.7,0.2,2.6,1.1,6.8,27.0
Ludell,KS,70.0,10.5,0.0,7.0,0.4,12.2,15.2
Lueders,TX,78.4,13.7,0.0,2.7,3.6,1.7,16.9
Lufkin,TX,82.7,12.6,0.1,1.4,1.5,1.6,17.7
Lulu,FL,82.8,11.6,0.1,0.9,1.6,3.1,24.2
Lumberton,NJ,83.1,7.3,3.5,1.5,1.0,3.6,28.9
Luning,NV,73.2,6.2,1.1,10.4,2.8,6.3,12.8
Luquillo,PR,79.9,8.2,1.4,2.8,7.0,0.6,31.7
Luray,SC,81.4,11.3,0.0,3.4,0.5,3.4,27.5
Luray,TN,84.7,7.9,0.2,2.8,1.2,3.1,27.0
Lusk,WY,65.1,7.9,0.5,12.1,2.8,11.6,17.2
Lutcher,LA,87.0,9.1,0.5,1.3,1.0,1.1,26.8
Luverne,MN,74.5,11.4,0.7,4.5,1.1,7.8,18.9
Luverne,ND,71.8,12.4,0.4,10.1,1.0,4.3,17.4
Lyford,TX,87.9,5.8,0.0,2.6,1.0,2.7,23.3
Lyle,MN,78.4,10.6,1.7,3.1,2.2,4.0,17.2
Lynchburg,MO,80.4,12.8,0.1,2.4,1.1,3.3,21.3
Lynchburg,VA,80.60000000000001,9.633333333333333,1.4333333333333333,2.2333333333333334,2.233333333333334,3.8666666666666667,24.0
Lyndhurst,NJ,69.5,7.4,14.1,2.9,1.5,4.6,31.9
Lyndhurst,VA,86.6,6.5,0.4,1.3,0.9,4.3,24.4
Lyons,GA,79.45,12.6,0.95,1.15,3.9499999999999997,1.95,23.7
Lyons,NE,81.8,7.9,0.0,3.3,0.7,6.5,22.3
Lysite,WY,75.5,11.7,1.0,3.5,2.0,6.3,18.5
Lytton,IA,81.2,7.9,0.4,2.8,2.3,5.4,20.9
Macksburg,IA,80.65,9.8,0.25,3.15,0.7,5.5,24.6
Macon,GA,84.1,10.0,0.7,1.45,1.6,2.2,23.2
Madeline,CA,77.2,10.8,1.2,4.3,1.6,4.8,20.6
Madison,CT,78.7,8.3,4.2,3.7,1.3,3.7,24.4
Madison,FL,73.9,13.3,0.0,5.0,4.2,3.6,27.7
Madison,SD,76.1,7.8,0.2,6.5,1.0,8.5,16.3
Magnolia,IL,88.1,8.4,0.0,1.8,0.7,1.1,23.2
Magnolia,KY,81.2,12.4,0.1,2.3,0.8999999999999999,3.1,27.35
Magnolia,TX,77.3,10.0,0.7,5.7,1.7,4.6,32.4
Maiden,NC,83.8,9.8,0.2,0.8,0.8,4.5,29.6
Malcom,IA,69.0,8.5,0.3,11.8,2.6,7.8,16.4
Malvern,OH,82.5,9.1,0.3,2.7,0.6,4.7,30.1
Mammoth Cave,KY,79.6,12.4,0.0,5.6,1.5,1.0,30.3
Manakin Sabot,VA,84.6,7.7,0.4,0.4,1.1,5.7,30.4
Manassa,CO,77.4,12.7,0.6,2.5,1.0,5.7,22.6
Manassas,VA,74.35,13.850000000000001,5.3,1.2,1.9500000000000002,3.4,37.05
Manati,PR,87.9,6.0,0.3,5.3,0.4,0.1,27.5
Mancelona,MI,80.4,12.9,0.8,1.4,1.0,3.5,28.2
Mancos,CO,71.0,10.6,2.1,5.2,5.0,6.1,21.1
Manhattan,KS,72.1,8.0,0.4,8.9,2.3,8.3,15.7
Manitou,OK,81.0,10.3,0.3,2.7,1.3,4.3,19.2
Mankato,KS,75.7,9.1,0.0,6.2,1.4,7.7,17.6
Mannboro,VA,83.9,9.5,0.9,1.1,1.9,2.8,33.8
Manokotak,AK,37.7,16.0,1.1,20.3,17.7,7.2,8.8
Mansfield,GA,82.6,11.3,0.7,0.9,0.8,3.7,31.9
Mansfield,MO,73.7,14.6,0.0,4.4,2.3,5.0,26.9
Mansfield,SD,82.5,8.9,0.3,2.8,1.7,3.8,13.0
Mansfield Center,CT,81.5,6.6,2.1,4.7,0.6,4.4,26.0
Manville,RI,77.8,9.0,4.0,4.3,1.9,3.0,23.9
Many,LA,76.2,13.6,1.1,2.7,3.3,3.1,32.6
Maple Park,IL,78.2,10.9,2.0,4.0,1.7,3.3,25.8
Maplewood,WI,79.3,9.5,0.4,4.4,1.3,5.1,18.8
Marathon,TX,71.0,15.5,0.0,3.9,3.9,5.7,12.0
Mardela Springs,MD,83.5,8.9,0.7,2.0,2.2,2.7,21.3
Marengo,IA,75.8,12.9,0.2,4.5,0.5,6.1,22.1
Marengo,IN,87.6,6.9,0.2,1.3,1.2,2.8,31.5
Marengo,WI,75.5,9.7,0.5,7.9,1.7,4.7,18.1
Margaretville,NY,74.1,10.5,1.5,6.6,1.0,6.3,23.2
Maria Stein,OH,86.9,7.6,0.4,1.4,1.3,2.3,17.7
Marianna,FL,80.3,15.2,0.0,0.2,2.6,1.7,28.2
Maricao,PR,71.9,5.6,0.0,18.6,1.3,2.6,22.1
Marienthal,KS,87.5,4.8,0.0,3.1,2.2,2.4,15.6
Marienville,PA,80.8,6.4,0.0,8.7,0.5,3.5,23.4
Marietta,GA,79.5,9.1,1.3,1.2,1.8,7.1,30.4
Marietta,MN,74.9,8.3,0.2,5.1,1.0,10.5,16.6
Marietta,MS,82.3,13.9,0.3,1.6,0.4,1.4,24.5
Marine On Saint Croix,MN,83.3,7.8,2.2,1.0,0.9,4.8,25.8
Marion,IN,87.0,5.65,0.3,2.9000000000000004,1.1,3.1,19.450000000000003
Marion,VA,87.1,7.6,0.9,0.9,1.1,2.4,21.4
Marland,OK,81.6,11.5,0.6,2.4,0.6,3.3,21.0
Marmaduke,AR,86.8,8.3,0.1,0.9,1.6,2.4,20.7
Marmarth,ND,60.4,8.7,0.9,10.5,0.9,18.6,24.0
Marshall,IL,83.1,10.75,0.2,1.5499999999999998,1.0,3.5,21.6
Marshall,NC,80.1,8.5,0.7,2.6,1.0,7.1,20.3
Marshall,OK,82.9,8.8,0.6,2.5,1.2,4.0,28.0
Marshall,TX,87.1,7.1,0.1,0.8,1.6,3.3,21.5
Marshallberg,NC,80.3,10.9,0.5,1.4,2.6,4.4,23.3
Martha,KY,82.3,9.6,0.2,1.4,2.8,3.8,33.8
Martin,GA,83.0,9.3,0.0,2.7,0.2,4.8,21.5
Martin,OH,87.1,5.5,1.1,0.9,1.1,4.3,23.4
Martinsville,VA,77.2,15.4,1.0,2.1,2.4,1.9,20.0
Marysville,CA,75.2,10.3,1.1,3.7,3.9,5.8,19.9
Marysville,IN,85.8,8.8,0.6,1.2,1.1,2.5,24.3
Maryville,IL,85.2,7.2,1.8,1.1,1.0,3.7,24.8
Mason,IL,83.9,9.4,0.4,1.4,1.1,3.8,17.8
Mason,TX,74.1,15.2,0.3,2.5,2.8,5.0,19.4
Mass City,MI,79.3,9.7,0.4,4.7,1.2,4.8,25.4
Matlock,IA,73.6,9.1,0.5,4.7,1.5,10.6,12.6
Matthews,NC,81.5,9.3,0.5,1.1,1.0,6.6,29.6
Mattoon,IL,77.1,9.8,0.9,6.1,2.2,3.9,16.3
Mauk,GA,82.4,12.9,0.3,0.9,3.3,0.2,31.4
Maunabo,PR,79.1,12.3,1.5,4.7,2.5,0.0,28.8
Maxton,NC,86.2,7.8,0.2,1.3,1.1,3.4,22.3
Maxwell,IN,87.8,5.7,0.1,0.9,0.7,4.8,25.7
May,OK,83.4,8.8,0.1,3.4,1.3,3.0,16.3
Mayaguez,PR,90.7,2.0,0.4,1.5,0.1,5.2,25.1
Mayer,AZ,74.0,13.2,0.4,3.1,2.2,7.2,23.2
Mayesville,SC,80.5,14.8,0.0,1.7,1.6,1.5,27.8
Mayo,FL,75.4,18.0,0.6,0.6,1.7,3.6,22.8
Mayslick,KY,79.4,13.8,0.2,1.3,0.45,4.85,29.450000000000003
Maywood,NE,72.2,10.6,0.3,7.1,0.7,9.0,18.6
McAlpin,FL,77.3,16.3,0.2,1.0,2.4,2.9,26.0
McClure,PA,78.2,12.6,0.2,4.1,1.8,3.0,23.5
McColl,SC,84.4,11.5,0.4,1.5,0.7,1.5,24.7
McCool,MS,80.6,13.2,0.1,1.6,3.2,1.2,31.0
McEwen,TN,83.6,11.3,0.0,0.5,0.8,3.8,26.6
McLeansboro,IL,78.3,14.5,1.9,0.8,0.3,4.3,29.7
McLouth,KS,84.8,9.9,0.4,1.6,1.0,2.4,29.1
McMechen,WV,85.4,9.0,0.7,2.0,0.8,2.1,22.7
McMinnville,TN,83.0,10.1,0.0,1.1,0.2,5.6,29.0
McNeill,MS,84.4,11.0,0.1,0.9,1.5,2.1,34.6
Mcarthur,CA,66.2,12.1,0.5,6.7,1.8,12.8,15.4
Mcdaniel,MD,79.0,10.6,0.7,2.1,1.4,6.2,26.0
Meadows Of Dan,VA,86.2,8.0,0.3,1.4,1.7,2.4,27.2
Meally,KY,86.6,9.0,0.1,2.2,0.1,1.9,26.7
Means,KY,83.7,10.7,2.3,1.5,0.3,1.5,30.9
Medford,WI,77.6,9.2,0.4,4.0,1.6,7.1,22.1
Mediapolis,IA,82.5,9.5,0.3,3.3,1.7,2.7,16.1
Medical Lake,WA,77.9,9.6,2.6,2.9,1.6,5.4,21.2
Medicine Bow,WY,65.4,10.7,2.6,9.8,5.6,5.9,12.8
Medicine Lodge,KS,82.9,7.7,0.1,2.9,0.9,5.6,13.5
Medora,IL,84.8,7.3,0.1,3.3,0.6,3.8,29.4
Medora,ND,55.5,10.4,0.0,16.6,1.6,15.9,25.6
Meeker,CO,70.6,12.6,4.4,2.8,3.0,6.7,28.8
Meherrin,VA,73.9,7.3,0.2,8.7,5.1,4.9,21.7
Melbourne,AR,78.3,15.2,0.0,1.7,0.9,3.8,23.2
Melbourne,IA,74.6,15.7,0.2,3.0,2.0,4.5,17.9
Melrose,IA,81.5,10.25,0.2,2.2,1.1,4.6,21.65
Melvin,IL,80.2,10.0,0.1,3.6,1.3,4.9,21.7
Melvin,TX,79.4,10.4,0.0,5.2,0.0,5.0,21.1
Memphis,TN,82.9,9.9,1.5,1.3,1.5,2.8,22.6
Mena,AR,76.4,16.9,0.3,1.7,0.5,4.2,21.9
Menard,TX,73.8,17.3,0.0,3.5,0.3,5.1,17.5
Mendenhall,MS,83.1,11.0,0.4,1.6,2.5,1.4,35.6
Menno,SD,68.8,7.9,0.0,10.4,2.8,10.2,17.8
Menomonie,WI,76.4,8.9,0.1,7.2,1.5,5.9,22.8
Mentone,IN,80.5,11.3,0.2,2.1,2.1,3.8,20.5
Mentor,MN,78.3,10.9,0.2,4.0,0.5,6.0,22.1
Meraux,LA,86.4,8.4,1.4,0.9,1.5,1.4,26.5
Meredosia,IL,81.5,11.4,0.4,2.4,0.2,4.1,25.1
Meriden,KS,80.3,12.9,0.1,2.0,0.3,4.4,24.6
Meridian,CA,76.9,14.1,1.2,1.7,1.4,4.7,26.4
Merrill,WI,84.0,9.8,0.5,2.1,0.9,2.6,22.4
Merrimack,NH,81.6,8.5,0.9,2.0,0.9,6.2,27.5
Merry Point,VA,79.6,12.1,1.0,0.6,0.9,5.8,26.8
Meta,MO,72.0,16.2,0.2,2.8,1.6,7.2,29.9
Metter,GA,79.2,15.3,0.1,1.2,2.5,1.6,23.5
Metz,WV,76.2,9.5,1.9,6.4,1.1,4.9,20.6
Meyers Chuck,AK,58.5,11.9,0.8,18.5,4.2,6.0,8.5
Miami,FL,76.9,9.2,5.5,2.2,1.9,4.3,29.9
Miami,MO,79.7,11.4,1.1,3.1,1.6,3.0,17.0
Miami,NM,76.8,14.1,0.6,2.8,0.9,4.8,15.0
Miami,OK,84.5,7.6,0.3,1.7,2.4,3.6,21.3
Miami,TX,70.4,22.4,0.0,1.5,0.0,5.7,18.5
Michigamme,MI,80.0,8.8,0.6,5.8,1.5,3.3,17.7
Middleton,MI,79.5,10.0,0.1,3.7,1.1,5.6,22.4
Middletown,CT,82.6,6.9,1.7,2.9,1.1,4.7,25.7
Midkiff,TX,78.0,13.9,0.0,3.3,1.6,3.1,17.0
Midland,IN,85.3,10.2,0.3,1.7,1.3,1.3,28.9
Midland,NC,83.1,10.6,0.5,0.7,0.9,4.2,27.0
Midland,TX,84.9,9.9,0.2,1.0,1.6,2.5,19.5
Midlothian,VA,83.69999999999999,8.65,0.5,0.44999999999999996,1.3,5.449999999999999,29.8
Midvale,ID,71.5,12.9,0.1,3.7,4.8,6.9,23.3
Midville,GA,85.0,10.4,0.4,1.0,1.1,2.1,25.6
Midway,TX,76.3,12.3,0.0,7.6,1.7,2.1,22.1
Midway,UT,80.5,9.1,0.5,1.5,2.2,6.3,25.6
Mikado,MI,82.4,9.4,0.0,2.6,1.8,3.7,21.6
Milford,NE,75.9,13.1,0.30000000000000004,5.05,1.3,4.45,19.95
Milford,UT,81.8,13.4,0.7,1.9,0.8,1.4,14.5
Mill Hall,PA,79.7,10.2,0.3,4.2,1.0,4.6,22.8
Mill Spring,MO,79.9,13.9,0.6,1.7,0.7,3.2,25.5
Millboro,VA,84.5,6.7,1.1,4.3,0.1,3.3,27.1
Miller,SD,73.4,6.6,0.6,5.4,0.4,13.6,14.2
Millersburg,PA,80.6,9.6,2.2,3.3,1.1,3.3,21.6
Milligan,NE,79.6,8.1,0.0,5.5,1.6,5.3,15.6
Mills,NE,50.5,5.5,0.0,6.8,0.0,37.2,18.5
Millstone,NJ,78.7,7.8,4.7,1.7,1.3,5.7,31.8
Millwood,GA,80.0,14.25,0.9,1.95,1.15,1.8,20.35
Milner,GA,78.7,14.0,0.1,1.3,1.4,4.4,31.0
Milnor,ND,78.3,9.4,0.0,5.2,1.2,5.9,17.6
Milton,FL,84.1,9.3,0.1,0.4,1.3,4.7,27.6
Milton,IA,70.65,13.3,0.75,5.55,4.15,5.6,22.75
Milton,KY,82.1,13.5,0.0,1.9,0.4,2.0,18.7
Milton,PA,83.0,6.4,1.0,4.7,0.7,4.2,20.5
Milton,WV,83.55000000000001,8.9,0.65,3.4,1.6,1.9500000000000002,25.45
Miltonvale,KS,78.7,9.6,0.0,3.8,2.5,5.4,15.4
Milwaukee,WI,76.0,9.7,6.0,3.9,1.5,3.0,22.5
Minden,IA,84.1,9.2,0.8,1.7,1.2,3.0,20.6
Minden,LA,85.3,9.6,0.4,2.0,1.5,1.2,23.7
Minden,NV,80.1,10.8,0.3,1.7,2.3,5.0,24.0
Mineral,VA,81.1,10.3,0.7,0.8,1.6,5.5,35.2
Mineral City,OH,84.5,9.2,0.3,2.0,1.6,2.5,21.3
Mingo Junction,OH,82.3,8.9,0.4,4.2,0.9,3.3,25.2
Minnesota Lake,MN,80.8,8.0,1.2,4.5,1.0,4.5,17.0
Minong,WI,80.6,8.9,0.4,3.0,1.6,5.6,21.9
Minot,ND,83.2,10.2,0.2,2.6,0.7,3.1,18.2
Minter,AL,82.3,11.4,0.3,2.2,1.6,2.2,23.9
Minturn,AR,79.2,11.1,0.2,3.9,1.5,4.0,24.5
Minturn,CO,72.8,10.3,7.1,2.1,1.3,6.4,20.5
Mission,SD,58.3,18.0,1.0,6.0,5.0,11.7,16.5
Mitchell,IN,85.9,8.6,0.3,1.3,0.4,3.3,24.9
Mitchell,NE,82.2,10.5,0.3,2.0,1.4,3.7,15.2
Mitchell,OR,68.3,4.9,1.1,14.3,2.4,9.1,18.8
Moab,UT,70.4,13.15,0.35,5.85,3.25,7.05,16.55
Moatsville,WV,81.5,9.4,0.3,3.8,1.0,3.9,30.4
Mobile,AL,85.9,8.2,0.5,0.9,0.8,3.7,24.4
Moca,PR,88.7,5.1,0.6,4.3,0.8,0.6,26.0
Modale,IA,79.7,11.2,0.2,3.2,0.9,4.7,26.0
Model,CO,76.2,12.2,0.0,3.7,1.1,6.8,17.3
Mohall,ND,76.0,8.0,0.1,4.1,0.1,11.7,21.4
Molena,GA,84.5,12.1,0.2,0.5,0.5,2.2,35.0
Moline,IL,82.4,8.5,1.6,2.4,2.4,2.8,18.8
Monarch,MT,79.0,11.9,0.9,3.7,1.5,3.0,15.7
Monmouth,OR,76.1,11.8,0.5,3.3,2.2,6.0,25.1
Monongahela,PA,83.1,7.9,1.6,2.6,0.7,4.0,26.7
Monroe,AR,75.5,16.1,0.0,3.6,0.9,3.9,20.0
Monroe,ME,75.2,10.3,0.4,3.8,1.9,8.5,26.3
Monroe,SD,74.9,8.3,0.3,3.5,0.5,12.5,24.6
