City,State,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Goodhue,MN,80.6,8.3,1.0,3.8,1.2,5.1,23.5
Goodlettsville,TN,82.0,10.2,0.6,1.4,2.0,3.7,28.9
Goodview,VA,83.3,9.9,0.4,0.8,1.6,4.0,27.5
Goose Creek,SC,83.3,8.7,0.8,3.0,1.2,3.0,26.1
Gordo,AL,82.3,11.4,0.5,1.6,0.5,3.6,29.9
Gordon,GA,87.0,8.3,0.2,1.2,1.2,2.2,24.1
Gordonsville,VA,80.0,12.2,1.2,1.2,1.5,3.8,40.4
Goshen,NY,74.1,10.1,5.1,3.9,1.9,4.9,33.2
Goshen,VA,85.8,6.6,0.2,0.4,1.4,5.6,22.8
Gosport,IN,80.0,12.6,1.3,2.2,1.7,2.1,32.0
Gouldbusk,TX,86.5,7.2,0.1,1.5,2.0,2.8,25.8
Gouldsboro,ME,69.9,13.0,0.8,6.2,2.2,7.9,22.3
Gouldsboro,PA,80.9,10.9,1.2,3.1,0.9,3.1,22.1
Gouverneur,NY,76.9,9.4,0.4,6.7,1.8,4.7,20.9
Gove,KS,66.5,11.6,0.0,9.6,1.7,10.6,12.4
Grace,ID,75.7,15.9,0.0,4.0,0.1,4.2,16.9
Graham,KY,86.0,9.1,0.2,0.9,2.2,1.6,22.9
Graham,NC,83.1,10.6,0.3,1.4,1.3,3.4,23.7
Granby,MO,80.7,12.0,0.1,1.7,1.4,4.1,21.4
Grand Forks,ND,81.5,8.2,1.0,3.8,1.4,4.1,13.9
Grand Isle,ME,79.0,11.5,0.1,3.2,1.7,4.4,17.6
Grand Ledge,MI,82.3,10.0,0.85,1.9,0.85,4.050000000000001,25.25
Grand Marais,MN,69.8,10.4,0.4,10.1,0.8,8.5,16.9
Grand Rapids,MI,81.6,9.1,2.0,1.9,1.5,4.1,21.2
Grand Rapids,OH,87.6,7.1,0.3,1.4,1.3,2.3,21.9
Grand Valley,PA,81.5,9.0,0.4,4.5,1.8,2.8,20.5
Granite Falls,MN,79.8,8.9,0.9,3.4,1.1,5.9,17.3
Grant,FL,82.2,8.3,0.6,1.1,2.7,5.0,24.2
Grants,NM,71.9,17.5,0.4,1.9,2.0,6.3,21.3
Grantsville,UT,71.7,18.0,3.0,1.8,1.7,3.9,29.3
Granville Summit,PA,80.4,9.1,0.3,5.6,1.1,3.5,22.9
Grapeview,WA,77.0,15.1,1.4,1.5,1.3,3.7,31.4
Grasston,MN,78.5,12.3,0.44999999999999996,2.5,1.65,4.55,31.2
Gravois Mills,MO,75.35,14.25,0.25,2.3499999999999996,2.95,4.75,22.35
Graysville,GA,87.5,7.9,0.3,0.6,1.2,2.6,22.7
Greeley,NE,73.1,9.0,1.0,5.5,0.5,10.9,21.7
Greeleyville,SC,80.1,13.35,1.1,1.6,1.1,2.75,30.55
Green Castle,MO,78.7,9.8,0.0,1.5,0.6,9.4,20.8
Green City,MO,72.6,17.0,0.2,3.5,1.2,5.6,16.8
Green River,WY,77.2,15.4,2.4,2.4,0.9,1.6,21.0
Green Springs,OH,85.3,7.1,0.3,3.9,1.2,2.3,21.0
Greenbush,MI,81.1,9.1,0.4,2.7,2.1,4.6,22.1
Greene,RI,86.1,8.5,1.2,1.0,0.4,2.7,24.5
Greenfield,IL,77.9,11.3,0.2,3.8,1.5,5.3,27.8
Greenfield,MA,77.7,8.5,1.6,4.7,1.5,6.0,23.7
Greenfield,OH,85.2,9.6,0.7,1.6,1.1,1.8,26.3
Greenleaf,ID,78.0,11.1,0.3,1.4,2.6,6.6,24.0
Greenmountain,NC,81.65,10.75,0.0,2.65,0.65,4.35,25.95
Greensboro,VT,76.8,9.7,0.3,4.9,1.1,7.2,24.5
Greensburg,KY,84.3,8.9,0.5,2.6,0.8,2.9,22.7
Greenville,AL,83.1,12.0,0.0,1.05,0.7,3.15,26.25
Greenville,GA,80.5,13.8,0.7,2.6,0.8,1.6,30.4
Greenville,SC,84.4,8.5,0.4,1.6,1.1,4.1,21.8
Greenville,WV,85.4,9.3,0.0,1.4,0.1,3.9,31.6
Greenwich,OH,84.6,8.9,0.9,2.0,0.7,2.9,21.4
Greenwood,AR,83.9,11.2,0.4,1.4,1.2,1.9,17.9
Greenwood,LA,85.9,7.6,1.8,1.3,1.4,2.1,21.1
Greenwood,SC,84.65,9.65,0.30000000000000004,1.7000000000000002,0.75,2.95,24.6
Grey Eagle,MN,75.4,10.7,0.3,4.1,1.7,7.8,23.5
Griffithsville,WV,81.9,10.7,0.1,2.8,3.0,1.7,33.9
Grifton,NC,77.8,16.6,0.8,2.4,0.5,1.9,21.5
Grimes,CA,76.8,14.6,0.3,2.3,1.1,4.9,22.6
Grinnell,KS,80.5,7.6,0.0,5.1,1.4,5.4,12.2
Groom,TX,82.45,10.05,0.1,1.25,0.8,5.35,22.55
Grosse Tete,LA,84.1,10.1,0.5,2.1,1.8,1.5,25.1
Groveport,OH,86.4,8.2,0.1,1.4,0.6,3.3,27.7
Grover Hill,OH,84.2,9.3,0.1,2.2,1.6,2.5,19.1
Groves,TX,87.5,8.0,0.7,1.2,1.1,1.6,19.5
Gruver,TX,83.6,10.4,0.0,0.9,3.0,2.1,14.8
Guanica,PR,82.94999999999999,9.65,0.75,2.7,0.8,3.1,22.25
Guayama,PR,85.7,7.9,0.8,2.7,1.4,1.6,23.2
Guilford,ME,80.4,7.8,0.3,4.3,0.9,6.3,24.4
Gunnison,CO,62.15,13.3,1.5,10.45,6.75,5.800000000000001,16.25
Guntown,MS,85.8,10.7,0.4,0.3,0.5,2.2,24.5
Gurabo,PR,89.6,5.7,0.5,2.3,0.9,1.1,34.5
Gurley,NE,82.0,11.5,0.0,1.7,1.4,3.4,12.7
Guttenberg,IA,82.1,7.7,1.0,3.8,0.9,4.4,16.9
Hadley,MA,70.9,6.5,3.4,9.2,2.1,7.8,23.0
Hagarville,AR,81.8,10.7,0.2,1.7,0.7,4.9,20.4
Hagerstown,IN,84.7,7.4,0.5,2.7,2.0,2.8,19.2
Hagerstown,MD,81.0,9.9,1.1,2.1,1.0,4.8,28.4
Hague,VA,74.0,11.3,0.4,5.0,2.1,7.3,42.5
Haiku,HI,71.0,13.8,2.5,3.4,3.2,6.1,21.3
Haines,AK,58.5,15.4,1.6,8.1,9.0,7.4,8.2
Haleyville,AL,84.9,9.7,0.2,0.9,1.5,2.8,23.9
Hamer,ID,75.19999999999999,15.45,0.85,1.5499999999999998,1.5,5.5,25.15
Hamer,SC,77.0,17.9,0.8,1.3,1.0,1.9,24.5
Hamill,SD,73.8,8.9,0.7,4.3,1.3,11.0,13.7
Hamilton,CO,70.1,17.2,0.7,6.4,1.3,4.3,20.1
Hamilton,IN,84.7,8.9,0.3,2.0,1.4,2.8,22.2
Hamilton,MS,86.9,10.1,0.0,1.2,0.2,1.6,23.7
Hamilton,TX,76.0,14.0,0.0,5.9,0.5,3.6,21.0
Hamilton City,CA,76.2,12.3,0.3,3.6,2.1,5.5,21.8
Hamlin,WV,86.0,8.6,0.2,1.1,0.5,3.6,24.8
Hampshire,TN,74.9,16.5,1.0,0.4,3.6,3.7,27.2
Hampstead,MD,84.7,8.0,1.0,1.2,0.6,4.5,35.2
Hampton,NE,80.3,6.6,0.0,5.3,1.3,6.5,17.9
Hampton,VA,82.5,8.1,2.8,2.5,1.4,2.8,22.2
Hanalei,HI,78.1,10.2,1.0,3.2,1.3,6.1,22.4
Hanover,IN,83.1,8.9,0.3,2.5,1.4,3.8,23.8
Hanover,MA,81.2,7.1,5.1,1.8,0.9,3.9,32.5
Hanover,MD,80.75,7.7,3.65,1.6,1.2,5.15,30.1
Hanston,KS,77.1,9.6,0.0,6.2,1.5,5.6,16.9
Hardeeville,SC,72.7,19.9,0.3,2.5,1.1,3.6,28.4
Hardesty,OK,75.1,19.8,0.0,2.6,1.0,1.6,17.5
Hardin,IL,77.8,13.3,0.6,1.4,1.7,5.2,41.1
Hardin,MT,65.2,14.0,0.5,5.0,1.8,13.4,19.2
Harlem,GA,83.4,9.6,0.0,0.5,3.7,2.8,25.7
Harold,KY,85.1,11.0,0.1,1.6,0.5,1.7,24.6
Harpers Ferry,WV,76.8,12.1,2.5,2.9,0.6,5.0,38.9
Harrell,AR,85.4,7.8,0.3,2.6,0.9,3.0,26.7
Harrellsville,NC,86.3,8.0,0.6,2.9,0.8,1.4,23.6
Harrietta,MI,81.7,9.9,0.2,2.8,1.3,4.1,20.7
Harrington,WA,72.6,8.0,0.2,5.7,3.8,9.7,24.0
Harrisburg,MO,78.9,9.8,1.0,4.3,2.0,3.9,18.1
Harrisburg,NE,59.2,11.6,0.0,10.0,0.0,19.2,25.2
Harrisburg,OR,78.0,11.0,0.5,2.6,2.0,5.8,22.8
Harrison,AR,76.1,17.8,0.3,2.0,0.3,3.5,23.1
Harrisonburg,VA,76.6,9.75,1.5999999999999999,5.6,2.1,4.4,18.6
Harrisonville,MO,83.3,10.3,0.2,0.6,0.9,4.8,27.5
Harrodsburg,KY,84.8,8.4,0.0,1.3,0.7,4.7,24.5
Harrold,SD,82.0,11.5,0.4,3.4,0.7,1.9,10.6
Harrold,TX,80.0,14.6,0.0,1.3,1.1,3.0,13.6
Hart,MI,82.1,8.4,0.7,2.5,1.2,5.0,18.1
Hartford,AL,81.8,12.0,0.0,0.9,1.8,3.4,25.8
Hartland,ME,80.3,11.3,0.1,2.4,2.0,4.0,25.4
Hartland,MN,81.9,9.5,0.9,1.7,2.7,3.3,18.7
Hartland,WI,86.5,6.4,0.6,1.3,0.9,4.2,24.0
Harvey,AR,72.3,18.1,0.2,1.4,1.9,6.0,22.3
Harvey,ND,70.4,8.6,0.0,6.7,1.2,13.1,14.3
Hastings,FL,80.8,8.4,0.2,0.5,2.1,8.1,26.0
Hastings,MI,85.1,8.1,0.1,2.0,0.7,4.1,27.6
Hatillo,PR,92.7,1.2,0.2,3.4,0.0,2.6,26.1
Hattiesburg,MS,81.3,9.45,0.4,2.15,4.949999999999999,1.75,22.799999999999997
Haughton,LA,86.7,6.9,0.3,1.5,1.9,2.7,21.4
Haviland,KS,77.0,6.6,0.0,7.7,1.7,7.0,12.8
Hawkins,WI,76.5,10.3,0.3,4.5,0.8,7.6,21.5
Hawkinsville,GA,85.4,7.4,0.0,5.1,0.2,1.9,21.3
Hawley,PA,81.2,8.9,1.1,2.3,0.8,5.7,30.3
Hawthorne,FL,79.0,13.1,0.7,1.2,1.7,4.3,27.3
Hay Springs,NE,65.8,12.1,0.1,15.4,1.4,5.2,13.7
Hayes,SD,76.4,10.8,0.0,1.7,1.8,9.3,14.8
Hayes Center,NE,62.4,12.3,0.7,8.4,0.2,16.0,21.2
Haymarket,VA,74.1,13.7,5.8,1.4,1.2,3.8,39.6
Hazelton,ND,66.5,2.3,0.0,11.0,2.1,18.1,16.5
Hazen,AR,77.1,13.0,1.1,2.7,0.9,5.1,27.8
Head Waters,VA,72.1,8.5,0.0,13.4,1.0,5.0,21.3
Healy,KS,83.9,7.4,0.0,4.1,0.3,4.3,13.9
Heath,OH,83.0,8.6,0.3,2.6,1.0,4.6,25.3
Hebbronville,TX,71.5,22.6,1.1,3.8,0.0,1.0,32.4
Hebron,KY,85.2,7.9,1.0,1.0,1.1,3.8,24.1
Heflin,AL,79.8,13.1,0.5,1.4,1.1,4.1,27.2
Helena,GA,84.3,6.8,0.3,1.1,5.9,1.5,24.3
Hemingford,NE,73.6,6.550000000000001,0.05,10.15,1.2,8.45,15.35
Hemphill,TX,85.4,5.1,0.2,1.8,1.8,5.8,29.8
Henderson,KY,86.0,8.7,0.5,1.5,0.7,2.5,20.7
Hendersonville,NC,81.2,10.7,0.2,1.6,0.9,5.3,21.6
Henley,MO,84.0,10.5,0.3,1.3,1.4,2.6,17.2
Hennepin,OK,81.4,12.5,0.2,2.7,0.1,3.1,22.5
Henry,SD,82.7,9.5,0.2,1.7,1.1,4.8,14.3
Hensley,AR,84.1,10.1,0.1,1.3,1.5,2.9,30.3
Heppner,OR,76.7,11.0,0.5,4.1,1.0,6.7,18.6
Hereford,TX,80.0,12.2,0.6,2.2,1.2,3.8,15.2
Hernando,FL,82.4,8.1,0.4,1.0,2.5,5.6,24.9
Heron Lake,MN,80.2,8.8,0.2,3.0,1.2,6.7,18.1
Herron,MI,82.2,9.7,0.5,1.6,1.9,4.0,17.6
Herscher,IL,82.7,7.8,1.6,2.9,2.1,3.0,24.0
Hershey,NE,82.8,8.9,0.3,2.4,1.1,4.5,14.6
Hesperia,MI,76.3,11.2,0.1,4.2,1.5,6.7,22.5
Hesston,KS,81.9,9.2,0.1,4.1,1.3,3.4,14.1
Hestand,KY,78.0,12.8,0.6,1.2,0.6,6.7,23.8
Hickman,KY,82.2,7.9,0.5,2.5,2.3,4.6,20.5
Hickman,TN,88.8,7.7,0.0,0.6,0.3,2.6,27.9
Hickory,NC,85.6,8.8,0.1,0.9,1.0,3.6,22.3
Hicksville,OH,87.3,6.7,0.3,2.2,1.1,2.3,20.0
Hico,TX,80.7,11.3,0.4,3.1,1.0,3.6,20.0
Hidalgo,IL,79.7,9.7,0.1,4.4,0.4,5.7,23.7
Higgins,TX,78.6,12.2,0.3,2.4,5.1,1.5,20.1
High Bridge,NJ,82.3,5.5,2.1,1.8,0.7,7.6,32.9
High Point,NC,85.7,9.1,0.2,1.1,0.9,3.0,24.1
High Springs,FL,79.3,14.2,0.6,0.8,1.4,3.5,29.5
Hilham,TN,88.8,7.1,0.0,0.9,1.1,2.1,30.9
Hill,NH,81.1,7.7,0.3,2.7,1.3,6.9,26.1
Hilliard,OH,81.4,8.2,2.6,2.5,1.5,3.9,21.6
Hillsboro,ND,78.3,8.9,0.1,6.2,1.4,5.1,20.7
Hillsdale,NY,77.2,9.0,2.3,4.1,0.7,6.7,26.0
Hilo,HI,74.4,12.3,1.3,2.2,2.2,7.7,25.1
Himrod,NY,70.6,9.8,0.3,8.2,3.4,7.8,22.8
Hines,MN,75.8,11.2,2.0,3.2,1.3,6.5,20.2
Hinsdale,NH,78.7,8.1,0.4,3.2,1.5,8.1,22.5
Hinsdale,NY,80.7,8.6,0.5,5.6,1.6,3.0,21.8
Hitchins,KY,77.8,14.3,0.2,4.9,0.6,2.3,31.4
Hiwassee,VA,85.5,8.8,0.6,1.2,1.5,2.4,22.8
Hixson,TN,83.3,8.2,1.0,2.1,1.3,4.2,21.6
Hobbs,NM,82.7,11.1,0.6,2.0,1.3,2.4,18.5
Hobson,MT,59.6,10.5,0.4,14.3,1.1,14.1,18.3
Hoffman,MN,79.0,6.5,0.6,6.6,1.2,6.1,22.5
Hokah,MN,80.3,7.6,0.5,3.4,1.9,6.2,21.1
Holbrook,ID,76.8,13.8,0.0,2.8,1.0,5.6,24.2
Holcomb,KS,77.4,15.5,0.6,2.3,1.4,2.7,14.9
Holcomb,MO,84.3,10.4,0.2,1.1,1.6,2.4,20.2
Holden,LA,85.1,10.1,0.7,0.5,3.3,0.3,35.2
Holden,UT,75.1,16.2,0.2,3.0,1.4,4.1,16.7
Holdingford,MN,78.6,9.8,0.3,3.2,1.1,7.0,25.7
Holland,IN,85.6,8.3,0.3,1.7,0.5,3.7,19.2
Holland,TX,81.4,11.4,0.3,2.1,1.6,3.2,20.1
Holly,CO,73.8,13.1,0.0,3.9,2.5,6.7,13.2
Holly Ridge,NC,73.7,12.7,0.1,5.6,1.8,6.0,23.7
Holly Springs,NC,79.7,9.1,1.1,1.4,1.3,7.4,24.1
Holmen,WI,80.5,7.8,1.1,4.9,2.7,3.0,17.8
Holt,MI,76.4,8.8,3.2,5.4,2.4,3.9,19.9
Holyoke,CO,74.9,11.7,1.2,8.1,1.2,3.0,14.5
Homer,IN,84.2,9.0,0.2,1.0,0.3,5.3,26.7
Honey Grove,PA,75.8,14.5,0.2,3.4,0.9,5.2,28.8
Hooper,CO,73.0,13.8,0.5,7.7,3.0,2.2,13.7
Hope,AR,79.7,14.2,0.5,1.1,0.8,3.6,20.4
Hope,KY,82.1,14.2,0.1,1.1,1.0,1.6,24.0
Hope,NM,80.9,10.8,0.4,2.2,1.9,3.8,19.5
Hope Valley,RI,84.1,6.5,1.2,2.6,0.9,4.7,25.5
Hopewell,VA,82.8,11.5,0.9,1.0,2.4,1.5,22.1
Hormigueros,PR,86.7,9.1,0.6,2.1,0.1,1.3,21.6
Hornbeak,TN,88.3,5.9,0.2,1.5,1.6,2.4,19.9
Hornell,NY,80.0,10.7,0.7,4.0,1.4,3.1,21.6
Horner,WV,84.7,9.4,0.0,2.1,1.7,2.1,27.0
Horse Cave,KY,81.7,10.4,0.3,1.5,1.0,5.1,20.7
Horseshoe Beach,FL,80.3,9.7,0.0,1.3,1.7,7.0,25.9
Hosford,FL,75.2,14.8,3.4,2.8,2.0,1.8,30.8
Hoskins,NE,78.0,8.1,0.0,4.4,1.4,8.2,15.2
Hosmer,SD,72.8,9.1,0.3,6.2,1.8,9.7,16.9
Houma,LA,81.5,11.3,0.4,1.1,3.3,2.4,23.4
Houston,MS,81.9,12.2,0.0,1.5,2.3,2.2,24.8
Houston,TX,79.2,11.1,2.9,1.5,2.0,3.3,28.2
Hoven,SD,78.3,7.4,0.0,4.7,0.6,9.0,14.1
Howard,KS,71.7,11.9,0.0,4.9,2.6,8.9,25.3
Howard,OH,77.7,10.2,0.3,4.9,1.4,5.5,26.4
Howells,NE,75.1,11.5,0.2,6.0,3.1,4.2,16.6
Hudgins,VA,80.3,9.0,0.2,0.1,3.6,6.8,30.4
Hudson,KY,76.3,16.4,0.6,1.6,1.9,3.2,29.1
Hughes Springs,TX,87.1,6.7,0.2,0.2,0.4,5.4,24.1
Hughesville,MD,80.0,8.4,6.5,1.1,0.7,3.3,42.8
Hughesville,PA,81.9,9.1,1.7,3.5,1.3,2.5,20.2
Hugo,MN,82.1,8.5,3.4,1.1,0.9,4.0,28.1
Hugoton,KS,68.3,23.4,0.2,2.1,2.5,3.5,15.4
Hulett,WY,69.2,10.9,0.6,4.3,2.6,12.5,26.3
Hume,MO,75.3,12.6,0.8,4.1,0.9,6.3,30.6
Humeston,IA,68.9,11.9,0.1,9.3,3.0,6.8,19.9
Humphrey,AR,84.8,8.6,0.5,1.5,2.2,2.4,21.2
Hunnewell,MO,78.2,13.4,0.2,1.9,0.7,5.6,26.2
Hunter,KS,85.2,5.9,0.2,4.0,1.1,3.6,9.7
Huntersville,NC,77.3,9.9,3.4,1.9,1.3,6.1,25.3
Huntley,IL,82.5,7.3,2.9,1.0,0.9,5.5,34.3
Huntsville,AL,86.9,7.1,0.3,1.2,1.5,3.0,20.8
Huntsville,TX,80.15,12.0,0.05,3.25,1.1,3.45,32.9
Huron,SD,71.0,10.8,0.9,1.5,0.3,15.5,22.5
Hurt,VA,84.1,10.3,0.2,0.9,0.9,3.6,25.8
Huson,MT,71.9,10.3,1.8,5.2,5.4,5.5,17.5
Hutchinson,KS,72.8,16.6,0.2,6.7,1.0,2.8,15.6
Hyannis,NE,64.8,10.4,0.0,11.1,2.2,11.6,25.7
Hyde Park,VT,78.9,8.4,0.4,4.8,1.8,5.8,25.5
Hydro,OK,82.8,10.6,0.2,2.6,0.4,3.4,18.3
Hymera,IN,88.6,7.0,0.2,0.9,1.4,1.9,22.7
Idaho Falls,ID,78.3,11.5,2.5,1.7,2.0,4.0,18.8
Idlewild,MI,81.0,10.9,0.2,2.2,1.9,3.8,24.8
Ignacio,CO,71.6,13.4,0.2,3.8,1.7,9.3,20.6
Ilwaco,WA,76.7,12.2,0.5,4.1,2.6,3.9,19.1
Imogene,IA,82.8,6.8,0.1,3.9,1.6,4.8,24.5
Imperial,CA,80.0,10.5,1.1,2.1,2.4,4.0,21.3
Inchelium,WA,69.5,10.8,0.4,11.7,1.5,6.2,21.1
Independence,WV,80.0,13.7,0.3,1.8,0.4,3.9,30.5
Indiahoma,OK,73.4,12.6,0.7,3.5,2.1,7.7,17.1
Indianapolis,IN,81.9,9.7,2.1,1.9,1.4,3.0,23.1
Indianola,MS,82.6,11.1,0.6,3.5,1.5,0.7,18.1
Indianola,NE,78.2,6.7,0.1,3.8,2.8,8.4,11.3
Ingalls,KS,79.3,8.2,0.0,5.6,1.6,5.4,15.6
Ingram,TX,79.1,12.8,0.0,1.5,1.1,5.5,19.7
Interior,SD,60.0,6.3,1.6,14.7,0.5,16.8,13.7
Interlochen,MI,81.4,9.2,0.7,2.3,2.2,4.1,20.4
Inver Grove Heights,MN,81.8,8.0,3.3,1.1,1.0,4.7,24.1
Ione,WA,72.9,15.9,0.0,2.0,1.4,7.8,30.7
Iowa,LA,81.3,12.3,0.0,0.8,3.5,2.0,30.3
Iowa City,IA,66.9,9.1,6.5,9.3,4.1,4.1,18.3
Iron Mountain,MI,86.0,7.6,0.2,2.8,1.2,2.2,16.4
Irons,MI,79.7,10.1,0.7,3.2,1.5,4.9,20.2
Irvine,KY,77.5,17.3,0.0,0.7,1.4,3.1,33.9
Ivins,UT,78.2,11.7,0.5,2.2,2.1,5.2,18.4
Jackson,GA,80.7,12.8,0.0,1.1,0.9,4.4,29.8
Jackson,MO,83.6,9.3,0.4,3.0,1.6,2.1,18.5
Jackson,MS,84.6,9.6,0.6,1.3,1.3,2.6,22.0
Jackson,MT,67.2,9.5,0.1,11.5,2.2,9.5,13.9
Jackson,OH,83.0,11.9,0.3,2.4,0.9,1.6,25.6
Jackson,TN,85.1,6.8,0.8,0.9,2.4,3.9,18.9
Jacksonville,FL,80.5,9.7,1.8,1.2,2.0,4.8,24.0
Jacksonville,GA,87.5,5.7,0.0,1.6,2.3,3.0,21.4
Jacksonville,TX,82.4,13.1,0.0,1.9,1.1,1.4,25.8
Jameson,MO,73.5,13.6,0.1,2.6,4.1,6.1,27.0
Jamestown,IN,86.1,7.0,0.2,0.6,1.4,4.7,24.5
Jamestown,MO,77.5,14.8,0.4,2.1,2.4,2.8,25.2
Janesville,WI,82.0,10.1,0.5,2.1,1.2,4.1,22.9
Jaroso,CO,79.0,8.7,1.3,5.1,0.0,5.9,20.0
Jarratt,VA,84.9,9.3,1.2,1.0,2.2,1.4,22.6
Jarvisburg,NC,84.9,9.5,0.2,1.1,0.9,3.3,35.8
Jasper,AL,84.9,11.0,0.0,0.7,1.8,1.5,26.8
Jasper,AR,75.2,13.7,0.7,3.3,1.3,5.8,36.2
Jasper,FL,82.2,10.2,0.0,1.4,2.5,3.7,22.4
Jasper,GA,79.0,11.7,0.0,1.4,0.9,7.0,29.6
Jayton,TX,72.8,8.3,0.0,13.5,1.8,3.6,9.7
Jayuya,PR,82.0,5.6,0.0,9.1,0.4,3.0,21.7
Jean,NV,78.6,10.4,4.0,1.8,2.2,3.1,24.4
Jefferson,AL,85.5,9.4,0.4,0.8,0.9,3.0,22.1
Jefferson,PA,84.6,9.4,0.1,3.0,0.9,2.1,26.5
Jefferson,TX,79.2,9.3,0.3,3.6,1.7,5.9,28.8
Jeffersonville,VT,78.8,11.6,0.5,3.7,0.9,4.4,25.8
Jenkinsville,SC,85.1,9.5,0.2,1.4,0.4,3.4,29.7
Jennings,KS,74.4,13.5,0.0,5.4,0.5,6.2,15.4
Jennings,OK,79.9,12.2,0.3,3.1,2.0,2.5,27.3
Jerome,MO,79.2,11.4,0.4,3.4,2.3,3.4,18.9
Jersey,AR,79.7,11.6,0.6,0.6,1.9,5.6,22.1
Jersey,VA,83.5,9.8,1.2,0.8,1.5,3.2,35.8
Jersey City,NJ,38.4,7.9,41.0,8.3,1.5,3.0,34.9
Jesup,GA,83.9,9.0,0.2,1.3,3.3,2.2,22.6
Jewett,OH,81.9,10.8,0.1,3.8,0.7,2.7,27.7
Johnson,KS,79.3,8.3,1.6,3.2,1.6,6.0,11.3
Johnson,NE,77.4,10.4,0.0,6.5,0.8,4.9,18.0
Johnson City,NY,79.4,8.3,3.3,4.5,1.1,3.5,19.6
Johnson City,TN,82.9,9.05,0.9,1.1,2.3,3.75,22.2
Johnson Creek,WI,81.3,9.6,0.4,3.5,1.4,3.8,23.2
Johnston City,IL,85.0,9.3,0.4,1.3,1.1,2.8,21.1
Johnstown,PA,82.9,8.9,1.2,2.8,1.6,2.7,23.7
Jones,OK,82.3,11.0,0.5,1.7,1.1,3.4,20.7
Jonesboro,GA,81.6,10.3,1.1,0.7,1.2,5.1,33.2
Jonesboro,LA,83.1,9.0,0.3,1.4,1.9,4.3,30.8
Jonesville,NC,84.6,11.6,0.1,0.9,0.6,2.1,24.6
Jourdanton,TX,78.5,14.6,0.1,1.4,0.3,5.2,29.4
Judsonia,AR,79.9,13.1,0.2,2.8,0.6,3.3,23.1
Juncos,PR,81.2,12.8,1.5,1.5,1.0,2.0,36.2
Junction,TX,73.4,19.8,0.0,1.6,2.3,3.0,17.7
Junction City,KS,78.9,12.5,0.2,3.7,1.4,3.3,22.1
Juneau,AK,68.9,15.9,4.4,5.8,2.2,2.8,15.1
Juneau,WI,84.0,7.8,0.1,2.9,1.4,3.7,22.5
Kadoka,SD,60.1,6.7,0.0,10.8,0.3,22.1,13.1
Kahuku,HI,64.0,14.7,8.4,5.2,4.0,3.7,28.2
Kansas City,KS,80.2,13.8,1.4,1.6,0.9,2.2,21.4
Kansas City,MO,83.95,8.9,0.8,1.15,0.85,4.4,22.75
Karbers Ridge,IL,82.4,7.0,0.8,2.1,1.4,6.2,25.2
Karnak,IL,85.4,7.2,0.8,2.3,2.7,1.7,20.2
Katy,TX,82.3,9.7,1.7,0.6,1.2,4.5,32.0
Kaukauna,WI,84.9,6.9,0.7,2.3,1.7,3.5,19.5
Kearney,NE,79.4,10.7,0.1,4.0,1.5,4.3,14.1
Keatchie,LA,84.8,11.1,0.3,1.0,0.9,1.8,29.5
Keenes,IL,82.6,8.9,0.4,2.3,2.1,3.8,19.8
Kelley,IA,72.8,7.2,6.2,7.4,2.7,3.8,17.6
Kellyton,AL,82.7,12.5,0.3,0.4,0.5,3.7,24.2
Kelso,WA,79.2,12.4,0.2,1.7,1.7,4.8,24.1
Kemah,TX,80.1,10.9,1.2,1.9,2.5,3.4,27.5
Kemp,TX,81.6,12.9,0.4,0.6,1.4,3.1,33.1
Kempner,TX,73.9,17.1,0.1,2.7,3.2,2.9,28.1
Kenai,AK,67.4,11.0,0.7,5.9,8.1,6.8,19.7
Kendrick,ID,75.6,9.6,0.1,6.0,2.1,6.6,28.6
Kenilworth,UT,80.7,13.0,0.6,2.4,0.8,2.6,15.5
Kennard,TX,77.4,11.5,0.6,2.3,1.9,6.3,33.9
Kennedy,AL,86.5,11.1,0.0,0.3,0.2,1.9,28.4
Kennedy,NY,80.9,9.6,0.3,4.5,1.2,3.5,17.9
Kennett,MO,84.3,9.6,0.1,3.4,0.8,1.8,15.8
Kensington,KS,76.1,8.7,0.0,6.6,1.1,7.6,14.8
Kent,NY,83.1,10.0,0.9,1.3,1.8,2.8,24.6
Kent,OH,83.1,8.3,0.7,2.7,0.9,4.3,25.5
Kenton,OH,81.8,9.1,0.3,2.8,1.3,4.7,23.6
Kenton,OK,82.2,5.6,0.0,3.2,2.9,6.1,17.1
Keo,AR,85.1,9.8,0.2,1.5,0.9,2.5,26.5
Keota,OK,78.6,12.5,0.0,3.5,0.6,4.8,25.7
Kermit,TX,84.3,9.6,0.1,1.9,1.6,2.4,21.9
Kernersville,NC,82.0,9.1,1.3,1.6,1.0,5.0,21.3
Kewanee,IL,84.0,9.4,0.1,2.0,1.0,3.4,23.7
Kilmarnock,VA,81.0,8.3,0.7,0.7,1.2,8.1,26.7
Kinderhook,IL,81.7,9.5,0.2,3.6,1.1,3.8,25.3
King And Queen Court Hous,VA,78.8,9.8,0.3,0.0,3.2,7.9,36.0
King Ferry,NY,81.5,8.5,0.9,3.8,1.1,4.1,22.3
King Salmon,AK,65.6,17.3,0.2,8.9,3.0,5.0,10.4
King William,VA,86.4,5.9,0.0,0.5,1.7,5.5,33.3
