City,State,Employed,Unemployment
Sunnyside,WA,82427,6.9
Sunset,LA,31154,6.1
Suquamish,WA,107745,8.0
Surry,VA,3209,10.7
Sutton,AK,40854,9.8
Swanquarter,NC,2326,12.7
Swansea,SC,6455,8.6
Sweet,ID,5789,14.2
Sweetwater,TN,16178,12.5
Sycamore,GA,3158,6.8
Sylacauga,AL,3852,17.0
Sylva,NC,24728,7.3
Symsonia,KY,13051,7.7
Syracuse,KS,1322,2.3
Syracuse,UT,147875,4.2
Tacoma,WA,365152,9.2
Tahoka,TX,2409,10.9
Talala,OK,23028,5.3
Tallahassee,FL,140338,10.6
Talmage,NE,8225,4.6
Tannersville,VA,16752,8.0
Taos Ski Valley,NM,14356,10.7
Tappahannock,VA,5211,8.5
Tarpley,TX,9010,4.8
Taylor,AR,2527,12.5
Taylor,MO,12851,7.2
Taylor,MS,22584,8.4
Taylorsville,KY,21103,5.7
Taylorsville,NC,33837,12.2
Tea,SD,27623,1.9
Teigen,MT,254,6.6
Tekonsha,MI,56687,10.0
Tell,TX,2600,5.2
Terra Bella,CA,170780,12.0
Terre Haute,IN,47334,8.9
Terrebonne,OR,8167,14.4
Terry,MT,543,8.1
The Dalles,OR,10907,9.0
Thedford,NE,385,0.0
Theodosia,AR,3112,12.6
Thornton,WV,6784,9.5
Three Rivers,TX,4140,4.3
Three Springs,PA,18580,8.1
Tignall,GA,3121,9.3
Tilden,NE,3288,1.6
Tilden,TX,324,14.1
Tiline,KY,3840,6.7
Tillar,AR,4355,17.7
Timewell,IL,2772,5.4
Timmonsville,SC,25949,15.9
Tioga,ND,4607,4.7
Tippecanoe,IN,9122,6.0
Tiptonville,KY,1840,10.1
Tobias,NE,3734,4.0
Tokio,TX,4767,6.5
Toledo,IL,4932,7.4
Toledo,OH,193466,11.1
Toluca,IL,5651,6.5
Topeka,KS,84199,6.8
Topton,NC,13351,7.3
Torrey,UT,1254,2.1
Tow,TX,7348,5.8
Townsend,MT,2759,4.5
Trade,TN,6048,9.0
Trail City,SD,1900,24.6
Treloar,MO,14863,8.9
Trenton,MO,4272,4.5
Trenton,NJ,177609,9.4
Tribune,KS,592,2.1
Trimble,TN,16095,6.6
Trinchera,CO,5903,9.2
Trion,GA,37140,18.4
Tripp,SD,3894,5.1
Trout,LA,5354,6.3
Trout Creek,MT,4091,9.3
Troy,NY,155200,6.4
Troy,VA,48206,3.8
Truckee,CA,204089,18.1
Trujillo Alto,PR,28059,7.9
Truman,MN,5676,2.9
Trumbull,NE,15783,5.5
Tuckasegee,NC,17567,6.2
Tullahoma,TN,17027,9.5
Tumacacori,AZ,17246,11.3
Tunkhannock,PA,13003,7.6
Tununak,AK,6232,17.6
Turkey,TX,1214,11.5
Tuscumbia,MO,10832,8.1
Tuthill,SD,1168,14.7
Tuttle,OK,24086,4.3
Tutwiler,MS,3806,19.0
Twin Lake,MI,69673,11.9
Twin Lakes,CO,4126,5.7
Two Dot,MT,917,3.4
Two Harbors,MN,4870,4.8
Tylerton,MD,8103,8.2
Tyndall,SD,2806,0.9
Tyner,NC,4852,12.7
Tyro,VA,6694,5.7
Tyrone,GA,49795,7.6
Ullin,IL,1935,16.2
Ulysses,KS,1930,1.8
Umpire,AR,5596,8.5
Unalaska,AK,3787,2.1
Underwood,IN,9803,11.0
Union,MS,8537,10.5
Union,SC,11086,12.3
Union Point,GA,5952,6.8
Union Star,KY,11311,11.5
Uniontown,AR,25099,7.9
Unionville,IN,69887,6.9
Unionville,MI,23074,9.3
University Park,IA,10859,8.0
Upland,IN,29151,8.8
Upland,NE,1575,3.5
Urbana,IL,101720,6.5
Utica,SD,11348,3.6
Utuado,PR,6819,28.8
Valdosta,GA,51298,30.0
Vale,OR,10595,11.2
Vale,SD,5015,3.0
Vallejo,CA,68587,7.5
Valley Center,KS,239060,6.9
Valley Grove,WV,20291,5.5
Valley Lee,MD,53945,4.8
Valley Springs,AR,15368,8.4
Valley Springs,CA,16248,12.1
Valley Stream,NY,666184,6.4
Vallonia,IN,19885,7.3
Van,TX,95841,7.2
Van Buren,OH,37580,6.9
Van Horn,TX,1020,6.5
Vanderbilt,MI,10733,8.2
Vanderbilt,TX,6251,5.2
Vanleer,TN,2997,8.1
Vanzant,MO,4897,9.0
Varnell,GA,45345,10.3
Varnville,SC,7787,11.0
Vaughn,NM,1301,1.2
Vega Alta,PR,48160,55.599999999999994
Venango,NE,1499,1.7
Ventura,IA,22601,4.4
Venus,PA,23527,8.1
Vernal,UT,15359,5.1
Vernon,NJ,75669,8.2
Vero Beach,FL,53211,12.2
Verona,VA,11297,5.6
Versailles,KY,12748,4.8
Vevay,IN,4314,9.6
Vian,OK,15545,9.8
Vicksburg,MI,122809,9.1
Vicksburg,MS,19554,8.0
Victoria,KS,16045,4.5
Victoria,TX,41513,6.5
Victory Mills,NY,113884,6.0
Vidalia,GA,2692,5.4
Vienna,ME,57787,7.7
Vienna,SD,2874,2.5
Vieques,PR,2860,12.2
Villalba,PR,6795,25.9
Villard,MN,18975,4.5
Ville Platte,LA,10978,10.4
Villisca,IA,1994,3.2
Vincent,KY,1211,8.8
Virginia Beach,VA,214968,6.1
Volborg,MT,6196,3.8
Wa Keeney,KS,1684,1.0
Wabeno,WI,3559,10.1
Waco,NE,7274,2.0
Waddy,KY,22601,8.7
Wakefield,KS,12884,9.2
Walden,CO,764,1.5
Walkerton,IN,46864,9.8
Wall,TX,51528,4.7
Walla Walla,OR,26112,6.4
Wallace,KS,755,5.4
Wallace,NC,24654,11.3
Walland,TN,56262,7.8
Walnut,IL,15539,7.5
Walnut,KS,18643,5.6
Walnut,MS,23212,21.2
Walsenburg,CO,2211,15.0
Walstonburg,NC,8070,11.9
Walton,KS,16472,4.4
Wanchese,NC,18579,6.4
Wann,OK,4248,8.4
Ward Cove,AK,6655,7.9
Warfield,KY,2445,20.6
Warner Robins,GA,12176,9.5
Warren,ME,19270,5.7
Warren,TX,7230,11.5
Warren,VT,31774,4.8
Warsaw,KY,3821,6.0
Wartrace,TN,3045,6.5
Warwick,GA,8633,15.5
Washburn,TN,6792,9.5
Washington,KS,2950,3.1
Washington,KY,7127,6.2
Washington Court House,OH,12385,8.6
Washougal,WA,4742,8.3
Wataga,IL,21475,7.4
Waterloo,AL,39734,7.1
Waterloo,IA,67141,6.6
Waterloo,OH,24489,8.0
Waterproof,LA,1636,15.6
Wathena,KS,3790,5.8
Watkins Glen,NY,8125,6.4
Watrous,NM,1166,5.4
Watseka,IL,13533,7.5
Waubun,MN,2222,9.2
Wauchula,FL,9517,11.0
Waucoma,IA,10050,5.1
Waupaca,WI,36371,7.2
Waurika,OK,2497,6.5
Wautoma,WI,6809,7.6
Waverly,IA,12843,3.9
Waverly,MO,15021,6.9
Waxahachie,TX,74703,6.5
Waycross,GA,7262,8.9
Wayland,MO,3210,4.5
Wayne,OK,10668,4.4
Waynesboro,VA,9655,4.9
Waynesburg,KY,9202,10.5
Waynesville,IL,8066,7.7
Waynetown,IN,7533,8.6
Weatherford,TX,56235,6.1
Weaubleau,MO,3020,12.6
Webb,IA,8504,3.8
Webb City,MO,55374,6.0
Webbville,KY,2088,6.2
Webster,IA,4921,5.1
Weinert,TX,2227,6.9
Weirton,WV,10360,6.4
Welch,TX,4844,9.5
Welcome,MN,10273,3.5
Welda,KS,3593,5.9
Wellington,TX,1345,5.2
Wellman,IA,11358,4.2
Wellston,OH,5060,12.0
Wellsville,MO,5126,9.4
Wellton,AZ,71622,13.1
Wenden,AZ,6386,11.2
West Branch,MI,7661,12.4
West Fargo,ND,94675,3.2
West Harrison,IN,24159,8.1
West Liberty,IA,21210,4.6
West Liberty,KY,3744,9.6
West Liberty,OH,20773,7.6
West Monroe,LA,64578,8.0
West Palm Beach,FL,617902,9.5
West Pawlet,VT,30125,6.6
West Point,IA,16414,8.7
West Salem,IL,2968,8.3
West Salem,OH,54503,4.8
Westcliffe,CO,1390,14.0
Westerville,OH,94424,3.2
Westfield,WI,7457,10.1
Westhope,ND,3369,2.6
Weston,OR,32450,9.4
Westpoint,TN,5703,12.2
Westport,IN,12601,6.3
Westport,SD,1017,6.7
Wewahitchka,FL,5604,10.2
Wheatland,WY,4133,2.4
Wheelersburg,OH,27592,9.6
White City,OR,87699,10.8
White House,TN,82224,6.0
White Lake,MI,606484,7.5
White Mountain,AK,3654,16.5
White Pigeon,MI,22556,9.7
White Sulphur Springs,WV,14116,7.2
Whitehall,MT,9175,11.399999999999999
Whites City,NM,25620,5.8
Whitewater,MT,1767,6.3
Whiting,VT,19530,5.8
Whitman,NE,3271,2.6
Whitney,TX,14271,8.9
Whitwell,TN,17571,15.7
Wibaux,MT,457,3.0
Wichita,KS,31277,5.6
Wichita Falls,TX,55053,6.1
Wilderville,OR,28510,12.3
Wildorado,TX,8501,5.4
Wildrose,ND,1252,0.7
Wildwood,FL,22298,9.0
Willard,NY,15385,5.5
Williams,AZ,64844,8.8
Williams,MN,1975,4.8
Williamsburg,KY,16783,29.2
Williamsburg,MO,19844,5.1
Williamsburg,NM,3971,6.8
Williamsburg,VA,37638,13.6
Williamson,GA,23471,12.4
Williamsville,VT,22336,6.8
Williston,FL,115459,12.0
Willmar,MN,21757,4.8
Willow,OK,2344,4.4
Wilmar,AR,3666,14.2
Wilmington,NC,103718,8.9
Wilmington,NY,17769,7.9
Wilmore,KS,995,5.4
Wilmot,SD,3953,4.1
Wilsey,KS,2819,3.2
Wilson,LA,7165,6.5
Wilton,AR,4805,8.8
Wimberley,TX,87233,6.7
Winamac,IN,5831,7.0
Winchester,KY,15950,7.9
Winchester,OH,10135,13.4
Winchester,VA,53721,11.9
Winder,GA,16227,5.0
Windfall,IN,7195,6.2
Winnebago,NE,2483,14.4
Winnemucca,NV,2101,9.5
Winnsboro,TX,20177,15.5
Winona,KS,1399,3.9
Winslow,IL,21853,9.9
Winter Park,FL,814133,18.5
Winters,TX,4292,3.4
Winterville,GA,11393,8.7
Wister,OK,4068,7.8
Witten,SD,2863,2.1
Wolf Point,MT,920,0.8
Woodburn,IA,4504,5.0
Woodbury,TN,16304,8.0
Woodland,CA,92806,9.0
Woodland,GA,2513,10.6
Woodland,MI,51451,7.8
Woodville,VA,3570,2.9
Woodward,IA,13403,4.7
Worland,WY,6184,10.1
Worthington,IA,9442,3.6
Wray,CO,4878,2.5
Wray,GA,6019,9.7
Wynne,AR,2472,12.4
Wyoming,MN,27553,5.5
Yabucoa,PR,8083,24.3
Yakutat,AK,375,7.9
Yale,SD,9189,2.9
Yancey,TX,19610,6.6
Yazoo City,MS,2678,26.8
Yeso,NM,619,5.2
Yoakum,TX,16856,10.8
York,PA,217393,7.3
Yorkshire,OH,23649,6.7
Young America,IN,17342,8.7
Young Harris,GA,7291,13.0
Youngstown,OH,103169,9.5
Youngsville,LA,116522,6.3
Ypsilanti,MI,176383,7.4
Yuma,CO,2196,5.1
Zachary,LA,215513,7.6
Zalma,MO,5064,4.0
Zebulon,NC,40735,11.9
Zeigler,IL,15510,10.0
Zenda,KS,3509,5.7
Zwingle,IA,9687,4.4
