City,PrivateWork,PublicWork,SelfEmployed,FamilyWork
Pendleton,82.8,11.9,5.2,0.2
Penfield,80.4,13.2,6.3,0.2
Penns Grove,79.7,15.6,4.6,0.1
Penrose,72.1,16.7,11.1,0.1
Pensacola,78.2,15.6,6.0,0.1
Penuelas,61.9,30.5,7.6,0.0
Peoa,80.6,12.7,6.6,0.1
Pequot Lakes,81.1,11.3,7.4,0.2
Peralta,70.6,22.8,6.3,0.4
Perkinston,81.8,12.7,5.3,0.2
Perry,71.25,21.0,7.5,0.25
Peru,69.9,18.6,11.1,0.3
Peterman,77.8,13.0,8.3,0.8
Petersburg,67.13333333333333,26.066666666666666,6.566666666666667,0.19999999999999998
Petrolia,84.9,9.8,5.2,0.1
Pfafftown,83.5,11.4,5.1,0.1
Philadelphia,77.25,17.95,4.5,0.3
Phillips,77.2,13.4,9.1,0.4
Phillipsburg,68.8,19.6,11.6,0.0
Phoenix,82.5,11.7,5.7,0.2
Pickens,74.8,19.1,6.0,0.1
Piedmont,73.4,20.0,6.6,0.0
Pierre Part,83.3,12.6,3.6,0.6
Pine,72.2,23.1,4.6,0.2
Pine Brook,82.8,11.8,5.3,0.1
Pine Grove,64.5,23.4,11.8,0.3
Pine Island,83.8,10.1,6.0,0.1
Pine Mountain,81.8,13.5,4.5,0.2
Pinetop,61.1,31.3,7.4,0.3
Pineville,77.7,18.6,3.6,0.05
Pippa Passes,69.8,23.5,6.5,0.3
Piqua,63.7,22.5,13.4,0.4
Pisek,73.5,15.0,11.1,0.4
Pismo Beach,68.3,19.9,11.4,0.4
Pitkin,68.4,26.549999999999997,4.800000000000001,0.30000000000000004
Pitts,64.6,23.8,11.5,0.1
Pittsburg,73.5,17.9,8.6,0.1
Placerville,71.8,16.8,11.1,0.2
Plain City,77.7,14.2,7.6,0.4
Plainview,79.5,9.4,10.9,0.2
Plainville,66.6,20.9,12.1,0.3
Plano,82.9,13.8,3.1,0.2
Plattsburg,79.2,15.3,4.9,0.6
Plattsburgh,70.6,23.9,5.4,0.1
Pleasanton,71.8,20.6,7.6,0.1
Pleasantville,79.0,16.0,4.8,0.2
Pleasureville,75.9,13.6,10.4,0.2
Plum Branch,61.5,31.6,6.9,0.0
Plum City,78.2,15.0,6.4,0.4
Pocatello,74.05,19.9,5.85,0.2
Point Baker,50.4,37.7,11.8,0.1
Point Comfort,80.5,12.8,6.7,0.1
Polk,84.2,10.9,4.4,0.5
Polkton,75.7,19.7,4.3,0.4
Pollock,64.7,21.7,13.2,0.4
Polo,70.8,19.0,9.7,0.5
Pomeroy,48.5,32.4,19.1,0.0
Pomona Park,83.0,12.1,4.8,0.2
Ponce,69.8,20.4,9.5,0.3
Pond Creek,64.7,17.5,17.7,0.1
Poplar Bluff,77.0,15.7,7.2,0.1
Poplar Grove,69.4,23.6,7.0,0.0
Poplarville,76.7,14.1,8.8,0.4
Poquoson,73.6,20.4,5.5,0.5
Port Charlotte,79.2,12.5,7.7,0.5
Port Huron,83.5,11.2,5.1,0.1
Port Murray,79.5,14.4,6.0,0.1
Port Saint Joe,76.4,17.0,6.4,0.3
Portales,67.3,26.4,6.0,0.4
Porter,76.44999999999999,11.75,11.649999999999999,0.2
Portis,63.4,20.1,14.6,1.9
Portland,80.5,11.25,7.949999999999999,0.3
Portola,60.1,23.9,15.8,0.2
Portsmouth,69.2,26.0,4.8,0.1
Post,70.5,17.5,12.0,0.0
Postville,75.3,11.1,13.2,0.4
Poteau,74.3,18.6,6.8,0.2
Poulan,75.8,18.5,5.7,0.0
Powder River,79.0,15.1,5.8,0.1
Powder Springs,78.9,15.6,5.5,0.0
Powderly,79.2,13.9,6.7,0.2
Powellsville,77.0,17.9,4.8,0.3
Powers Lake,70.8,14.5,14.0,0.6
Powhattan,71.3,16.7,11.9,0.2
Prairie,78.4,14.7,6.8,0.0
Prairie Du Sac,80.44999999999999,13.35,5.8,0.35
Prescott,58.0,28.8,12.7,0.4
Presidio,54.9,33.2,11.3,0.6
Preston,73.03333333333335,21.600000000000005,5.233333333333333,0.13333333333333333
Primghar,77.7,12.0,10.2,0.0
Prince George,67.9,26.6,5.2,0.3
Princeton,73.4,14.9,11.25,0.4
Prosser,79.5,14.8,5.6,0.1
Providence,79.8,12.3,7.5,0.4
Prudenville,79.5,13.9,6.0,0.6
Prudhoe Bay,73.8,25.2,0.9,0.0
Puerto Real,70.6,19.9,9.1,0.3
Pukwana,48.4,49.5,1.8,0.3
Pulaski,75.8,15.5,8.8,0.0
Punta Santiago,61.5,25.9,12.4,0.2
Puryear,72.2,16.8,10.3,0.6
Pyote,79.3,15.0,5.3,0.4
Quakertown,87.0,8.5,4.4,0.1
Quebradillas,66.7,24.1,9.3,0.0
Quenemo,76.4,17.5,6.0,0.2
Quincy,67.55000000000001,24.35,8.05,0.05
Quitman,75.4,15.3,8.9,0.4
Racine,84.8,10.8,4.3,0.1
Radford,76.4,19.0,4.2,0.3
Rainbow,79.8,14.5,5.5,0.3
Raleigh,76.8,15.9,7.0,0.3
Ralls,72.7,17.3,9.4,0.6
Ralston,78.6,12.649999999999999,8.65,0.15000000000000002
Ranburne,76.3,15.3,8.4,0.0
Randolph,72.56666666666668,15.600000000000001,11.5,0.3333333333333333
Rapid City,76.55000000000001,16.25,7.1499999999999995,0.05
Raquette Lake,63.2,30.6,6.0,0.2
Ratliff City,82.0,12.2,5.6,0.2
Ravenden,79.2,13.6,6.7,0.5
Ravenna,77.1,16.4,6.5,0.0
Ray City,74.0,21.5,4.3,0.2
Rayville,78.7,16.0,5.2,0.1
Raywick,76.4,15.1,8.1,0.4
Red Boiling Springs,77.1,13.4,9.4,0.1
Red Bud,79.0,15.3,5.4,0.2
Red Cloud,66.5,16.9,15.7,0.8
Red Springs,73.4,20.9,5.5,0.15
Red Valley,50.2,45.0,4.7,0.1
Redmond,77.2,11.7,10.9,0.2
Redvale,75.5,12.0,12.0,0.5
Redwood Falls,77.1,10.2,12.3,0.3
Reed Point,67.6,16.7,13.6,2.0
Reedy,76.3,16.2,7.4,0.2
Reelsville,78.4,15.4,6.1,0.1
Refugio,75.2,13.9,9.8,1.2
Regent,61.8,16.1,20.9,1.2
Register,69.5,22.6,7.6,0.3
Reinbeck,76.8,13.3,10.0,0.0
Reliance,81.6,12.7,5.7,0.0
Rembert,74.0,20.1,5.8,0.1
Remsen,77.4,12.5,9.7,0.4
Renick,79.5,14.1,6.3,0.1
Reno,79.3,14.8,5.8,0.1
Rensselaer,84.5,10.0,5.5,0.1
Resaca,83.7,10.9,4.5,0.9
Reserve,62.4,17.4,19.0,1.2
Rice,74.8,17.3,7.8,0.2
Riceboro,73.2,20.9,6.0,0.0
Richards,79.2,15.0,5.7,0.1
Richburg,80.0,15.6,4.3,0.1
Richey,73.8,15.2,10.5,0.5
Richfield,72.5,13.2,13.3,1.0
Richfield Springs,72.2,17.6,9.5,0.6
Richmond,79.9,16.0,3.95,0.1
Richton,75.9,18.6,5.4,0.1
Richview,79.7,12.6,7.0,0.6
Ridgeville,70.6,20.4,8.8,0.2
Ridgeway,68.0,22.1,9.3,0.7
Ridgway,76.69999999999999,14.7,8.2,0.35
Rifle,74.5,19.3,6.0,0.2
Rincon,73.7,18.633333333333336,7.633333333333333,0.0
Ringgold,75.3,20.5,4.2,0.0
Ringling,63.9,16.5,18.0,1.7
Ripon,78.8,14.6,6.4,0.2
Rising City,75.6,13.3,11.0,0.1
Rising Sun,77.5,17.9,4.6,0.0
Riverside,79.1,13.6,7.0,0.4
Rivervale,78.8,13.7,7.5,0.0
Riviera,69.5,25.9,4.4,0.2
Roanoke,81.825,14.075,4.05,0.025
Roaring Spring,82.7,12.8,4.3,0.2
Roaring Springs,65.6,21.6,12.9,0.0
Robersonville,78.4,15.8,5.7,0.2
Roberts,77.69999999999999,12.55,9.3,0.45
Robins,85.5,9.9,4.5,0.1
Robinson,80.6,13.5,5.7,0.2
Robstown,76.6,16.3,6.9,0.2
Rochelle,57.1,32.1,10.7,0.2
Rocheport,70.2,20.2,9.4,0.2
Rochester,70.85,23.3,5.699999999999999,0.1
Rock Island,62.9,27.5,9.6,0.0
Rockford,82.76666666666667,10.266666666666667,6.733333333333334,0.26666666666666666
Rockville,71.8,21.7,6.4,0.1
Rockwood,74.5,18.9,6.4,0.1
Rogers,78.2,11.8,9.850000000000001,0.1
Rogerson,75.4,11.8,9.3,3.6
Rolla,66.3,21.7,12.0,0.0
Rolling Fork,77.7,15.4,6.9,0.0
Roma,68.2,22.5,8.6,0.6
Rome City,86.0,9.0,4.8,0.3
Romney,79.4,16.8,3.7,0.1
Roopville,79.0,14.1,6.7,0.2
Roper,76.5,17.3,6.0,0.2
Roscommon,73.2,19.2,7.1,0.5
Roseau,82.9,10.5,6.5,0.2
Roseboro,72.0,23.4,4.6,0.0
Roseglen,65.8,17.9,15.4,0.9
Roseville,73.5,16.9,9.2,0.5
Rossburg,82.6,9.6,7.4,0.5
Rosston,68.6,22.6,8.8,0.0
Rossville,78.6,12.8,8.5,0.1
Rotan,72.0,18.1,9.4,0.5
Rowlett,76.9,16.2,6.7,0.2
Roxie,70.5,22.2,7.2,0.0
Rufus,71.7,17.4,10.2,0.7
Rugby,69.6,11.25,18.9,0.25
Rumely,73.9,20.3,5.7,0.1
Runnemede,82.0,13.8,4.0,0.1
Rupert,67.0,25.3,7.7,0.0
Russell,74.7,14.7,9.75,0.85
Russell Springs,75.1,16.3,8.2,0.5
Russellville,80.56,12.6,6.659999999999999,0.14
Ruston,72.6,22.4,4.85,0.2
Ruth,79.6,14.5,5.6,0.2
Rutherfordton,76.8,12.6,10.5,0.1
Ruthville,77.2,18.7,3.9,0.1
Rutledge,73.1,13.05,13.35,0.5
Sabana Grande,67.2,29.8,3.0,0.0
Sacramento,73.8,16.4,9.6,0.1
Sacred Heart,77.8,12.0,10.1,0.1
Sadieville,80.05,14.55,5.3,0.05
Safford,73.69999999999999,22.0,4.25,0.05
Saginaw,84.3,11.1,4.4,0.2
Saint Ansgar,75.0,12.5,11.7,0.8
Saint Bonifacius,84.9,10.1,4.8,0.1
Saint Clair,84.7,9.0,6.1,0.2
Saint Clair Shores,86.5,9.6,3.8,0.1
Saint Hilaire,82.9,9.3,7.6,0.2
Saint John,44.3,46.6,8.7,0.3
Saint Louis,84.85,10.65,4.3,0.15000000000000002
Saint Marks,60.9,34.8,4.0,0.2
Saint Mary,83.9,9.3,6.7,0.1
Saint Marys,68.05,25.6,6.05,0.30000000000000004
Saint Onge,76.0,17.3,6.7,0.0
Saint Paris,81.0,13.1,5.9,0.0
Saint Paul,81.8,13.7,4.4,0.1
Saint Petersburg,83.7,10.9,5.2,0.2
Saint Simons Island,76.9,17.1,5.7,0.3
Saint Vincent,69.2,19.0,11.6,0.2
Salem,74.5,17.150000000000002,8.1,0.25
Salemburg,78.8,13.9,7.0,0.3
Salina,72.6,18.4,8.6,0.3
Salinas,72.65,20.2,7.1,0.1
Salisbury,80.7,13.4,5.8,0.2
Salt Lake City,82.1,13.3,4.5,0.1
Saltillo,72.9,15.5,11.6,0.0
Saluda,75.4,18.2,6.1,0.3
Salvisa,66.7,26.5,6.8,0.1
Salyersville,74.0,22.7,2.9,0.4
San Acacia,59.7,32.9,7.4,0.0
San Angelo,57.9,21.1,18.5,2.5
San Augustine,82.0,9.7,8.3,0.0
San Bernardino,76.4,16.7,6.7,0.2
San Francisco,79.9,11.3,8.7,0.1
San German,66.5,24.0,9.15,0.30000000000000004
San Juan,67.96666666666667,19.633333333333333,12.299999999999999,0.13333333333333333
San Lorenzo,71.5,22.2,6.2,0.1
San Rafael,73.8,10.8,15.4,0.1
San Sebastian,64.6,23.7,10.9,0.9
San Ygnacio,73.3,18.1,8.7,0.0
Sand Lake,82.5,11.6,5.6,0.3
Sanders,71.2,12.4,11.9,4.5
Sanderson,73.2,22.3,4.4,0.1
Sandy Hook,74.6,18.05,6.449999999999999,0.95
Sandy Ridge,78.5,14.3,7.2,0.0
Sanford,76.6,18.3,4.9,0.25
Santa Barbara,75.5,16.2,8.0,0.3
Santa Fe,66.6,20.7,12.4,0.2
Santa Rosa,75.6,12.7,11.6,0.2
Santa Teresa,67.9,24.8,7.1,0.1
Sarahsville,78.7,15.2,6.1,0.0
Sarasota,81.6,9.7,8.5,0.2
Sardis,78.3,14.3,7.3,0.1
Satanta,71.6,17.5,10.0,0.9
Saucier,72.5,21.3,6.2,0.0
Sauk Rapids,82.9,11.2,5.7,0.2
Saulsbury,70.7,22.0,7.2,0.0
Savage,80.7,10.1,8.9,0.3
Savannah,78.7,15.8,5.3,0.2
Savonburg,72.8,17.8,9.1,0.2
Sawyer,71.6,20.4,7.8,0.1
Saxe,72.2,22.8,5.0,0.0
Scandia,69.5,16.0,14.1,0.4
Schellsburg,81.0,10.8,7.9,0.4
Schlater,72.0,21.9,6.0,0.1
Scobey,57.0,20.7,22.3,0.0
Scottown,81.3,13.1,5.5,0.2
Scotts Hill,76.9,13.8,9.3,0.0
Scottsville,76.76666666666667,14.933333333333332,8.066666666666668,0.2333333333333333
Seal Beach,81.8,10.2,7.8,0.2
Seattle,81.7,12.4,5.7,0.2
Sebasco Estates,76.5,14.4,9.1,0.0
Secor,83.3,10.6,6.0,0.1
Sedalia,79.6,12.5,7.75,0.1
Sedgwick,66.2,21.2,12.0,0.6
Selby,75.3,15.8,8.6,0.3
Selfridge,32.9,56.8,10.2,0.1
Selinsgrove,81.0,10.9,7.7,0.3
Selmer,72.7,17.3,10.0,0.1
Seminary,78.4,15.6,5.9,0.1
Seneca,76.6,16.7,6.4,0.2
Seney,76.7,18.1,5.1,0.1
Senoia,80.8,14.2,4.8,0.2
Sentinel,71.6,17.3,10.7,0.4
Sextons Creek,69.0,24.8,5.7,0.5
Seymour,62.0,16.6,21.5,0.0
Shady Dale,77.4,14.4,8.1,0.1
Shalimar,73.7,20.1,6.1,0.1
Shallowater,77.1,15.6,7.1,0.3
Shambaugh,75.9,15.4,8.4,0.3
Sharon,78.9,14.3,6.6,0.2
Sharon Grove,73.7,15.4,10.3,0.6
Shattuck,66.5,20.8,11.5,1.2
Shawnee,67.9,25.6,6.3,0.2
Shawsville,72.6,17.0,10.4,0.0
Sheboygan,86.8,8.7,4.4,0.1
Shellsburg,79.5,13.0,7.4,0.1
Shelton,81.6,9.8,8.4,0.1
Sheridan Lake,50.9,35.3,13.8,0.0
Shermans Dale,76.6,16.6,6.4,0.4
Sherwood,81.1,12.1,6.5,0.3
Shields,75.5,15.7,8.6,0.2
Shippenville,78.8,14.2,6.7,0.4
Shipshewana,84.1,6.6,8.7,0.6
Shirley,62.9,19.2,17.7,0.2
Shoshone,71.4,17.5,10.5,0.6
Shuqualak,72.8,16.1,10.0,1.0
Sibley,76.8,11.2,11.7,0.2
Sidney,75.44999999999999,16.7,7.8,0.05
Sikeston,81.1,12.0,6.7,0.2
Silver City,70.36666666666666,21.900000000000002,7.3999999999999995,0.3
Silver Creek,75.4,11.2,13.1,0.2
Silverton,62.9,23.6,12.4,1.1
Simpson,74.8,18.0,6.5,0.7
Singer,75.2,18.9,5.8,0.0
Sioux Falls,86.1,9.2,4.6,0.1
Sitka,60.1,28.2,11.7,0.0
Skagway,68.2,22.5,7.5,1.8
Skamokawa,63.4,27.4,9.2,0.0
Skidmore,72.5,16.1,11.05,0.35
Slaterville Springs,78.4,13.6,7.8,0.2
Sledge,82.6,15.6,1.7,0.1
Slinger,87.7,8.2,4.1,0.1
Smartville,69.0,21.5,9.3,0.2
Smelterville,76.9,15.8,6.8,0.4
Smithburg,72.7,21.6,5.7,0.0
Smithfield,77.5,17.4,5.0,0.1
Smithville,74.1,19.65,5.699999999999999,0.6
Sneedville,64.4,22.1,13.5,0.0
Snelling,76.7,16.2,7.0,0.2
Snook,69.4,21.7,8.4,0.5
Snyder,77.7,16.2,6.0,0.1
Social Circle,70.8,20.3,8.2,0.8
Soddy Daisy,69.1,20.4,10.3,0.2
Soldier,77.0,13.1,9.4,0.5
Solon Springs,80.9,14.4,4.6,0.1
Somerset,79.3,15.9,4.8,0.0
Somerville,84.6,11.0,4.3,0.1
Sondheimer,74.1,21.8,4.1,0.0
Sonora,76.5,14.6,8.6,0.3
Sorento,82.1,11.6,6.0,0.3
Sour Lake,80.0,15.7,4.2,0.1
South Beloit,85.0,10.4,4.5,0.2
South Bend,85.9,9.4,4.6,0.1
South Fork,68.6,18.8,12.6,0.0
South Plains,73.8,16.8,9.2,0.1
South Portsmouth,79.9,15.0,5.0,0.1
South Sioux City,87.3,7.3,5.2,0.2
Southport,73.2,13.7,12.9,0.1
Sparks,72.9,16.4,10.7,0.0
Sparta,68.85,26.45,4.65,0.0
Spearville,81.6,12.6,5.4,0.4
Speedwell,78.55,15.65,5.65,0.1
Spencer,74.4,21.5,3.4,0.7
Spirit Lake,79.3,9.6,10.9,0.2
Spiritwood,75.4,15.8,8.2,0.6
Spotsylvania,72.4,23.1,4.4,0.1
Spring Hill,80.3,13.7,5.9,0.1
Spring Lake,85.8,9.1,4.9,0.1
Springdale,78.7,14.7,6.3,0.3
Springfield,70.64000000000001,20.279999999999998,8.52,0.5400000000000001
Springport,81.3,11.7,6.8,0.3
Spruce Pine,78.0,16.9,5.1,0.0
Squaw Lake,77.5,15.7,6.3,0.5
Stafford,63.1,22.7,13.5,0.7
Stanardsville,71.2,21.5,7.2,0.1
Stanberry,72.7,16.4,10.2,0.7
Stanchfield,83.2,11.3,5.4,0.1
Stanley,76.0,17.6,6.3,0.1
Stanton,75.7,17.6,6.2,0.6
Staples,78.8,12.5,8.6,0.1
Stapleton,75.46666666666668,15.633333333333333,8.466666666666667,0.4000000000000001
Star,71.3,19.5,9.0,0.2
Starbuck,77.7,13.3,8.5,0.5
Starkville,60.4,36.2,2.9,0.5
Staten Island,74.1,21.4,4.4,0.1
Statenville,78.8,12.7,8.5,0.0
Statesville,81.0,12.3,6.5,0.2
Statham,82.2,13.4,4.3,0.1
Steamboat Rock,77.0,13.7,8.9,0.3
Steamboat Springs,83.3,9.2,7.4,0.1
Steens,74.8,19.6,5.5,0.1
Stephan,66.0,19.2,13.4,1.4
Stephens,76.1,19.6,4.3,0.1
Sterling,79.95,15.149999999999999,4.7,0.2
Sterling City,64.5,20.9,14.6,0.0
Stet,69.9,16.0,13.3,0.8
Stevenson,75.1,17.1,7.7,0.0
Stewart,63.9,31.3,4.5,0.3
Stilwell,77.15,16.4,6.25,0.25
Stinnett,80.2,13.9,5.8,0.1
Stockport,79.6,9.3,10.5,0.5
Stockton,74.8,16.75,8.05,0.44999999999999996
Stone Harbor,72.9,20.8,6.0,0.3
Stone Lake,69.1,19.9,10.3,0.7
Stoneville,80.6,13.3,5.9,0.2
Stony Point,80.6,14.0,5.25,0.1
Stowell,77.9,15.9,6.1,0.1
Strafford,79.6,11.9,8.4,0.1
Strandburg,71.8,11.9,16.3,0.0
Strasburg,82.6,11.6,5.6,0.2
Stratford,75.93333333333334,16.2,7.566666666666667,0.30000000000000004
Strawn,76.7,14.1,9.0,0.2
Streetman,73.6,19.0,7.3,0.2
Stringtown,68.3,22.9,8.3,0.4
Stuart,81.7,11.4,6.7,0.2
Suamico,84.6,11.0,4.3,0.1
Sudlersville,72.6,19.8,7.6,0.1
Suffolk,71.7,24.1,4.1,0.1
Sugar City,74.85,18.95,6.05,0.1
Sula,71.3,15.0,13.1,0.5
Sulligent,79.6,15.5,3.9,0.9
Sullivan,76.45,16.35,7.0,0.15000000000000002
Sulphur,80.1,14.7,5.0,0.2
Sulphur Springs,76.7,13.2,9.8,0.3
Summerfield,75.1,13.8,10.8,0.3
Summersville,70.8,21.0,7.9,0.3
Summertown,75.8,14.8,9.0,0.5
Summit,72.36666666666667,16.7,10.333333333333334,0.5666666666666667
Sumner,72.3,14.5,13.0,0.2
Sunburg,72.5,14.8,12.4,0.3
Sunbury,78.25,17.299999999999997,4.3,0.15
Sundance,70.2,20.2,8.3,1.3
Sunnyside,78.6,16.9,4.3,0.1
Sunset,77.7,16.2,5.9,0.1
Suquamish,65.3,27.6,7.0,0.1
Surry,77.2,18.2,4.6,0.0
Sutton,70.6,21.5,7.8,0.2
Swanquarter,55.0,27.0,18.1,0.0
Swansea,73.2,20.5,6.3,0.0
Sweet,67.2,20.5,10.8,1.5
Sweetwater,81.8,11.2,6.9,0.1
Sycamore,76.1,16.1,7.8,0.0
Sylacauga,76.6,17.5,5.9,0.0
Sylva,75.6,16.2,7.8,0.4
Symsonia,78.1,15.0,6.6,0.2
Syracuse,70.65,17.9,11.0,0.39999999999999997
Tacoma,75.9,18.7,5.3,0.1
Tahoka,65.9,21.7,12.5,0.0
Talala,80.5,13.4,5.9,0.2
Tallahassee,64.4,31.2,4.3,0.1
Talmage,75.5,15.9,8.4,0.1
Tannersville,76.2,17.6,5.9,0.3
Taos Ski Valley,67.4,19.7,12.9,0.0
Tappahannock,77.6,17.7,4.4,0.3
Tarpley,69.2,19.0,11.6,0.3
Taylor,71.13333333333334,19.833333333333332,8.2,0.8666666666666667
Taylorsville,79.9,13.7,6.2,0.15000000000000002
Tea,83.3,10.8,5.9,0.0
Teigen,57.9,22.0,18.9,1.2
Tekonsha,83.7,11.9,4.3,0.1
Tell,62.0,31.7,6.1,0.2
Terra Bella,76.8,16.5,6.5,0.3
Terre Haute,83.8,12.6,3.6,0.1
Terrebonne,69.9,23.3,6.7,0.1
Terry,46.4,23.6,27.4,2.6
The Dalles,74.8,16.8,8.3,0.1
Thedford,57.9,22.3,19.2,0.5
Theodosia,77.1,13.8,9.1,0.0
Thornton,79.2,16.1,4.7,0.0
Three Rivers,73.5,14.2,12.1,0.2
Three Springs,77.8,15.1,7.0,0.2
Tignall,76.4,16.8,6.8,0.1
Tilden,65.1,20.1,14.05,0.8
Tiline,80.2,13.9,5.9,0.0
Tillar,69.9,25.7,4.5,0.0
Timewell,73.8,17.4,8.8,0.0
Timmonsville,79.8,14.5,5.5,0.3
Tioga,58.2,27.2,12.1,2.4
Tippecanoe,81.3,10.4,7.8,0.5
Tiptonville,63.1,29.9,6.4,0.5
Tobias,71.8,12.1,15.8,0.3
Tokio,70.2,19.7,9.8,0.3
Toledo,81.30000000000001,11.7,6.550000000000001,0.5
Toluca,81.0,10.6,7.8,0.6
Topeka,75.3,20.0,4.6,0.1
Topton,74.4,14.2,10.6,0.8
Torrey,68.0,21.1,10.9,0.0
Tow,72.0,11.4,16.4,0.2
Townsend,65.3,21.4,12.7,0.6
Trade,65.6,24.8,9.4,0.2
Trail City,34.9,49.2,14.7,1.2
Treloar,85.0,9.2,5.5,0.3
Trenton,76.4,16.9,6.3,0.35
Tribune,64.2,19.1,16.6,0.2
Trimble,77.1,16.4,6.3,0.2
Trinchera,67.3,23.5,9.0,0.1
Trion,80.8,12.35,6.45,0.39999999999999997
Tripp,63.9,23.3,12.3,0.5
Trout,73.3,20.4,6.1,0.3
Trout Creek,61.7,16.3,21.4,0.6
Troy,69.0,24.85,6.0,0.1
Truckee,71.6,15.5,12.600000000000001,0.35
Trujillo Alto,68.9,21.0,10.1,0.0
Truman,79.7,11.2,8.5,0.7
Trumbull,78.6,13.3,7.9,0.2
Tuckasegee,67.4,24.6,7.9,0.1
Tullahoma,75.4,17.0,7.4,0.2
Tumacacori,68.0,20.5,11.0,0.5
Tunkhannock,85.1,8.3,6.4,0.1
Tununak,53.2,44.8,2.0,0.0
Turkey,70.9,15.0,10.1,4.0
Tuscumbia,73.8,15.9,9.6,0.7
Tuthill,44.9,36.6,17.6,0.9
Tuttle,76.2,17.2,6.4,0.1
Tutwiler,68.5,23.7,7.5,0.3
Twin Lake,84.2,11.0,4.7,0.1
Twin Lakes,72.5,19.6,7.9,0.0
Two Dot,51.4,9.5,33.0,6.1
Two Harbors,74.8,17.4,7.8,0.1
Tylerton,65.8,29.2,4.9,0.1
Tyndall,61.0,21.1,17.4,0.6
Tyner,65.1,23.6,10.7,0.7
Tyro,69.1,16.1,14.2,0.6
Tyrone,79.2,15.8,4.9,0.1
Ullin,71.4,22.5,6.0,0.1
Ulysses,65.3,24.2,10.0,0.5
Umpire,77.5,15.1,7.4,0.0
Unalaska,77.9,18.9,3.2,0.0
Underwood,84.6,11.7,3.4,0.3
Union,75.75,18.55,5.550000000000001,0.15
Union Point,80.9,13.4,5.6,0.1
Union Star,75.2,21.5,3.3,0.0
Uniontown,80.4,14.7,4.8,0.1
Unionville,77.15,16.6,6.05,0.15000000000000002
University Park,81.6,10.5,7.2,0.6
Upland,75.25,15.399999999999999,9.100000000000001,0.2
Urbana,65.8,29.1,5.0,0.1
Utica,77.2,14.8,7.9,0.1
Utuado,58.0,34.0,7.3,0.7
Valdosta,73.5,19.7,6.6,0.25
Vale,70.3,17.25,11.75,0.7
Vallejo,76.8,12.5,10.5,0.1
Valley Center,82.8,12.5,4.6,0.1
Valley Grove,81.3,14.7,3.9,0.1
Valley Lee,65.8,30.1,4.1,0.1
Valley Springs,71.6,16.45,11.4,0.55
Valley Stream,78.0,16.4,5.5,0.1
Vallonia,86.0,8.6,5.2,0.2
Van,80.9,12.7,6.3,0.1
Van Buren,86.2,9.0,4.7,0.1
Van Horn,74.7,19.1,6.2,0.0
Vanderbilt,79.15,12.899999999999999,7.300000000000001,0.65
Vanleer,66.8,19.2,13.9,0.1
Vanzant,80.2,11.7,7.8,0.3
Varnell,86.6,9.4,3.9,0.0
Varnville,71.5,20.5,7.6,0.4
Vaughn,56.7,38.4,4.3,0.5
Vega Alta,73.7,20.7,5.433333333333333,0.16666666666666666
Venango,59.0,21.7,18.7,0.7
Ventura,82.5,10.9,6.3,0.2
Venus,77.4,15.7,6.6,0.2
Vernal,78.6,16.3,4.7,0.4
Vernon,78.8,14.3,6.7,0.1
Vero Beach,80.8,12.9,6.1,0.2
Verona,71.7,22.2,5.9,0.2
Versailles,77.6,15.0,7.3,0.1
Vevay,79.0,14.8,6.2,0.0
Vian,72.9,20.2,6.6,0.3
Vicksburg,77.25,17.9,4.7,0.15000000000000002
Victoria,77.44999999999999,15.25,7.05,0.25
Victory Mills,76.2,18.1,5.6,0.1
Vidalia,74.7,19.2,6.1,0.0
Vienna,73.4,15.65,10.6,0.35
Vieques,44.5,41.6,13.6,0.3
Villalba,59.2,27.5,13.1,0.2
Villard,79.0,13.1,7.7,0.2
Ville Platte,78.6,14.5,6.9,0.0
Villisca,72.9,12.8,13.9,0.4
Vincent,53.2,35.5,11.3,0.0
Virginia Beach,74.1,21.4,4.5,0.1
Volborg,72.4,17.4,10.1,0.2
Wa Keeney,66.6,20.7,12.5,0.2
Wabeno,64.0,25.3,10.6,0.0
Waco,76.8,13.1,10.0,0.1
Waddy,60.2,34.1,5.5,0.1
Wakefield,60.0,35.1,4.5,0.4
Walden,66.2,24.2,8.6,0.9
Walkerton,84.0,11.1,4.8,0.1
Wall,76.8,16.5,6.6,0.1
Walla Walla,74.2,19.1,6.5,0.2
Wallace,67.2,17.55,14.8,0.45
Walland,79.6,13.2,7.0,0.1
Walnut,77.675,15.45,6.675000000000001,0.22499999999999998
Walsenburg,63.2,24.2,12.2,0.5
Walstonburg,76.2,18.4,5.3,0.1
Walton,81.3,13.3,5.1,0.2
Wanchese,74.6,14.3,10.9,0.2
Wann,79.2,15.1,5.5,0.3
Ward Cove,62.7,29.5,7.3,0.6
Warfield,74.2,21.0,4.8,0.0
Warner Robins,72.8,21.2,6.0,0.1
Warren,73.33333333333333,16.866666666666667,9.566666666666668,0.2333333333333333
Warsaw,82.4,12.6,4.6,0.5
Wartrace,74.4,14.3,10.7,0.5
Warwick,70.5,20.7,8.6,0.1
Washburn,75.6,13.0,9.8,1.6
Washington,75.2,16.5,8.0,0.25
Washington Court House,79.7,13.4,6.6,0.3
Washougal,73.1,20.4,6.3,0.2
Wataga,81.6,12.4,5.9,0.1
