City,Hispanic,White,Black,Native,Asian,Pacific
Leeds,2.2,42.1,0.0,54.5,0.1,0.1
Leesburg,23.0,57.2,17.1,0.1,0.3,0.0
Leicester,2.4,94.1,1.9,0.2,0.5,0.0
Leitchfield,1.2,95.5,1.2,0.2,0.2,0.0
Lemoyne,0.0,98.9,0.0,0.0,0.0,0.0
Lena,6.95,72.7,18.7,0.35,0.65,0.0
Lenoir City,7.7,88.9,1.3,0.2,0.8,0.1
Lenore,0.4,96.0,1.4,0.1,0.4,0.0
Leonard,1.6,95.7,0.6,0.6,0.3,0.0
Leoti,29.3,68.5,0.0,0.1,0.3,0.0
Leroy,1.6,95.3,0.8,0.6,0.3,0.0
Leslie,1.9,94.1,0.3,1.1,1.1,0.0
Letcher,0.7,97.9,0.2,0.1,0.6,0.0
Letohatchee,0.3,25.3,74.1,0.0,0.0,0.0
Lettsworth,2.4,60.2,35.9,0.2,0.3,0.0
Levan,4.4,92.7,0.1,0.9,0.3,0.3
Lewis,19.6,78.0,0.9,0.0,0.3,0.0
Lewisport,1.4,96.0,1.0,0.0,0.0,0.0
Lewiston,10.3,84.1,0.7,0.5,2.2,0.3
Lewistown,0.8,94.5,0.2,1.5,0.7,1.5
Lexington,5.8999999999999995,77.63333333333334,10.733333333333334,0.06666666666666667,3.5333333333333337,0.0
Liberty,1.25,96.8,0.1,0.05,0.3,0.0
Lidgerwood,2.6,94.6,1.1,0.6,0.6,0.0
Lima,2.05,89.05,6.25,0.25,0.6,0.0
Lincoln,3.975,86.80000000000001,4.175,0.8749999999999999,1.425,0.05
Linden,2.1500000000000004,93.94999999999999,1.65,0.30000000000000004,0.5,0.05
Lineville,1.0,96.7,0.5,0.3,0.1,0.0
Linn,3.9,79.6,10.7,0.4,0.3,0.0
Linneus,1.8,95.5,0.5,0.1,0.2,0.0
Lisbon,1.4,94.4,2.2,0.1,0.3,0.0
Lisbon Falls,1.7,91.5,1.3,0.1,0.8,0.0
Litchfield,2.025,95.85,0.7,0.25,0.325,0.025
Lithonia,9.1,29.7,53.0,0.2,5.7,0.0
Little Eagle,0.6,30.9,0.3,66.8,0.3,0.0
Little Falls,39.1,43.3,11.0,0.1,5.2,0.0
Little Mountain,7.3,60.2,30.0,0.2,0.6,0.1
Little River,4.5,83.1,9.5,0.6,0.7,0.0
Little Suamico,1.6,95.5,0.2,1.0,0.4,0.0
Littlefork,0.1,93.7,0.9,3.3,0.6,0.0
Livingston,3.3,88.7,6.1,0.3,0.4,0.0
Loachapoka,3.7,68.2,23.0,0.1,3.3,0.0
Lockhart,49.1,42.5,6.9,0.1,0.2,0.1
Locust,3.9,81.6,10.3,0.3,1.9,0.0
Locust Grove,6.6,49.5,1.2,32.1,0.3,0.3
Locust Hill,2.0,78.1,19.3,0.1,0.0,0.1
Logan,22.4,74.1,1.5,0.2,0.44999999999999996,0.0
Loiza,99.9,0.0,0.0,0.0,0.0,0.0
Lombard,13.9,68.6,4.6,0.1,10.8,0.0
Lonaconing,1.25,92.15,4.25,0.1,0.65,0.05
Long Beach,5.4,65.3,23.0,0.4,3.0,0.0
Long Branch,12.3,69.05000000000001,17.2,0.2,0.55,0.05
Long Pine,0.5,97.0,0.0,0.3,0.2,0.0
Longford,2.7,94.6,0.3,0.2,0.0,0.0
Longview,17.7,59.3,19.9,0.4,1.4,0.2
Longville,1.6,84.2,0.3,10.6,0.5,0.0
Lontetree,8.9,87.8,0.2,0.4,0.1,0.0
Lookout Mountain,2.1,94.0,1.2,0.1,1.0,0.4
Lorman,0.1,13.8,85.9,0.0,0.1,0.0
Los Angeles,48.2,26.9,8.0,0.2,14.0,0.2
Los Gatos,32.9,58.3,0.9,0.2,4.2,0.1
Lost City,3.7,91.7,4.4,0.1,0.1,0.0
Lost Creek,0.5,97.3,0.5,0.2,0.4,0.2
Louisiana,2.1,88.6,6.2,0.3,0.3,0.0
Louisville,4.7,69.5,20.5,0.1,2.4,0.0
Lovelady,10.6,61.9,25.5,0.1,0.1,0.0
Lubbock,33.5,55.6,6.7,0.3,2.0,0.1
Luck,1.6,90.6,0.5,4.8,0.4,0.0
Ludell,4.6,93.2,0.4,0.4,0.1,0.0
Lueders,10.8,88.3,0.1,0.0,0.0,0.0
Lufkin,20.9,61.9,14.9,0.1,1.0,0.0
Lulu,5.4,73.4,17.7,0.3,0.8,0.0
Lumberton,7.3,69.0,15.6,0.1,4.6,0.0
Luning,12.4,62.3,1.3,16.7,4.1,0.0
Luquillo,97.7,1.6,0.4,0.0,0.1,0.0
Luray,2.5999999999999996,54.550000000000004,42.15,0.15,0.15,0.0
Lusk,2.6,91.5,0.3,1.7,0.6,0.0
Lutcher,1.5,47.9,50.0,0.0,0.1,0.0
Luverne,3.1500000000000004,92.4,1.1,1.1,1.2,0.1
Lyford,87.5,10.4,1.6,0.0,0.1,0.0
Lyle,10.9,82.4,3.0,0.1,2.0,0.1
Lynchburg,2.1500000000000004,78.55,15.75,0.27499999999999997,1.075,0.025
Lyndhurst,10.149999999999999,75.6,4.65,0.15000000000000002,8.05,0.05
Lyons,6.233333333333333,71.66666666666667,20.166666666666668,0.4666666666666666,0.4666666666666666,0.0
Lysite,6.6,70.5,0.5,18.9,0.6,0.1
Lytton,1.7,95.0,1.4,0.4,0.3,0.0
Macksburg,1.45,96.85,0.45,0.0,0.6,0.0
Macon,2.6500000000000004,56.45,38.4,0.1,1.25,0.0
Madeline,18.3,65.9,8.4,2.8,1.4,0.7
Madison,7.833333333333332,71.33333333333333,17.1,0.26666666666666666,1.7333333333333332,0.0
Magnolia,9.275,80.65,7.8999999999999995,0.025,0.475,0.0
Maiden,7.0,85.4,5.0,0.2,0.5,0.0
Malcom,2.9,92.5,1.1,0.0,2.1,0.1
Malvern,1.1,96.7,0.8,0.1,0.2,0.0
Mammoth Cave,1.6,95.9,1.5,0.2,0.1,0.0
Manakin Sabot,2.3,77.3,17.7,0.2,1.0,0.0
Manassa,54.4,43.3,0.1,1.6,0.2,0.2
Manassas,34.05,41.55,12.8,0.1,7.35,0.05
Manati,98.7,1.0,0.3,0.0,0.0,0.0
Mancelona,1.7,94.9,0.7,0.7,0.4,0.2
Mancos,12.5,79.6,0.4,5.0,0.7,0.1
Manhattan,7.8,77.6,6.3,0.4,4.5,0.2
Manitou,24.4,62.2,7.6,1.9,0.2,0.1
Mankato,2.3,95.6,0.1,0.3,0.4,0.0
Mannboro,1.0,72.3,24.3,0.4,0.1,0.0
Manokotak,2.9,17.7,0.3,71.7,1.4,0.0
Mansfield,2.966666666666667,78.56666666666668,14.533333333333331,1.2,1.1333333333333333,0.0
Mansfield Center,4.9,86.3,2.8,0.0,3.9,0.0
Manville,20.3,64.0,7.8,0.4,4.0,0.1
Many,3.7,68.4,16.7,7.6,0.4,0.1
Maple Park,10.6,78.4,6.6,0.1,2.4,0.0
Maplewood,2.6,94.8,0.5,0.8,0.5,0.0
Marathon,43.3,52.9,1.3,1.3,0.0,0.0
Mardela Springs,4.9,65.0,24.0,0.1,3.0,0.0
Marengo,1.9666666666666668,91.86666666666667,0.4666666666666666,3.6333333333333333,0.2333333333333333,0.03333333333333333
Margaretville,3.5,92.6,1.8,0.2,0.6,0.0
Maria Stein,1.7,96.2,0.4,0.1,0.3,0.5
Marianna,5.6,77.0,13.3,1.2,0.6,0.0
Maricao,99.9,0.0,0.1,0.0,0.0,0.0
Marienthal,16.5,81.5,0.0,0.6,1.1,0.0
Marienville,6.4,64.1,26.7,0.3,0.7,0.0
Marietta,5.2,77.89999999999999,13.5,0.20000000000000004,1.9000000000000001,0.0
Marine On Saint Croix,3.7,84.4,3.8,0.3,5.2,0.0
Marion,2.1999999999999997,94.89999999999999,1.1666666666666667,0.3666666666666667,0.39999999999999997,0.0
Marland,3.1,82.4,1.4,8.0,0.2,0.0
Marmaduke,2.6,94.5,0.9,0.2,0.1,0.0
Marmarth,0.3,97.3,0.6,0.0,0.0,0.0
Marshall,5.3,84.02,7.540000000000001,0.9,0.58,0.0
Marshallberg,4.1,86.4,6.0,0.4,1.2,0.0
Martha,0.7,97.8,0.2,0.0,0.6,0.0
Martin,3.8499999999999996,87.8,6.55,0.15,0.4,0.0
Martinsville,4.5,47.4,45.9,0.1,0.1,0.0
Marysville,10.1,79.15,4.2,0.39999999999999997,2.6,0.1
Maryville,3.0,86.0,8.0,0.2,0.8,0.0
Mason,11.649999999999999,86.6,0.3,0.05,0.35,0.0
Mass City,1.1,95.8,0.3,0.9,0.5,0.0
Matlock,9.6,88.3,0.4,0.2,0.7,0.0
Matthews,10.8,73.5,11.7,0.3,2.1,0.0
Mattoon,2.3,91.3,3.4,0.2,1.0,0.0
Mauk,7.2,58.6,31.5,0.0,0.1,0.2
Maunabo,99.9,0.1,0.0,0.0,0.0,0.0
Maxton,2.7,44.8,38.3,10.4,0.8,0.0
Maxwell,2.0,93.6,2.0,0.3,0.5,0.0
May,19.9,77.5,0.1,0.1,0.1,0.0
Mayaguez,99.7,0.3,0.0,0.0,0.0,0.0
Mayer,14.1,81.1,0.6,1.6,0.8,0.0
Mayesville,2.1,32.7,63.0,0.1,0.0,0.0
Mayo,12.0,69.4,17.7,0.0,0.1,0.0
Mayslick,0.6,97.65,0.7,0.1,0.0,0.0
Maywood,0.4,97.9,0.0,0.5,0.0,0.0
McAlpin,8.9,75.4,13.2,0.3,0.3,0.0
McClure,1.3,96.5,0.7,0.0,0.5,0.0
McColl,3.1,39.8,50.7,3.7,0.3,0.1
McCool,0.6,67.6,31.1,0.0,0.2,0.0
McEwen,2.0,93.4,3.2,0.4,0.2,0.0
McLeansboro,0.2,99.1,0.5,0.1,0.0,0.0
McLouth,2.4,94.2,0.5,0.7,0.0,0.0
McMechen,1.0,96.9,0.9,0.4,0.4,0.0
McMinnville,0.5,81.7,0.2,0.4,0.2,0.0
McNeill,3.0,81.8,13.6,0.2,0.1,0.0
Mcarthur,14.6,77.8,0.5,3.5,0.9,0.0
Mcdaniel,6.0,78.2,11.7,0.1,1.5,0.1
Meadows Of Dan,2.7,90.0,6.4,0.2,0.1,0.0
Meally,0.5,97.7,0.4,0.1,0.6,0.0
Means,2.3,96.1,0.4,0.0,0.3,0.0
Medford,1.7,96.8,0.5,0.2,0.1,0.0
Mediapolis,2.9,88.4,5.4,0.1,0.6,0.0
Medical Lake,5.1,85.7,1.7,1.3,2.3,0.4
Medicine Bow,9.1,83.4,1.3,0.7,3.1,0.0
Medicine Lodge,3.4,93.0,0.3,0.3,0.5,0.0
Medora,2.75,93.85,0.6000000000000001,0.25,1.8,0.05
Meeker,28.1,68.7,0.4,0.7,0.7,0.0
Meherrin,2.4,62.3,32.8,0.4,1.4,0.0
Melbourne,10.55,85.19999999999999,1.4,0.25,1.55,0.15
Melrose,1.25,95.4,0.2,0.0,0.5,0.0
Melvin,29.05,68.9,0.55,0.15,0.55,0.05
Memphis,5.9,37.5,52.5,0.1,2.5,0.0
Mena,6.3,88.7,0.2,1.1,0.4,0.0
Menard,36.8,58.8,1.2,0.5,0.0,0.0
Mendenhall,1.8,61.6,35.7,0.0,0.0,0.0
Menno,1.9,95.4,0.2,1.5,0.1,0.0
Menomonie,1.7,93.3,0.6,0.3,2.0,0.0
Mentone,7.8,89.0,0.7,0.3,1.0,0.0
Mentor,3.0,93.1,0.6,1.5,0.2,0.0
Meraux,9.6,64.9,21.2,0.3,2.2,0.0
Meredosia,1.4,97.2,0.0,0.2,0.2,0.0
Meriden,4.3,84.7,0.7,5.7,0.5,0.1
Meridian,29.7,48.4,1.9,0.7,14.6,0.3
Merrill,1.3,96.1,0.5,0.2,0.4,0.0
Merrimack,5.9,86.5,2.1,0.1,3.6,0.0
Merry Point,1.6,69.0,28.0,0.0,0.4,0.0
Meta,0.6,96.2,0.4,1.5,0.6,0.0
Metter,11.2,62.5,24.4,0.4,0.9,0.0
Metz,2.0,89.0,3.6,0.1,3.2,0.0
Meyers Chuck,1.4,68.5,0.2,17.3,2.5,0.0
Miami,25.860000000000003,60.92,5.020000000000001,3.9400000000000004,0.82,0.24000000000000005
Michigamme,1.4,92.5,1.6,1.3,0.7,0.1
Middleton,5.6,86.9,5.6,0.3,0.4,0.0
Middletown,5.6,84.9,4.7,0.1,2.8,0.0
Midkiff,49.8,44.7,4.6,0.0,0.0,0.0
Midland,17.433333333333334,72.10000000000001,7.366666666666667,0.16666666666666666,1.4666666666666668,0.10000000000000002
Midlothian,4.85,73.55000000000001,17.25,0.25,1.95,0.05
Midvale,17.4,78.8,0.0,0.6,0.8,0.0
Midville,3.0,46.9,49.6,0.0,0.2,0.0
Midway,17.45,70.35,9.350000000000001,0.15000000000000002,0.85,0.1
Mikado,2.0,94.6,0.6,1.1,0.5,0.0
Milford,11.799999999999999,85.83333333333333,0.43333333333333335,0.13333333333333333,1.0666666666666667,0.0
Mill Hall,1.3,95.4,1.4,0.1,0.5,0.0
Mill Spring,1.3,95.8,0.6,0.3,0.1,0.0
Millboro,3.5,91.2,3.4,0.0,0.0,0.0
Miller,1.4,97.4,0.0,0.1,0.3,0.0
Millersburg,8.0,68.4,17.3,0.1,3.5,0.0
Milligan,3.6,94.9,0.8,0.1,0.0,0.0
Mills,0.0,98.2,0.1,0.0,0.6,0.0
Millstone,14.0,59.4,8.8,0.1,16.0,0.0
Millwood,13.9,60.550000000000004,23.35,0.4,0.55,0.0
Milner,2.2,64.6,30.5,0.2,0.6,0.0
Milnor,2.5,92.6,0.5,2.8,0.3,0.0
Milton,2.6999999999999997,92.29999999999998,2.2142857142857144,0.14285714285714285,0.9571428571428572,0.014285714285714287
Miltonvale,3.3,93.6,0.4,0.2,0.8,0.0
Milwaukee,14.0,53.2,26.1,0.5,3.8,0.0
Minden,6.933333333333334,77.76666666666667,11.899999999999999,0.8666666666666666,0.7333333333333334,0.03333333333333333
Mineral,2.5,77.0,16.7,0.4,0.5,0.0
Mineral City,2.3,95.2,0.8,0.3,0.4,0.0
Mingo Junction,1.3,90.7,5.6,0.1,0.3,0.0
Minnesota Lake,2.9,89.7,3.0,0.4,2.0,0.0
Minong,1.6,94.8,0.5,1.4,0.5,0.0
Minot,4.7,85.9,3.1,1.3,1.3,0.2
Minter,0.3,28.6,69.2,0.2,0.3,0.0
Minturn,15.6,81.55,0.75,0.3,0.55,0.05
Mission,3.7,10.0,0.3,74.4,0.6,0.0
Mitchell,8.433333333333332,88.60000000000001,0.3666666666666667,0.5666666666666667,0.5666666666666665,0.0
Moab,7.6,64.44999999999999,0.25,25.2,1.0499999999999998,0.4
Moatsville,0.7,96.1,0.8,0.5,0.4,0.0
Mobile,2.6,58.1,35.0,0.6,1.9,0.0
Moca,99.2,0.4,0.0,0.0,0.0,0.0
Modale,1.4,96.8,0.1,0.4,0.3,0.0
Model,41.2,55.1,0.3,0.7,0.9,1.0
Mohall,2.5,95.9,0.2,0.5,0.5,0.0
Molena,1.4,86.2,11.2,0.0,0.4,0.0
Moline,12.3,73.9,9.2,0.2,2.1,0.0
Monarch,3.9,86.3,1.2,4.1,0.8,0.0
Monmouth,12.8,79.7,0.7,1.0,2.1,0.4
Monongahela,1.4,92.9,2.9,0.0,0.8,0.0
Monroe,2.0,82.2,13.833333333333334,0.4666666666666666,0.3666666666666667,0.0
Monroe Center,9.4,88.0,1.0,0.0,0.3,0.0
Monterey,2.4,95.8,0.44999999999999996,0.15000000000000002,0.3,0.0
Monterville,0.7,96.1,1.5,0.0,0.0,0.0
Montezuma,76.9,19.0,1.3,0.9,0.9,0.1
Montgomery,3.533333333333333,68.60000000000001,25.03333333333333,0.46666666666666673,0.8000000000000002,0.03333333333333333
Monticello,4.85,80.7,12.233333333333333,0.11666666666666665,0.45,0.15
Montross,6.2,61.3,28.7,0.3,2.2,0.0
Moore Haven,50.5,34.1,11.7,1.4,1.0,0.1
Moorefield,0.7,96.4,1.5,0.4,0.0,0.0
Moran,12.1,84.2,0.95,0.25,1.15,0.0
Morenci,47.0,47.2,1.4,2.8,0.4,0.0
Moreno Valley,47.0,37.8,5.9,0.4,6.0,0.3
Morgan,2.7,95.2,0.4,0.0,0.7,0.1
Morgantown,3.5,95.6,0.7,0.2,0.0,0.0
Morovis,98.6,1.1,0.0,0.0,0.0,0.0
Morris,4.1,90.4,0.7,1.0,1.9,0.2
Morrison,2.3,93.5,1.35,0.2,0.55,0.0
Morrisville,2.0,93.5,1.7,0.6,0.8,0.0
Morrow,1.7,65.8,29.8,1.2,0.6,0.1
Mosby,0.6,97.1,0.0,2.1,0.0,0.0
Moscow,17.2,78.45,1.35,0.7000000000000001,1.5,0.0
Mosheim,2.7,93.4,2.1,0.1,0.5,0.0
Moss,1.8,95.2,1.6,0.7,0.3,0.0
Moss Point,5.4,68.6,21.5,0.3,2.3,0.0
Mossyrock,9.5,84.7,0.7,0.6,1.1,0.0
Moulton,2.1,76.5,11.4,5.4,0.1,0.0
Moultrie,18.1,57.3,23.0,0.3,0.2,0.0
Mound City,0.2,94.9,0.0,3.5,0.8,0.0
Mound Valley,4.3,85.3,3.4,1.0,0.3,0.0
Mounds,3.7,63.6,8.1,12.3,0.3,0.0
Mount Airy,10.0,84.5,3.6,0.3,0.6,0.0
Mount Ayr,1.3,96.5,0.2,0.6,0.5,0.0
Mount Berry,10.1,72.2,14.7,0.1,1.2,0.0
Mount Blanchard,2.5,96.8,0.2,0.0,0.1,0.0
Mount Carmel,1.6,95.5,0.9,0.2,0.9,0.0
Mount Eden,1.8,94.6,1.3,0.3,0.4,0.0
Mount Hermon,2.0,65.9,30.1,0.2,0.2,0.0
Mount Perry,0.9,92.0,3.3,0.2,0.3,0.0
Mount Pleasant,4.65,89.0,2.0,0.95,1.375,0.125
Mount Prospect,24.7,43.1,23.7,0.1,6.7,0.0
Mount Sterling,1.35,96.1,1.0,0.25,0.15,0.0
Mount Vernon,1.4000000000000001,95.33333333333333,0.5333333333333333,1.5666666666666667,0.2333333333333333,0.0
Mountain Home A F B,16.1,74.1,2.4,1.2,3.2,0.2
Mountain View,18.5,54.55,3.0999999999999996,2.6,16.9,0.2
Mountville,4.3,68.4,25.3,0.1,0.3,0.0
Moweaqua,0.9,97.6,0.5,0.2,0.3,0.0
Mt Zion,2.1,77.3,14.6,0.2,1.2,0.0
Muenster,16.9,77.1,2.4,0.8,0.7,0.1
Mullen,4.0,94.6,0.9,0.6,0.0,0.0
Mullica Hill,5.4,79.6,9.8,0.1,2.9,0.0
Muncie,2.0,87.5,5.8,0.1,1.2,0.0
Muncy Valley,1.8,93.5,2.4,0.3,0.5,0.5
Mundelein,20.7,63.8,6.7,0.1,6.7,0.0
Munford,2.2,63.7,31.9,0.3,0.4,0.0
Murchison,10.0,84.6,2.3,0.4,0.5,0.4
Murdo,0.3,94.2,2.0,3.5,0.0,0.0
Murphysboro,4.2,74.8,14.1,0.3,3.3,0.0
Murrayville,2.5999999999999996,90.9,4.300000000000001,0.05,0.44999999999999996,0.0
Muscoda,2.2,95.4,0.5,0.3,0.4,0.0
Nahunta,2.1,92.6,3.1,0.0,1.1,0.1
Nancy,2.9,93.9,2.1,0.0,0.0,0.1
Nantucket,10.2,76.6,9.3,0.0,1.1,0.0
Naranjito,99.6,0.1,0.0,0.0,0.0,0.0
Nardin,7.2,76.0,1.9,7.1,0.6,0.0
Narrows,1.3,93.1,5.0,0.0,0.0,0.1
Nashville,9.9,56.8,27.4,0.3,3.2,0.1
Natchez,5.9,37.9,55.3,0.0,0.2,0.0
Natchitoches,2.1,53.4,40.5,1.0,0.6,0.0
Naylor,1.2,95.4,0.2,0.2,0.1,0.0
Nekoma,3.0,95.3,0.0,0.4,0.0,0.0
Nelson,2.0,96.4,0.5,0.2,0.1,0.0
Neopit,5.5,10.5,0.4,80.0,2.4,0.0
Neosho,11.3,79.3,1.5,2.4,1.4,1.2
Neshkoro,6.2,90.0,1.8,0.5,0.4,0.0
Nevada,1.9,94.4,0.9,0.6,0.7,0.0
Nevis,1.8,93.5,0.5,2.0,0.5,0.0
New Athens,1.5,96.6,0.3,0.0,0.6,0.0
New Bern,4.2,62.0,31.6,0.1,0.1,0.0
New Bloomington,2.4,89.1,5.7,0.1,0.5,0.0
New Boston,4.6,80.7,12.2,0.4,0.6,0.05
New Brighton,1.4,90.0,6.0,0.0,0.6,0.0
New Columbia,5.6,84.6,6.5,0.3,1.3,0.0
New Cumberland,1.2,94.6,2.2,0.1,0.2,0.0
New Ellenton,5.3,67.2,24.6,0.2,0.7,0.0
New Germany,4.1,90.0,1.1,0.1,2.5,0.0
New Harmony,8.1,86.6,0.6,2.3,0.6,0.5
New Holland,9.6,83.4,3.5,0.1,2.0,0.0
New Iberia,3.7,59.7,31.4,0.1,2.7,0.0
New Leipzig,1.1,92.4,1.1,2.7,1.2,0.0
New London,5.3999999999999995,86.35,3.3,0.65,2.05,0.0
New Market,5.45,91.75,1.35,0.15000000000000002,0.4,0.0
New Orleans,9.55,42.6,42.45,0.30000000000000004,3.55,0.0
New Richland,6.4,88.7,2.55,0.25,0.8500000000000001,0.0
New Rockford,3.3,90.5,0.0,4.2,0.0,0.2
New Salisbury,1.7,96.1,0.8,0.2,0.4,0.0
New Vienna,0.8,95.8,1.2,0.1,0.3,0.0
New York,25.8,47.1,12.7,0.1,11.6,0.0
Newark,9.0,69.65,16.55,0.125,2.625,0.175
Newaygo,5.7,90.6,1.4,0.6,0.3,0.0
Newberg,15.4,78.2,1.0,0.9,1.2,0.2
Newberry,2.6,79.2,8.3,6.7,0.2,0.1
Newburgh,1.7,93.3,1.5,0.2,2.1,0.0
Newbury,1.2,95.8,0.5,0.6,0.5,0.0
Newcastle,12.7,84.4,0.2,0.0,0.5,0.0
Newell,24.3,63.9,2.7,0.0,7.6,0.9
Newport,3.233333333333333,91.23333333333335,2.3666666666666667,0.3666666666666667,1.0,0.03333333333333333
Newport News,8.2,45.2,39.4,0.2,3.0,0.2
Newton,3.5,91.7,0.4,0.5,2.7,0.1
Newtown,4.7,85.5,3.7,0.1,4.3,0.0
Nezperce,4.1,87.2,0.1,3.8,0.6,0.3
Niagara,1.7,95.19999999999999,0.85,0.8500000000000001,0.25,0.0
Niagara University,2.5,86.5,7.3,0.9,1.1,0.0
Nicholasville,2.9,90.4,3.6,0.1,1.1,0.0
Nicollet,4.1,90.6,2.4,0.2,1.5,0.0
Nineveh,1.5,96.1,0.3,0.1,0.3,0.0
Niota,1.3,96.8,0.6,0.1,0.4,0.0
Noatak,1.8,11.8,0.3,81.5,0.8,0.0
Noblesville,3.6500000000000004,85.4,5.6,0.1,2.85,0.05
Nodaway,3.3,94.6,0.0,0.2,0.0,0.0
Nolensville,4.7,85.8,4.4,0.1,3.6,0.0
Noma,2.7,87.3,6.9,0.3,0.3,0.1
Norcatur,5.0,89.8,2.5,0.4,0.4,0.3
Nordland,3.4,88.7,0.8,2.2,1.6,0.1
Norfolk,7.2,44.1,41.1,0.4,3.3,0.2
Normal,4.7,80.4,7.8,0.1,4.7,0.0
Norman,7.65,76.85,2.7,4.4,2.3499999999999996,0.25
Normandy,11.6,78.1,6.6,0.1,0.7,0.0
Norphlet,3.6,61.5,32.8,0.5,0.5,0.0
Norris,4.5,39.4,0.0,53.3,0.0,0.0
North Augusta,5.6,56.3,36.5,0.2,0.3,0.0
North Beach,3.3,79.2,12.6,0.1,1.4,0.0
North Carrollton,0.4,64.5,33.6,0.2,0.2,0.0
North East,3.8,85.5,6.7,0.2,1.4,0.0
North Fairfield,6.0,90.9,1.1,0.1,0.3,0.0
North Hero,1.7,93.6,0.0,0.9,0.4,0.0
North Java,3.2,89.8,5.4,0.2,0.4,0.0
North Little Rock,5.9,54.2,35.4,0.3,2.1,0.0
North Platte,0.9,97.5,0.0,0.0,0.0,0.0
North Sioux City,3.0,93.0,0.3,0.4,1.6,0.0
North Washington,2.3,96.2,0.4,0.1,0.6,0.0
Northway,4.8,76.7,1.1,10.5,1.4,0.2
Northwood,1.6,98.4,0.0,0.0,0.0,0.0
Norton,2.4,86.6,3.4,0.1,5.8,0.0
Norwalk,2.3,95.1,0.5,0.2,0.4,0.1
Norway,2.0,33.6,61.6,0.3,1.0,0.0
Nottawa,7.2,87.2,2.8,0.3,0.6,0.0
Nowata,4.1,72.9,1.0,11.7,1.0,0.0
Oak,2.3,95.9,0.0,0.0,0.8,0.0
Oak Grove,5.0,73.55,18.0,0.2,0.75,0.15
Oak Vale,0.6,65.8,32.2,0.1,0.1,0.0
Oakhurst,55.6,36.3,3.2,1.1,2.0,0.1
Oakland,1.6,58.8,38.7,0.3,0.2,0.0
Oakley,26.2,71.4,0.2,0.5,0.3,0.0
Oakman,14.8,78.5,4.2,0.3,1.1,0.0
Oaktown,1.8,93.2,3.0,0.1,0.6,0.1
Oakwood,6.2,84.2,0.2,1.6,0.9,0.0
Oberlin,9.0,79.4,7.8,0.2,0.9,0.0
Ochlocknee,10.5,59.1,28.2,0.1,0.3,0.1
Odem,55.6,40.6,1.8,0.1,0.9,0.0
Odessa,56.5,37.0,4.0,0.2,0.8,0.0
Odonnell,8.8,87.9,0.0,3.0,0.0,0.0
Ogallala,6.3,91.2,0.5,0.2,0.4,0.4
Ogden,17.5,77.2,1.1,0.6,1.1,0.2
Ogdensburg,2.8,95.0,0.4,0.6,0.4,0.0
Okeechobee,25.0,63.9,8.6,0.7,1.0,0.0
Oktaha,5.7,57.4,11.0,16.1,0.7,0.0
Old Glory,20.2,75.5,3.7,0.0,0.0,0.0
Oldenburg,1.0,97.4,0.2,0.1,0.6,0.0
Oldham,2.0,94.7,1.0,0.1,0.0,0.0
Olla,2.7,78.8,17.4,0.3,0.1,0.0
Olpe,20.4,72.2,2.3,0.2,2.0,0.0
Omaha,24.900000000000002,48.56666666666666,23.133333333333336,0.2333333333333333,1.8666666666666665,0.0
Onawa,1.6,95.5,0.5,1.3,0.1,0.0
Oneida,0.55,98.1,0.44999999999999996,0.15000000000000002,0.05,0.0
Opelika,4.8,49.8,41.6,0.3,0.8,0.2
Oquawka,1.4,96.6,0.1,0.5,0.6,0.0
Orange,6.7,81.8,8.2,0.4,1.0,0.0
Orange Grove,79.5,19.0,0.5,0.1,0.4,0.1
Orangeville,1.6,87.6,8.2,0.1,0.5,0.0
Ordway,17.0,69.1,11.2,1.5,0.1,0.0
Ore City,7.5,81.0,8.7,0.6,0.5,0.0
Orient,4.0,94.1,0.0,1.8,0.1,0.0
Orleans,1.8666666666666665,95.36666666666666,0.6999999999999998,0.26666666666666666,0.3666666666666667,0.0
Orma,1.0,97.3,0.1,0.1,0.1,0.0
Orocovis,99.75,0.2,0.0,0.0,0.05,0.0
Oronoco,4.6,82.0,5.1,0.1,5.9,0.0
Ortley,1.9,87.0,0.0,9.1,0.5,0.0
Osceola,1.8,95.5,0.4,0.5,0.1,0.0
Oshkosh,3.8,89.7,1.9,0.6,2.4,0.0
Osnabrock,0.0,96.2,0.1,1.2,0.3,0.0
Osseo,2.2,91.1,0.7,0.4,3.4,0.1
Ossipee,1.4,96.2,0.4,0.1,0.6,0.0
Otley,1.7,94.9,1.5,0.2,0.6,0.0
Oto,15.0,75.9,2.8,1.6,2.6,0.0
Otsego,7.0,89.1,1.4,0.5,0.7,0.0
Otter Rock,8.4,83.3,0.3,3.0,1.2,0.2
Otterbein,3.25,94.9,0.7,0.1,0.1,0.0
Otterville,1.5,88.7,6.1,0.2,0.3,0.0
Otwell,0.2,99.1,0.2,0.0,0.1,0.0
Ouzinkie,8.5,51.4,0.4,13.3,21.3,0.9
Overbrook,13.9,73.2,1.8,6.9,0.7,0.0
Ovett,0.3,77.2,21.3,0.0,0.1,0.0
Owasso,11.7,64.0,9.9,4.4,2.6,0.1
Owenton,2.5,95.2,1.6,0.2,0.1,0.1
Owyhee,24.0,67.6,1.1,5.1,0.9,0.2
Oxford,5.6,67.65,23.200000000000003,0.35,0.9,0.05
