City,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Minong,80.6,8.9,0.4,3.0,1.6,5.6,21.9
Minot,83.2,10.2,0.2,2.6,0.7,3.1,18.2
Minter,82.3,11.4,0.3,2.2,1.6,2.2,23.9
Minturn,76.0,10.7,3.65,3.0,1.4,5.2,22.5
Mission,58.3,18.0,1.0,6.0,5.0,11.7,16.5
Mitchell,78.80000000000001,8.0,0.5666666666666668,5.866666666666667,1.3999999999999997,5.366666666666667,19.63333333333333
Moab,70.4,13.15,0.35,5.85,3.25,7.05,16.55
Moatsville,81.5,9.4,0.3,3.8,1.0,3.9,30.4
Mobile,85.9,8.2,0.5,0.9,0.8,3.7,24.4
Moca,88.7,5.1,0.6,4.3,0.8,0.6,26.0
Modale,79.7,11.2,0.2,3.2,0.9,4.7,26.0
Model,76.2,12.2,0.0,3.7,1.1,6.8,17.3
Mohall,76.0,8.0,0.1,4.1,0.1,11.7,21.4
Molena,84.5,12.1,0.2,0.5,0.5,2.2,35.0
Moline,82.4,8.5,1.6,2.4,2.4,2.8,18.8
Monarch,79.0,11.9,0.9,3.7,1.5,3.0,15.7
Monmouth,76.1,11.8,0.5,3.3,2.2,6.0,25.1
Monongahela,83.1,7.9,1.6,2.6,0.7,4.0,26.7
Monroe,75.2,11.566666666666668,0.2333333333333333,3.6333333333333333,1.0999999999999999,8.299999999999999,23.633333333333336
Monroe Center,83.2,9.7,0.4,1.7,0.9,4.2,24.7
Monterey,83.3,11.8,0.2,1.45,0.9,2.35,26.3
Monterville,78.9,12.7,0.2,2.4,0.6,5.2,27.1
Montezuma,77.1,9.6,0.4,3.2,2.1,7.6,21.2
Montgomery,82.7,10.233333333333333,0.5666666666666668,2.0,2.1666666666666665,2.3333333333333335,26.266666666666666
Monticello,81.10000000000001,10.683333333333335,0.5333333333333333,2.2666666666666666,1.2000000000000002,4.183333333333333,24.61666666666667
Montross,76.5,9.8,2.1,1.1,1.9,8.7,27.2
Moore Haven,67.3,14.4,7.9,2.2,5.2,2.9,28.7
Moorefield,81.8,12.3,0.0,1.6,0.2,4.1,31.4
Moran,74.25,8.85,4.05,6.3500000000000005,2.6,3.95,18.3
Morenci,80.2,13.0,0.0,1.9,1.8,3.0,18.5
Moreno Valley,77.0,13.3,1.4,1.4,1.6,5.2,32.4
Morgan,83.3,10.1,0.1,1.3,0.8,4.4,28.2
Morgantown,85.4,7.8,0.1,1.3,2.7,2.7,27.0
Morovis,83.4,7.7,2.6,3.1,2.3,0.9,35.0
Morris,73.1,7.6,1.4,10.3,2.4,5.3,12.7
Morrison,81.65,12.8,0.05,1.5499999999999998,0.95,2.95,23.85
Morrisville,81.8,6.4,0.4,6.1,1.4,3.9,22.7
Morrow,80.3,12.6,0.8,2.4,1.7,2.2,30.5
Mosby,74.1,6.3,0.5,3.1,1.3,14.6,11.6
Moscow,78.25,10.9,0.6,4.2,1.05,5.05,17.55
Mosheim,85.9,9.0,0.2,1.3,1.4,2.2,22.7
Moss,85.3,8.9,0.1,0.6,0.8,4.3,27.0
Moss Point,83.7,11.7,0.3,0.9,1.5,1.8,23.8
Mossyrock,78.1,12.6,1.0,2.3,0.8,5.2,26.1
Moulton,87.9,8.9,0.1,0.6,0.6,1.9,28.4
Moultrie,72.0,20.0,1.3,2.9,1.1,2.7,21.4
Mound City,72.7,6.6,0.0,7.3,1.2,12.2,17.1
Mound Valley,85.0,8.1,0.2,3.5,0.7,2.6,16.3
Mounds,79.5,12.6,0.2,3.4,1.1,3.2,27.0
Mount Airy,84.9,10.2,0.7,0.7,0.7,2.8,23.8
Mount Ayr,76.4,7.3,0.0,3.1,2.3,10.9,18.0
Mount Berry,82.2,8.7,0.3,3.1,1.8,3.8,21.6
Mount Blanchard,85.1,8.8,0.5,2.0,1.5,2.1,22.7
Mount Carmel,81.9,12.3,0.3,0.6,1.6,3.2,22.4
Mount Eden,89.0,7.0,0.2,0.8,1.1,1.9,32.7
Mount Hermon,80.9,13.2,0.1,1.6,1.6,2.7,32.9
Mount Perry,86.1,8.2,0.3,2.1,0.5,2.7,24.0
Mount Pleasant,79.0,9.9,0.8,4.525,1.375,4.3999999999999995,21.175
Mount Prospect,62.1,8.7,18.4,4.4,2.2,4.2,32.3
Mount Sterling,81.4,11.75,0.30000000000000004,1.6,0.4,4.5,24.9
Mount Vernon,84.3,9.233333333333333,0.3666666666666667,2.1666666666666665,0.9333333333333332,3.0,20.03333333333333
Mountain Home A F B,79.5,11.4,0.4,2.5,1.9,4.3,17.1
Mountain View,78.05,10.55,2.5,1.35,2.2,5.4,23.05
Mountville,81.7,13.0,0.4,2.2,0.7,2.1,23.8
Moweaqua,85.4,6.7,0.2,1.2,0.8,5.8,22.8
Mt Zion,83.4,9.5,1.2,2.0,1.3,2.6,18.5
Muenster,75.4,18.3,0.2,1.3,0.9,3.9,24.5
Mullen,59.8,13.7,3.0,9.8,4.3,9.5,18.0
Mullica Hill,85.9,6.7,1.9,1.5,1.2,2.9,29.0
Muncie,79.8,8.9,1.8,4.7,1.9,2.9,20.6
Muncy Valley,73.1,12.6,0.5,5.2,1.4,7.3,28.9
Mundelein,77.3,7.9,4.3,3.0,1.4,6.1,29.7
Munford,84.4,10.6,0.7,1.3,1.1,1.8,24.6
Murchison,83.1,10.5,0.1,1.3,0.5,4.4,34.1
Murdo,70.7,5.5,0.0,11.4,1.3,11.2,12.9
Murphysboro,77.8,8.6,1.0,6.8,2.2,3.6,18.8
Murrayville,81.85,10.65,0.35,3.05,0.65,3.5,23.299999999999997
Muscoda,81.2,7.9,0.3,3.4,1.2,6.1,24.2
Nahunta,80.2,12.1,1.6,1.0,1.1,4.1,31.6
Nancy,80.3,11.6,0.7,2.6,0.6,4.3,21.9
Nantucket,68.2,9.3,1.3,10.1,6.7,4.4,11.4
Naranjito,86.9,8.9,0.8,1.7,0.1,1.6,35.4
Nardin,82.8,10.5,0.3,3.0,1.6,1.8,17.1
Narrows,86.7,6.5,0.3,1.9,1.7,2.9,30.3
Nashville,79.8,10.1,2.3,2.0,1.2,4.6,23.8
Natchez,87.2,7.5,0.2,0.5,1.3,3.2,19.4
Natchitoches,80.4,10.8,0.7,2.6,3.3,2.2,21.8
Naylor,79.4,14.5,0.3,3.0,0.7,2.0,24.5
Nekoma,75.8,12.6,0.0,4.0,0.2,7.4,21.1
Nelson,75.9,11.6,0.3,4.1,1.0,7.1,24.1
Neopit,73.6,15.7,2.9,2.8,0.1,4.9,17.3
Neosho,78.4,14.5,0.2,1.4,1.3,4.2,27.8
Neshkoro,78.4,12.0,0.5,2.3,1.9,4.9,26.5
Nevada,78.2,10.9,0.3,3.8,2.0,4.9,18.6
Nevis,79.4,9.2,0.4,3.6,1.2,6.1,21.3
New Athens,85.1,8.0,0.8,0.7,0.3,5.1,29.7
New Bern,77.3,9.6,0.3,5.0,2.5,5.4,25.5
New Bloomington,85.1,9.6,0.7,1.4,1.4,1.7,23.0
New Boston,85.3,8.8,0.25,1.05,1.4,3.1500000000000004,22.75
New Brighton,83.3,8.6,1.4,2.8,0.7,3.3,25.0
New Columbia,74.9,9.1,0.1,4.6,2.4,8.9,22.6
New Cumberland,85.6,8.5,1.4,1.3,1.3,1.8,23.7
New Ellenton,84.2,10.5,0.1,0.9,1.3,2.9,24.7
New Germany,82.4,6.6,1.8,1.3,0.9,6.9,25.6
New Harmony,75.9,13.8,0.5,5.4,1.7,2.8,18.0
New Holland,79.3,9.0,1.3,3.6,1.9,4.9,22.9
New Iberia,83.1,10.2,0.6,2.3,2.1,1.6,24.1
New Leipzig,72.7,8.2,0.8,6.8,1.8,9.7,19.5
New London,80.35,9.55,0.9500000000000001,2.9499999999999997,0.95,5.25,22.6
New Market,78.9,13.55,0.05,2.4,1.25,3.8,23.25
New Orleans,75.9,10.149999999999999,4.5,3.25,3.15,2.95,23.549999999999997
New Richland,83.69999999999999,8.15,0.6,1.65,1.2000000000000002,4.699999999999999,18.6
New Rockford,70.7,12.3,0.0,5.4,2.3,9.2,18.8
New Salisbury,84.6,8.9,0.3,1.1,1.2,3.9,30.0
New Vienna,80.3,12.2,0.8,1.8,0.8,4.0,30.5
New York,6.1,1.9,59.2,20.7,5.4,6.8,31.1
Newark,73.975,8.9,6.65,3.6499999999999995,1.3749999999999998,5.475,26.725
Newaygo,80.4,11.9,0.2,2.0,2.1,3.4,29.2
Newberg,73.1,12.7,0.7,6.1,1.7,5.6,24.4
Newberry,77.6,11.7,0.0,5.2,1.6,3.7,14.5
Newburgh,88.2,7.3,0.1,1.0,0.9,2.5,22.3
Newbury,76.4,10.3,0.6,4.2,1.3,7.2,26.6
Newcastle,83.0,6.2,0.2,0.0,0.9,9.7,25.6
Newell,70.7,17.3,0.1,5.0,1.4,5.5,13.9
Newport,79.7,10.066666666666668,1.0,3.0666666666666664,1.6333333333333335,4.533333333333333,24.099999999999998
Newport News,79.2,9.4,3.5,4.0,1.5,2.5,23.0
Newton,85.0,7.6,0.3,2.7,1.5,2.9,18.7
Newtown,81.8,7.7,3.2,1.8,0.8,4.7,29.0
Nezperce,72.0,10.0,0.1,8.3,2.7,6.9,21.6
Niagara,77.15,9.8,0.2,5.05,1.4,6.449999999999999,19.9
Niagara University,87.0,6.0,1.2,2.2,1.2,2.4,21.2
Nicholasville,80.3,12.1,0.3,2.3,0.2,4.8,25.4
Nicollet,77.5,6.8,0.9,4.5,1.3,9.0,16.6
Nineveh,82.8,11.1,1.0,1.1,0.2,3.8,33.6
Niota,79.3,9.9,0.2,2.2,0.9,7.5,23.7
Noatak,16.5,10.4,0.4,46.9,21.2,4.6,7.4
Noblesville,84.4,7.95,0.2,1.5,1.25,4.7,26.0
Nodaway,80.7,9.6,0.4,3.4,1.3,4.6,18.9
Nolensville,80.9,7.7,0.3,0.9,1.1,9.0,27.1
Noma,84.9,10.3,0.3,1.4,0.4,2.7,30.0
Norcatur,80.6,12.0,0.0,1.3,1.2,4.8,15.4
Nordland,71.3,9.8,1.7,5.9,2.6,8.7,22.6
Norfolk,74.1,8.7,4.0,5.2,1.9,6.1,22.1
Normal,79.5,9.4,1.9,4.4,1.6,3.1,17.8
Norman,84.6,8.7,0.25,1.3,1.5,3.7,25.1
Normandy,80.9,13.6,0.2,1.1,0.9,3.4,25.2
Norphlet,88.5,7.9,0.1,1.6,1.0,0.9,18.7
Norris,53.5,10.0,1.1,11.1,0.0,24.3,18.3
North Augusta,82.3,12.1,0.9,1.0,1.4,2.4,25.8
North Beach,81.3,9.2,3.3,1.0,0.9,4.3,40.1
North Carrollton,91.4,5.0,0.3,2.1,1.0,0.2,26.8
North East,79.1,10.0,1.7,4.3,1.2,3.7,19.0
North Fairfield,82.6,9.5,0.8,3.3,1.6,2.3,22.8
North Hero,74.8,14.1,0.6,2.2,0.7,7.5,33.8
North Java,82.7,9.2,0.4,3.7,1.6,2.5,25.4
North Little Rock,85.0,8.8,1.0,1.1,1.1,2.9,20.3
North Platte,47.5,9.7,0.0,15.7,4.6,22.6,32.0
North Sioux City,84.4,8.5,0.0,2.5,0.8,3.9,19.4
North Washington,79.1,8.0,0.2,4.0,1.8,6.9,21.7
Northway,52.3,17.0,0.0,14.5,1.1,15.1,13.0
Northwood,70.8,8.5,0.0,10.9,0.5,9.3,18.1
Norton,92.9,2.8,0.0,2.7,0.0,1.5,14.5
Norwalk,83.6,8.2,0.2,2.3,0.4,5.4,24.4
Norway,84.4,10.0,0.2,1.7,1.4,2.3,26.5
Nottawa,79.2,12.9,0.2,3.2,1.5,3.1,21.8
Nowata,86.1,8.4,0.1,0.8,1.4,3.1,24.2
Oak,75.1,10.1,1.0,3.9,0.2,9.7,18.4
Oak Grove,82.2,9.45,0.4,4.6,1.55,1.85,18.85
Oak Vale,83.7,8.8,0.7,1.6,1.8,3.4,37.8
Oakhurst,77.1,13.2,0.3,2.5,2.2,4.7,25.5
Oakland,85.0,13.8,0.1,0.1,0.9,0.2,24.6
Oakley,78.5,12.5,0.2,3.9,0.7,4.2,15.4
Oakman,79.1,13.7,0.5,1.0,2.9,2.7,21.9
Oaktown,86.3,8.1,0.2,2.3,1.0,2.1,19.3
Oakwood,78.6,10.0,0.1,4.0,1.0,6.2,24.0
Oberlin,84.4,7.7,0.6,2.3,1.8,3.2,24.1
Ochlocknee,83.7,11.5,0.1,0.7,1.5,2.5,23.8
Odem,83.6,9.5,0.2,1.2,1.8,3.6,22.9
Odessa,81.4,14.1,0.5,1.1,0.7,2.1,21.0
Odonnell,78.6,10.4,0.0,0.7,0.7,9.6,24.9
Ogallala,77.1,7.6,1.4,5.7,2.7,5.4,15.1
Ogden,79.0,12.0,1.8,1.4,1.6,4.1,21.7
Ogdensburg,83.1,8.7,0.3,2.4,1.8,3.7,22.4
Okeechobee,78.7,13.2,0.8,2.2,1.9,3.2,24.3
Oktaha,81.6,11.4,0.3,1.8,1.9,2.9,20.3
Old Glory,81.0,13.1,0.0,3.7,0.0,2.2,17.9
Oldenburg,87.2,6.7,0.1,1.1,0.8,3.9,31.2
Oldham,74.0,6.9,0.5,6.9,1.3,10.5,19.8
Olla,81.9,8.6,0.0,5.3,1.2,3.0,28.4
Olpe,77.6,13.6,0.3,4.1,1.5,2.8,17.0
Omaha,83.3,10.299999999999999,0.5666666666666668,2.1999999999999997,1.1666666666666667,2.4666666666666663,22.0
Onawa,81.0,7.2,0.0,5.4,1.0,5.3,22.5
Oneida,84.19999999999999,10.95,1.0,0.8,1.4,1.6,29.3
Opelika,85.4,9.5,0.3,1.1,0.9,2.8,24.3
Oquawka,84.8,7.4,1.2,1.7,0.3,4.5,24.5
Orange,87.0,8.3,0.1,1.3,1.4,1.8,23.2
Orange Grove,83.6,11.4,0.0,1.3,1.2,2.5,26.6
Orangeville,88.6,6.4,0.4,1.1,1.0,2.5,22.4
Ordway,71.5,11.3,0.0,5.6,1.3,10.3,18.0
Ore City,83.7,10.4,0.3,0.8,0.7,4.1,27.3
Orient,58.6,8.8,0.0,10.5,0.6,21.5,14.5
Orleans,78.10000000000001,10.833333333333334,0.19999999999999998,2.766666666666667,1.7333333333333332,6.333333333333333,22.5
Orma,82.0,13.8,0.0,2.0,1.1,1.0,32.9
Orocovis,81.6,9.6,1.1,4.1,1.25,2.4,31.25
Oronoco,74.5,11.8,5.0,3.2,1.7,3.7,17.4
Ortley,71.3,8.4,0.4,5.5,1.4,13.0,19.7
Osceola,77.3,11.6,0.7,2.2,1.6,6.6,25.7
Oshkosh,85.5,6.8,0.9,2.4,1.3,3.0,18.6
Osnabrock,78.3,7.7,0.1,4.4,1.1,8.5,13.0
Osseo,79.3,8.2,1.1,4.0,1.7,5.7,18.2
Ossipee,81.1,7.5,0.4,2.3,1.6,7.1,26.2
Otley,80.2,10.7,0.6,2.0,0.7,5.8,22.4
Oto,83.3,8.1,0.9,1.4,2.5,3.7,17.7
Otsego,85.7,7.6,0.2,1.5,1.0,4.1,24.2
Otter Rock,72.3,13.1,2.2,4.8,1.4,6.2,19.1
Otterbein,79.15,12.65,0.55,2.3,0.8,4.6,26.35
Otterville,82.6,10.6,0.1,2.6,0.6,3.5,22.5
Otwell,84.1,11.2,0.4,1.3,0.6,2.5,25.5
Ouzinkie,61.3,16.9,0.6,12.2,4.7,4.3,11.3
Overbrook,79.5,12.2,0.6,1.9,1.7,4.0,22.7
Ovett,90.0,4.8,0.0,1.0,3.6,0.7,28.3
Owasso,82.6,10.0,0.7,1.3,1.5,3.8,19.4
Owenton,80.9,11.2,0.3,0.4,1.5,5.7,29.7
Owyhee,62.2,14.3,12.1,6.5,1.5,3.3,30.2
Oxford,84.5,9.85,0.0,0.6,0.8,4.25,29.8
Ozona,76.1,18.7,0.0,3.5,0.0,1.6,21.1
Pachuta,83.4,11.9,0.9,0.3,2.6,0.9,28.1
Paducah,80.89999999999999,8.366666666666667,0.09999999999999999,6.199999999999999,1.7,2.766666666666667,14.766666666666667
Pageland,85.5,9.0,0.1,1.2,2.7,1.5,23.8
Pagosa Springs,60.9,6.8,0.0,21.3,2.3,8.8,12.9
Paicines,78.1,14.6,0.8,1.6,1.5,3.5,31.8
Paige,79.3,14.0,0.3,1.6,1.0,3.8,33.2
Painesville,87.5,6.5,0.9,1.5,0.6,3.1,23.3
Palco,73.6,10.7,0.2,5.1,2.6,7.8,16.9
Palestine,84.4,10.6,0.2,1.4,0.7,2.6,21.6
Palisade,79.4,9.3,0.3,4.3,1.5,5.2,25.1
Palmer,77.85,10.05,0.4,2.05,2.5999999999999996,7.0,31.200000000000003
Palmersville,87.2,6.4,0.1,3.7,1.1,1.4,19.9
Palmyra,84.8,8.1,1.0,2.2,1.8,2.0,24.2
Palo Alto,69.8,10.7,9.4,2.5,2.6,5.0,26.8
Pampa,83.9,13.0,0.0,1.3,1.0,0.7,19.3
Panna Maria,80.9,13.2,0.1,2.3,1.0,2.5,23.6
Pantego,86.4,7.6,0.2,1.7,0.8,3.2,24.0
Panther Burn,82.3,13.6,1.7,1.7,0.3,0.4,20.0
Paradise Valley,63.4,14.8,13.9,3.3,0.8,3.8,31.0
Paragon,84.8,10.1,0.1,1.0,0.8,3.2,29.2
Paragould,83.5,9.6,0.3,1.7,1.3,3.4,17.8
Paris,80.66666666666667,9.466666666666667,0.3666666666666667,3.6,1.0999999999999999,4.833333333333333,28.0
Parish,81.1,9.4,0.8,4.0,1.0,3.7,23.8
Parker,73.6,11.7,0.1,6.1,1.0,7.5,25.9
Parkersburg,83.3,10.6,0.8,1.9,1.0,2.5,20.1
Parkesburg,80.0,6.7,2.8,3.3,0.9,6.3,27.7
Parkman,78.6,10.3,0.2,3.6,1.7,5.5,16.2
Parksville,78.6,11.4,0.1,4.3,1.3,4.4,20.1
Parma,84.19999999999999,9.15,0.30000000000000004,2.45,0.9,2.95,19.9
Pateros,76.9,8.8,0.8,6.2,1.6,5.7,18.6
Patillas,79.5,13.0,0.6,3.2,2.3,1.3,27.3
Patoka,86.0,7.3,0.3,2.7,1.0,2.7,21.0
Patterson,80.6,12.4,0.3,1.9,2.2,2.6,20.7
Pattison,86.5,4.8,0.5,2.4,1.5,4.2,22.3
Paul,80.8,12.1,0.4,3.3,0.9,2.5,17.8
Paulding,83.0,9.5,0.6,2.4,0.5,4.0,23.1
Pawhuska,84.6,10.5,0.3,1.4,1.0,2.2,24.7
Pawling,75.1,8.2,5.0,5.1,1.1,5.5,31.3
Pawnee Rock,82.8,9.25,0.05,3.9,0.85,3.05,15.45
Paxico,75.2,13.6,0.4,2.3,1.9,6.6,27.1
Payette,78.2,11.4,0.1,3.5,2.0,4.8,17.0
Pearcy,78.3,13.4,0.5,1.3,1.5,4.9,21.9
Pearson,85.0,8.0,0.1,0.9,3.6,2.4,20.4
Pease,80.5,10.5,0.5,2.5,1.5,4.4,28.7
Pecan Gap,83.7,9.9,0.0,2.6,1.5,2.3,30.1
Peck,78.2,9.1,0.9,3.6,1.0,7.2,27.5
Pecos,86.4,7.9,0.0,1.6,1.8,2.3,16.5
Peebles,85.4,9.4,0.4,0.7,0.7,3.4,29.1
Pelham,85.5,8.1,0.2,0.6,0.8,4.9,28.5
Pellston,77.0,10.9,0.2,4.7,2.0,5.1,19.3
Pemberville,86.7,7.5,0.6,2.6,0.8,1.9,19.9
Pendleton,85.3,6.8,0.6,1.0,0.6,5.7,26.6
Penfield,83.1,10.4,0.2,2.8,1.0,2.4,24.9
Penns Grove,84.2,8.7,1.2,1.8,1.4,2.7,25.1
Penrose,80.3,10.3,0.4,1.9,1.1,5.9,25.0
Pensacola,76.0,10.5,0.6,2.0,1.6,9.2,21.8
Penuelas,84.69999999999999,7.35,0.1,5.05,1.7,1.1,26.45
Peoa,75.7,6.6,2.0,1.8,1.7,12.1,24.1
Pequot Lakes,82.4,8.5,0.4,1.5,1.4,5.8,21.6
Peralta,81.4,9.7,1.3,1.6,1.9,4.0,29.2
Perkinston,82.5,11.7,0.9,1.0,2.4,1.5,35.8
Perry,78.1,16.0,0.05,1.25,0.95,3.7,27.4
Peru,79.3,9.2,0.1,6.3,0.9,4.2,21.2
Peterman,93.6,4.3,0.0,0.6,0.3,1.3,29.7
Petersburg,69.93333333333332,13.133333333333333,1.1666666666666667,9.700000000000001,3.233333333333333,2.9,18.96666666666667
Petrolia,84.6,7.2,0.7,2.5,0.7,4.2,26.2
Pfafftown,83.4,7.5,1.2,1.6,1.6,4.7,21.1
Philadelphia,62.599999999999994,14.55,13.299999999999999,5.3,2.15,2.15,27.7
Phillips,78.5,10.5,0.0,4.7,1.6,4.7,18.6
Phillipsburg,76.2,9.5,0.1,6.3,0.8,7.1,15.1
Phoenix,76.5,11.0,2.4,1.6,2.6,5.9,25.5
Pickens,88.1,7.5,0.3,0.8,1.0,2.3,22.3
Piedmont,76.1,16.4,0.7,2.7,1.5,2.6,23.6
Pierre Part,84.9,10.1,0.1,0.7,2.9,1.3,30.7
Pine,77.8,11.5,0.4,3.1,2.3,4.8,21.0
Pine Brook,78.7,7.7,5.0,2.1,1.0,5.5,30.3
Pine Grove,79.1,10.3,0.5,3.6,0.9,5.6,29.3
Pine Island,80.8,9.2,1.0,1.6,0.9,6.4,24.0
Pine Mountain,85.2,8.5,0.3,1.4,3.1,1.5,22.0
Pinetop,72.0,13.2,1.5,3.7,2.3,7.3,22.3
Pineville,78.9,13.3,0.1,2.55,2.2,2.9000000000000004,26.85
Pippa Passes,83.5,6.5,0.5,4.5,2.6,2.3,27.5
Piqua,77.4,10.0,0.1,5.0,1.6,5.9,23.3
Pisek,76.4,12.0,0.2,5.1,0.9,5.4,17.2
Pismo Beach,73.6,10.1,1.5,4.5,3.3,7.0,21.3
Pitkin,83.19999999999999,9.4,0.9500000000000001,2.35,2.1,2.0,21.950000000000003
Pitts,81.5,9.0,0.1,1.5,4.2,3.7,21.0
Pittsburg,85.2,8.2,0.0,2.6,1.5,2.4,20.8
Placerville,76.2,9.7,1.7,2.5,2.2,7.8,28.4
Plain City,86.3,5.6,0.2,0.9,0.6,6.4,24.1
Plainview,76.4,10.0,2.2,4.6,1.1,5.7,22.8
Plainville,79.2,12.7,0.0,3.0,0.5,4.6,15.5
Plano,85.0,7.3,2.7,0.4,0.8,3.7,33.2
Plattsburg,81.0,13.5,0.6,1.2,0.8,2.8,30.1
Plattsburgh,76.6,12.5,0.6,4.7,2.7,2.8,20.6
Pleasanton,81.8,11.3,0.1,0.7,0.5,5.6,32.9
Pleasantville,85.4,7.6,0.3,1.5,1.1,4.1,27.3
Pleasureville,81.7,12.9,0.3,1.1,0.9,3.0,30.5
Plum Branch,84.1,10.7,0.2,1.5,0.8,2.8,27.7
Plum City,80.0,7.9,0.2,5.5,1.3,5.1,27.2
Pocatello,78.85,9.899999999999999,1.4,3.75,1.55,4.55,18.049999999999997
Point Baker,51.6,15.3,0.9,20.3,7.3,4.6,14.0
Point Comfort,79.6,14.7,0.8,0.8,1.4,2.8,22.9
Polk,84.9,6.9,0.3,3.9,1.0,2.9,23.5
Polkton,83.6,12.8,0.5,1.1,0.8,1.2,27.4
Pollock,68.6,11.2,0.1,9.7,1.2,9.3,17.5
Polo,80.7,10.4,0.0,2.4,0.6,5.9,33.0
Pomeroy,75.3,8.6,0.1,5.7,0.9,9.4,20.1
Pomona Park,81.4,8.3,0.2,1.0,2.4,6.7,25.9
Ponce,85.0,7.3,0.6,2.8,1.8,2.5,23.0
Pond Creek,77.2,14.7,0.0,3.7,1.1,3.3,19.9
Poplar Bluff,83.3,10.0,0.7,1.8,1.9,2.4,16.9
Poplar Grove,75.4,18.3,0.1,2.1,1.3,2.8,19.5
Poplarville,85.2,10.0,0.2,1.2,0.8,2.5,29.4
Poquoson,88.7,5.0,0.0,0.1,1.5,4.6,23.6
Port Charlotte,77.9,9.7,0.3,0.8,4.9,6.5,23.6
Port Huron,82.6,11.3,0.6,1.6,1.1,2.8,28.5
Port Murray,80.2,9.4,1.2,3.0,1.3,4.9,34.8
Port Saint Joe,82.4,10.4,0.7,1.7,2.0,2.8,22.1
Portales,77.8,12.3,0.1,5.4,2.2,2.2,16.1
Porter,73.7,11.5,0.65,4.9,1.5,7.75,16.2
Portis,81.8,7.0,0.0,4.5,1.4,5.4,14.7
Portland,71.75,9.2,5.75,3.75,4.5,5.1,22.85
Portola,75.5,10.5,0.2,5.2,2.4,6.2,23.0
Portsmouth,81.9,8.1,2.2,3.7,1.9,2.2,24.3
Post,76.1,17.2,0.0,3.3,2.9,0.6,18.4
Postville,78.2,9.2,0.2,4.7,0.8,6.9,21.8
Poteau,81.6,11.5,0.2,2.0,1.8,2.8,22.6
Poulan,86.9,8.8,0.1,0.6,0.5,3.2,27.7
Powder River,82.7,10.7,0.5,1.6,1.4,3.1,17.6
Powder Springs,82.9,10.0,0.5,0.4,0.5,5.7,37.3
Powderly,81.9,10.1,0.0,1.9,2.9,3.2,19.0
Powellsville,80.8,12.8,0.7,1.7,1.5,2.5,24.5
Powers Lake,71.6,8.6,0.4,10.0,1.2,8.2,23.5
Powhattan,79.9,9.1,0.2,3.2,0.6,7.0,16.6
Prairie,88.9,7.8,0.1,1.4,0.6,1.1,22.0
Prairie Du Sac,80.85,10.25,0.2,3.4,1.75,3.6,23.700000000000003
Prescott,68.9,8.4,2.0,9.1,3.6,7.9,19.6
Presidio,60.6,12.3,2.0,11.3,2.5,11.4,14.9
Preston,83.63333333333334,10.866666666666667,0.16666666666666666,1.8999999999999997,1.5,1.9000000000000001,28.3
Primghar,74.3,10.6,2.4,5.2,1.5,5.9,15.3
Prince George,84.8,7.1,0.5,1.6,2.5,3.4,23.8
Princeton,79.8,9.0,0.8,4.15,1.2000000000000002,5.1,20.6
Prosser,78.1,14.4,0.8,1.8,1.1,3.7,19.6
Providence,82.4,11.2,0.1,3.4,1.0,1.9,25.0
Prudenville,80.5,10.7,1.1,2.5,1.4,3.8,22.4
Prudhoe Bay,20.1,17.0,2.8,37.9,7.9,14.3,8.4
Puerto Real,78.2,8.0,0.9,4.1,7.1,1.7,24.8
Pukwana,72.2,9.5,0.0,8.5,0.8,9.0,14.2
Pulaski,86.6,8.4,0.3,2.0,0.6,2.2,25.9
Punta Santiago,87.6,4.8,0.3,4.0,0.8,2.6,27.0
Puryear,86.9,5.9,0.1,1.1,2.1,3.9,22.0
Pyote,82.8,9.8,0.0,2.6,1.5,3.4,20.9
Quakertown,80.4,9.9,2.1,2.6,0.9,4.1,24.9
Quebradillas,87.3,3.9,0.2,6.5,0.3,1.7,27.7
Quenemo,79.9,10.1,0.6,3.0,2.1,4.3,24.4
Quincy,80.6,12.0,0.65,1.3,2.75,2.7,30.3
Quitman,81.7,9.6,0.4,1.5,2.5,4.2,24.8
Racine,83.3,8.2,1.7,2.0,1.6,3.3,23.6
Radford,76.2,9.8,0.5,10.9,1.9,0.8,17.7
Rainbow,84.1,12.9,0.5,0.8,0.4,1.3,28.8
Raleigh,84.6,9.6,0.8,1.7,0.7,2.6,22.6
Ralls,83.4,8.6,0.0,2.8,3.8,1.4,21.8
Ralston,77.55,9.7,0.30000000000000004,4.6,1.25,6.55,15.649999999999999
Ranburne,77.6,17.7,0.1,0.2,1.0,3.4,33.3
Randolph,74.43333333333332,9.399999999999999,0.19999999999999998,5.366666666666667,2.1,8.5,19.4
Rapid City,80.44999999999999,10.45,0.4,2.9000000000000004,0.8999999999999999,4.95,18.7
Raquette Lake,72.6,10.7,0.2,5.6,5.1,5.8,23.8
Ratliff City,83.1,10.9,0.6,1.5,0.8,3.0,19.4
Ravenden,84.4,12.4,0.1,1.3,0.6,1.3,28.7
Ravenna,74.4,21.6,0.0,1.1,1.1,1.8,27.5
Ray City,89.9,3.9,0.1,0.6,2.7,2.8,25.4
Rayville,89.2,6.6,0.2,0.7,1.1,2.2,19.8
Raywick,80.5,10.7,0.7,3.6,0.8,3.8,21.5
